"","Species","Lifestage","sample_id","Light_Value.x","Temp.Cat.x","Run","micromol.cm2.s","micromol.cm2.h"
"1","Acropora","Adult","ACR-A1","0",27.8,"Run1",-0.00020609969536333,-0.741958903307989
"2","Acropora","Adult","ACR-A1","143",27.8,"Run1",1.91185594082785e-05,0.0688268138698026
"3","Acropora","Adult","ACR-A1","206",27.8,"Run1",5.19750772413128e-05,0.187110278068726
"4","Acropora","Adult","ACR-A1","29",27.8,"Run1",-0.000179418171601001,-0.645905417763602
"5","Acropora","Adult","ACR-A1","317",27.8,"Run1",0.000173038640898475,0.622939107234511
"6","Acropora","Adult","ACR-A1","514",27.8,"Run1",0.000249041726046252,0.896550213766507
"7","Acropora","Adult","ACR-A1","700",27.8,"Run1",0.000250633377005871,0.902280157221137
"8","Acropora","Adult","ACR-A1","79",27.8,"Run1",-6.8726826120097e-05,-0.247416574032349
"9","Acropora","Adult","ACR-A1","846",27.8,"Run1",0.000236710627759606,0.852158259934582
"10","Acropora","Adult","ACR-A1","9",27.8,"Run1",-0.000214841536694689,-0.773429532100882
"11","Acropora","Adult","ACR-A2","0",27.8,"Run2",-0.00017306543185455,-0.623035554676379
"12","Acropora","Adult","ACR-A2","143",27.8,"Run2",2.03976136501422e-05,0.0734314091405118
"13","Acropora","Adult","ACR-A2","206",27.8,"Run2",9.10193572372815e-05,0.327669686054213
"14","Acropora","Adult","ACR-A2","29",27.8,"Run2",-0.000109325548543254,-0.393571974755714
"15","Acropora","Adult","ACR-A2","317",27.8,"Run2",0.000150193323420536,0.540695964313929
"16","Acropora","Adult","ACR-A2","514",27.8,"Run2",0.000196611457668321,0.707801247605955
"17","Acropora","Adult","ACR-A2","700",27.8,"Run2",0.000258553138979712,0.930791300326963
"18","Acropora","Adult","ACR-A2","79",27.8,"Run2",-2.85385627798565e-05,-0.102738826007483
"19","Acropora","Adult","ACR-A2","846",27.8,"Run2",0.000226292270994322,0.81465217557956
"20","Acropora","Adult","ACR-A2","9",27.8,"Run2",-8.37316776149763e-05,-0.301434039413915
"21","Acropora","Adult","ACR-A3","0",27.8,"Run2",-0.000256393025354556,-0.923014891276402
"22","Acropora","Adult","ACR-A3","143",27.8,"Run2",3.57229594208469e-05,0.128602653915049
"23","Acropora","Adult","ACR-A3","206",27.8,"Run2",0.000133844741335768,0.481841068808764
"24","Acropora","Adult","ACR-A3","29",27.8,"Run2",-0.000143323491022453,-0.515964567680831
"25","Acropora","Adult","ACR-A3","317",27.8,"Run2",0.000216746418562985,0.780287106826747
"26","Acropora","Adult","ACR-A3","514",27.8,"Run2",0.00029803386898181,1.07292192833452
"27","Acropora","Adult","ACR-A3","700",27.8,"Run2",0.000298263399960862,1.0737482398591
"28","Acropora","Adult","ACR-A3","79",27.8,"Run2",-2.83369013316842e-05,-0.102012844794063
"29","Acropora","Adult","ACR-A3","846",27.8,"Run2",0.000261961883819099,0.943062781748755
"30","Acropora","Adult","ACR-A3","9",27.8,"Run2",-0.000136500304177794,-0.491401095040058
"31","Acropora","Adult","ACR-A4","0",27.8,"Run1",-0.000169158452984057,-0.608970430742605
"32","Acropora","Adult","ACR-A4","143",27.8,"Run1",9.50857446714344e-05,0.342308680817164
"33","Acropora","Adult","ACR-A4","206",27.8,"Run1",0.000178985326024749,0.644347173689095
"34","Acropora","Adult","ACR-A4","29",27.8,"Run1",-0.000109627378518947,-0.394658562668208
"35","Acropora","Adult","ACR-A4","317",27.8,"Run1",0.000172262971799875,0.620146698479549
"36","Acropora","Adult","ACR-A4","514",27.8,"Run1",0.00016051139292654,0.577841014535544
"37","Acropora","Adult","ACR-A4","700",27.8,"Run1",0.000150943789052982,0.543397640590736
"38","Acropora","Adult","ACR-A4","79",27.8,"Run1",1.96138691430839e-05,0.0706099289151022
"39","Acropora","Adult","ACR-A4","846",27.8,"Run1",0.0001199653781724,0.43187536142064
"40","Acropora","Adult","ACR-A4","9",27.8,"Run1",-0.000145773994633994,-0.524786380682379
"41","Acropora","Adult","ACR-A5","0",27.8,"Run3",-0.000100093503517474,-0.360336612662907
"42","Acropora","Adult","ACR-A5","143",27.8,"Run3",0.000124135726315975,0.44688861473751
"43","Acropora","Adult","ACR-A5","206",27.8,"Run3",8.63947960771341e-05,0.311021265877683
"44","Acropora","Adult","ACR-A5","29",27.8,"Run3",-8.72496787977158e-05,-0.314098843671777
"45","Acropora","Adult","ACR-A5","317",27.8,"Run3",0.000174436210667616,0.627970358403419
"46","Acropora","Adult","ACR-A5","514",27.8,"Run3",0.000182685926468399,0.657669335286237
"47","Acropora","Adult","ACR-A5","700",27.8,"Run3",0.000146982614182579,0.529137411057284
"48","Acropora","Adult","ACR-A5","79",27.8,"Run3",8.24240839978836e-08,0.000296726702392381
"49","Acropora","Adult","ACR-A5","846",27.8,"Run3",0.000211617572579461,0.761823261286059
"50","Acropora","Adult","ACR-A5","9",27.8,"Run3",-0.000110623426956894,-0.398244337044819
