"","Date","Sample.ID","Chamber.ID","SDR","Temperature","Species","Type","Salinity","Plate","Run","Volume","Org.Number","Light","Photo.Intercept","P.umol.L.min","unique","P.umol.min","code","P.Blank.umol.min","P.umol.min.corr","P.umol.org.min","P.nmol.org.min","PAR"
"13",20231115,16,"C4",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,1,190.498600633198,0.886370107504439,"1 - C4",7.09096086003551e-05,"1_1",2.45529489346381e-05,4.6356659665717e-05,7.72610994428617e-07,0.000772610994428617,150
"14",20231115,16,"C4",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,2,243.952229417206,-1.53683379586802,"1 - C4",-0.000122946703669442,"1_2",-2.16253217780827e-05,-0.000101321381891359,-1.68868969818932e-06,-0.00168868969818932,0
"15",20231115,5,"A5",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,1,200.048064864865,1.1312,"1 - A5",9.0496e-05,"1_1",2.45529489346381e-05,6.59430510653619e-05,1.09905085108936e-06,0.00109905085108936,150
"16",20231115,5,"A5",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,2,273.321638176638,-1.98478632478631,"1 - A5",-0.000158782905982905,"1_2",-2.16253217780827e-05,-0.000137157584204822,-2.28595973674704e-06,-0.00228595973674704,0
"17",20231115,12,"B6",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,1,185.138813326282,0.721992596509784,"1 - B6",5.77594077207827e-05,"1_1",2.45529489346381e-05,3.32064587861446e-05,5.53440979769077e-07,0.000553440979769077,150
"18",20231115,12,"B6",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,2,244.650896358543,-1.68602801120447,"1 - B6",-0.000134882240896358,"1_2",-2.16253217780827e-05,-0.000113256919118275,-1.88761531863792e-06,-0.00188761531863792,0
"19",20231115,18,"C6",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,1,199.346038498189,1.45175833809796,"1 - C6",0.000116140667047837,"1_1",2.45529489346381e-05,9.15877181131987e-05,1.52646196855331e-06,0.00152646196855331,150
"20",20231115,18,"C6",641,30,"Pocillopora","Sample",36,1,1,8e-05,60,2,269.416217391305,-2.07067826086958,"1 - C6",-0.000165654260869566,"1_2",-2.16253217780827e-05,-0.000144028939091484,-2.4004823181914e-06,-0.0024004823181914,0
"21",20231115,1,"A1",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,145.252406118143,-2.55326722925457,"2 - A1",-0.000204261378340366,"2_1",9.57586746860529e-06,-0.000213837245808971,-3.56395409681618e-05,-0.0356395409681618,150
"22",20231115,1,"A1",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,110.896658914729,-1.34781959126145,"2 - A1",-0.000107825567300916,"2_2",-9.07691933830029e-06,-9.87486479626157e-05,-1.64581079937693e-05,-0.0164581079937693,0
"23",20231115,13,"C1",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,123.045937888199,-4.40871734756364,"2 - C1",-0.000352697387805091,"2_1",9.57586746860529e-06,-0.000362273255273697,-6.03788758789494e-05,-0.0603788758789494,150
"24",20231115,13,"C1",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,40.7383870967741,-0.223064516129031,"2 - C1",-1.78451612903225e-05,"2_2",-9.07691933830029e-06,-8.76824195202219e-06,-1.46137365867037e-06,-0.00146137365867036,0
"25",20231115,8,"B2",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,138.319222356591,-4.76383721541616,"2 - B2",-0.000381106977233293,"2_1",9.57586746860529e-06,-0.000390682844701898,-6.51138074503164e-05,-0.0651138074503164,150
"26",20231115,8,"B2",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,49.0001815448659,-0.453260869565218,"2 - B2",-3.62608695652174e-05,"2_2",-9.07691933830029e-06,-2.71839502269172e-05,-4.53065837115286e-06,-0.00453065837115286,0
"27",20231115,9,"B3",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,142.877095582106,-4.11944429008058,"2 - B3",-0.000329555543206446,"2_1",9.57586746860529e-06,-0.000339131410675052,-5.65219017791753e-05,-0.0565219017791753,150
"28",20231115,9,"B3",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,81.6688193456615,-1.1031768610716,"2 - B3",-8.8254148885728e-05,"2_2",-9.07691933830029e-06,-7.91772295474277e-05,-1.31962049245713e-05,-0.0131962049245713,0
"29",20231115,21,"D3",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,154.604469900643,-4.31753594389246,"2 - D3",-0.000345402875511397,"2_1",9.57586746860529e-06,-0.000354978742980002,-5.91631238300004e-05,-0.0591631238300004,150
"30",20231115,21,"D3",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,81.463827536232,-1.05198260869566,"2 - D3",-8.41586086956528e-05,"2_2",-9.07691933830029e-06,-7.50816893573525e-05,-1.25136148928921e-05,-0.0125136148928921,0
"31",20231115,4,"A4",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,148.265437837838,-4.30823783783784,"2 - A4",-0.000344659027027027,"2_1",9.57586746860529e-06,-0.000354234894495633,-5.90391490826054e-05,-0.0590391490826054,150
"32",20231115,4,"A4",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,93.6112153846154,-1.70907692307692,"2 - A4",-0.000136726153846154,"2_2",-9.07691933830029e-06,-0.000127649234507853,-2.12748724179756e-05,-0.0212748724179756,0
"33",20231115,17,"C5",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,152.541220338983,-4.12494915254237,"2 - C5",-0.00032999593220339,"2_1",9.57586746860529e-06,-0.000339571799671995,-5.65952999453325e-05,-0.0565952999453325,150
"34",20231115,17,"C5",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,87.6872323972323,-1.25228327228327,"2 - C5",-0.000100182661782662,"2_2",-9.07691933830029e-06,-9.11057424443613e-05,-1.51842904073936e-05,-0.0151842904073936,0
"35",20231115,23,"D5",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,150.732042080655,-2.50680537697253,"2 - D5",-0.000200544430157802,"2_1",9.57586746860529e-06,-0.000210120297626408,-3.50200496044013e-05,-0.0350200496044013,150
"36",20231115,23,"D5",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,142.925001641317,-2.30708830287778,"2 - D5",-0.000184567064230222,"2_2",-9.07691933830029e-06,-0.000175490144891922,-2.9248357481987e-05,-0.029248357481987,0
"37",20231115,6,"A6",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,133.8426277666,-4.2310757880617,"2 - A6",-0.000338486063044936,"2_1",9.57586746860529e-06,-0.000348061930513541,-5.80103217522569e-05,-0.0580103217522569,150
"38",20231115,6,"A6",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,65.5844003055767,-0.81570664629488,"2 - A6",-6.52565317035904e-05,"2_2",-9.07691933830029e-06,-5.61796123652901e-05,-9.36326872754835e-06,-0.00936326872754835,0
"39",20231115,12,"B6",740,30,"Acropora","Sample",36,2,1,8e-05,6,1,145.045933014354,-2.67320574162679,"2 - B6",-0.000213856459330143,"2_1",9.57586746860529e-06,-0.000223432326798749,-3.72387211331248e-05,-0.0372387211331247,150
"40",20231115,12,"B6",740,30,"Acropora","Sample",36,2,1,8e-05,6,2,125.809379032258,-2.01627419354839,"2 - B6",-0.000161301935483871,"2_2",-9.07691933830029e-06,-0.000152225016145571,-2.53708360242618e-05,-0.0253708360242618,0
"41",20231115,1,"A1",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,193.55956125192,-3.98234639016897,"3 - A1",-0.000318587711213518,"3_1",7.41272138653854e-06,-0.000326000432600056,-5.43334054333427e-05,-0.0543334054333427,150
"42",20231115,1,"A1",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,142.825642857143,-1.25365156794425,"3 - A1",-0.00010029212543554,"3_2",-6.35002960441088e-06,-9.39420958311291e-05,-1.56570159718549e-05,-0.0156570159718549,0
"43",20231115,7,"B1",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,205.650987726476,-0.864126241963765,"3 - B1",-6.91300993571012e-05,"3_1",7.41272138653854e-06,-7.65428207436397e-05,-1.27571367906066e-05,-0.0127571367906066,150
"44",20231115,7,"B1",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,220.239401993355,-1.90179401993355,"3 - B1",-0.000152143521594684,"3_2",-6.35002960441088e-06,-0.000145793491990273,-2.42989153317122e-05,-0.0242989153317122,0
"45",20231115,13,"C1",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,220.504347641832,-4.5775021189337,"3 - C1",-0.000366200169514696,"3_1",7.41272138653854e-06,-0.000373612890901235,-6.22688151502058e-05,-0.0622688151502058,150
"46",20231115,13,"C1",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,192.314539777983,-2.14601757631823,"3 - C1",-0.000171681406105458,"3_2",-6.35002960441088e-06,-0.000165331376501048,-2.75552294168413e-05,-0.0275552294168413,0
"47",20231115,8,"B2",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,210.484457953201,-2.38261556666794,"3 - B2",-0.000190609245333435,"3_1",7.41272138653854e-06,-0.000198021966719974,-3.30036611199956e-05,-0.0330036611199956,150
"48",20231115,8,"B2",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,222.260499325236,-2.75739271255061,"3 - B2",-0.000220591417004049,"3_2",-6.35002960441088e-06,-0.000214241387399638,-3.57068978999397e-05,-0.0357068978999397,0
"49",20231115,21,"D3",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,194.615272072072,-2.78852688477951,"3 - D3",-0.000223082150782361,"3_1",7.41272138653854e-06,-0.000230494872168899,-3.84158120281499e-05,-0.0384158120281499,150
"50",20231115,21,"D3",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,238.370002736727,-4.30336070060208,"3 - D3",-0.000344268856048166,"3_2",-6.35002960441088e-06,-0.000337918826443756,-5.63198044072926e-05,-0.0563198044072926,0
"51",20231115,4,"A4",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,207.202913752914,-2.29167310301638,"3 - A4",-0.00018333384824131,"3_1",7.41272138653854e-06,-0.000190746569627849,-3.17910949379748e-05,-0.0317910949379748,150
"52",20231115,4,"A4",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,235.404568686402,-3.40120721554117,"3 - A4",-0.000272096577243294,"3_2",-6.35002960441088e-06,-0.000265746547638883,-4.42910912731471e-05,-0.0442910912731471,0
"53",20231115,10,"B4",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,183.413462718139,-4.78178529878372,"3 - B4",-0.000382542823902698,"3_1",7.41272138653854e-06,-0.000389955545289236,-6.49925908815394e-05,-0.0649925908815394,150
"54",20231115,10,"B4",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,166.007357971015,-2.42671304347828,"3 - B4",-0.000194137043478262,"3_2",-6.35002960441088e-06,-0.000187787013873852,-3.12978356456419e-05,-0.0312978356456419,0
"55",20231115,22,"D4",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,196.621987090488,-3.10798246255024,"3 - D4",-0.000248638597004019,"3_1",7.41272138653854e-06,-0.000256051318390558,-4.26752197317596e-05,-0.0426752197317596,150
"56",20231115,22,"D4",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,161.918458286985,-1.39662736373748,"3 - D4",-0.000111730189098998,"3_2",-6.35002960441088e-06,-0.000105380159494588,-1.75633599157646e-05,-0.0175633599157646,0
"57",20231115,17,"C5",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,202.20046113384,-2.8714973699591,"3 - C5",-0.000229719789596728,"3_1",7.41272138653854e-06,-0.000237132510983267,-3.95220851638778e-05,-0.0395220851638778,150
"58",20231115,17,"C5",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,215.726063680281,-3.19079314888011,"3 - C5",-0.000255263451910409,"3_2",-6.35002960441088e-06,-0.000248913422305998,-4.1485570384333e-05,-0.041485570384333,0
"59",20231115,12,"B6",641,27,"Acropora","Sample",36,3,2,8e-05,6,1,208.810730593607,-2.99491052696532,"3 - B6",-0.000239592842157226,"3_1",7.41272138653854e-06,-0.000247005563543764,-4.11675939239607e-05,-0.0411675939239607,150
"60",20231115,12,"B6",641,27,"Acropora","Sample",36,3,2,8e-05,6,2,202.075737516869,-2.20423481781377,"3 - B6",-0.000176338785425102,"3_2",-6.35002960441088e-06,-0.000169988755820691,-2.83314593034485e-05,-0.0283314593034485,0
"61",20231115,13,"C1",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,176.939890653683,1.50241679304015,"4 - C1",0.000120193343443212,"4_1",1.07725509655046e-05,0.000109420792477707,1.82367987462846e-06,0.00182367987462846,150
"62",20231115,13,"C1",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,265.465639676114,-3.16285829959515,"4 - C1",-0.000253028663967612,"4_2",-2.32487408646017e-05,-0.00022977992310301,-3.82966538505017e-06,-0.00382966538505017,0
"63",20231115,2,"A2",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,169.517679941542,0.713847278041652,"4 - A2",5.71077822433322e-05,"4_1",1.07725509655046e-05,4.63352312778276e-05,7.7225385463046e-07,0.00077225385463046,150
"64",20231115,2,"A2",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,198.524347826087,-0.664695652173915,"4 - A2",-5.31756521739132e-05,"4_2",-2.32487408646017e-05,-2.99269113093115e-05,-4.98781855155192e-07,-0.000498781855155192,0
"65",20231115,14,"C2",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,173.892604646697,1.23339669738864,"4 - C2",9.86717357910912e-05,"4_1",1.07725509655046e-05,8.78991848255866e-05,1.46498641375978e-06,0.00146498641375978,150
"66",20231115,14,"C2",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,219.759153225806,-1.25725806451611,"4 - C2",-0.000100580645161289,"4_2",-2.32487408646017e-05,-7.73319042966871e-05,-1.28886507161145e-06,-0.00128886507161145,0
"67",20231115,9,"B3",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,169.947227903188,0.805709691941599,"4 - B3",6.44567753553279e-05,"4_1",1.07725509655046e-05,5.36842243898234e-05,8.94737073163723e-07,0.000894737073163723,150
"68",20231115,9,"B3",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,220.090198624904,-1.94492895339954,"4 - B3",-0.000155594316271963,"4_2",-2.32487408646017e-05,-0.000132345575407362,-2.20575959012269e-06,-0.00220575959012269,0
"69",20231115,21,"D3",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,176.439052511416,0.950505985437492,"4 - D3",7.60404788349994e-05,"4_1",1.07725509655046e-05,6.52679278694948e-05,1.08779879782491e-06,0.00108779879782491,150
"70",20231115,21,"D3",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,220.197444444445,-1.23688888888889,"4 - D3",-9.89511111111112e-05,"4_2",-2.32487408646017e-05,-7.57023702465095e-05,-1.26170617077516e-06,-0.00126170617077516,0
"71",20231115,4,"A4",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,156.393910503387,0.647295711515703,"4 - A4",5.17836569212562e-05,"4_1",1.07725509655046e-05,4.10111059557517e-05,6.83518432595861e-07,0.000683518432595861,150
"72",20231115,4,"A4",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,198.811037414966,-1.49418367346939,"4 - A4",-0.000119534693877551,"4_2",-2.32487408646017e-05,-9.62859530129495e-05,-1.60476588354916e-06,-0.00160476588354916,0
"73",20231115,16,"C4",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,164.011934333611,0.352910252848013,"4 - C4",2.8232820227841e-05,"4_1",1.07725509655046e-05,1.74602692623365e-05,2.91004487705608e-07,0.000291004487705608,150
"74",20231115,16,"C4",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,209.56841813136,-1.8070625963614,"4 - C4",-0.000144565007708912,"4_2",-2.32487408646017e-05,-0.00012131626684431,-2.02193778073851e-06,-0.00202193778073851,0
"75",20231115,5,"A5",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,175.209760555511,1.51117088355016,"4 - A5",0.000120893670684013,"4_1",1.07725509655046e-05,0.000110121119718508,1.83535199530847e-06,0.00183535199530847,150
"76",20231115,5,"A5",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,285.813492307693,-3.8730153846154,"4 - A5",-0.000309841230769232,"4_2",-2.32487408646017e-05,-0.00028659248990463,-4.77654149841051e-06,-0.00477654149841051,0
"77",20231115,12,"B6",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,173.846233658371,0.180919745301305,"4 - B6",1.44735796241044e-05,"4_1",1.07725509655046e-05,3.70102865859983e-06,6.16838109766638e-08,6.16838109766638e-05,150
"78",20231115,12,"B6",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,189.233358885018,-0.461101045296171,"4 - B6",-3.68880836236937e-05,"4_2",-2.32487408646017e-05,-1.3639342759092e-05,-2.273223793182e-07,-0.0002273223793182,0
"79",20231115,24,"D6",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,1,177.61647027972,0.153937062937059,"4 - D6",1.23149650349647e-05,"4_1",1.07725509655046e-05,1.54241406946015e-06,2.57069011576692e-08,2.57069011576692e-05,150
"80",20231115,24,"D6",740,27,"Pocillopora","Sample",36,4,2,8e-05,60,2,197.971916329285,-0.776485829959515,"4 - D6",-6.21188663967612e-05,"4_2",-2.32487408646017e-05,-3.88701255321595e-05,-6.47835425535992e-07,-0.000647835425535992,0
"81",20231115,7,"B1",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,104.048201982228,-1.51063704716337,"5 - B1",-0.00012085096377307,"5_1",2.50037568472371e-05,-0.000145854720620307,-2.43091201033844e-05,-0.0243091201033845,150
"82",20231115,7,"B1",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,66.0190137505927,-0.211228070175438,"5 - B1",-1.6898245614035e-05,"5_2",-2.37541120802777e-06,-1.45228344060073e-05,-2.42047240100121e-06,-0.00242047240100121,0
"83",20231115,19,"D1",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,129.895758463385,-0.359752220888355,"5 - D1",-2.87801776710684e-05,"5_1",2.50037568472371e-05,-5.37839345183055e-05,-8.96398908638425e-06,-0.00896398908638425,150
"84",20231115,19,"D1",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,123.934565304873,0.326756364272591,"5 - D1",2.61405091418073e-05,"5_2",-2.37541120802777e-06,2.85159203498351e-05,4.75265339163918e-06,0.00475265339163918,0
"85",20231115,2,"A2",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,90.8582500230705,-1.48050324525516,"5 - A2",-0.000118440259620413,"5_1",2.50037568472371e-05,-0.00014344401646765,-2.39073360779417e-05,-0.0239073360779417,150
"86",20231115,2,"A2",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,70.3858614718614,-0.339122655122654,"5 - A2",-2.71298124098123e-05,"5_2",-2.37541120802777e-06,-2.47544012017846e-05,-4.12573353363076e-06,-0.00412573353363076,0
"87",20231115,14,"C2",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,142.756941059545,-2.91805289084781,"5 - C2",-0.000233444231267825,"5_1",2.50037568472371e-05,-0.000258447988115062,-4.30746646858437e-05,-0.0430746646858437,150
"88",20231115,14,"C2",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,96.0407426769893,0.259537073988349,"5 - C2",2.07629659190679e-05,"5_2",-2.37541120802777e-06,2.31383771270957e-05,3.85639618784928e-06,0.00385639618784928,0
"89",20231115,20,"D2",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,161.811281071586,-1.59373386034256,"5 - D2",-0.000127498708827405,"5_1",2.50037568472371e-05,-0.000152502465674642,-2.54170776124403e-05,-0.0254170776124403,150
"90",20231115,20,"D2",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,176.018549386324,-2.26349035651666,"5 - D2",-0.000181079228521333,"5_2",-2.37541120802777e-06,-0.000178703817313305,-2.97839695522175e-05,-0.0297839695522175,0
"91",20231115,3,"A3",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,169.514736517339,-0.446506232259654,"5 - A3",-3.57204985807723e-05,"5_1",2.50037568472371e-05,-6.07242554280094e-05,-1.01207092380016e-05,-0.0101207092380016,150
"92",20231115,3,"A3",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,203.523386835141,-2.20235464868096,"5 - A3",-0.000176188371894477,"5_2",-2.37541120802777e-06,-0.000173812960686449,-2.89688267810748e-05,-0.0289688267810748,0
"93",20231115,10,"B4",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,110.384405563818,-1.91691085644301,"5 - B4",-0.000153352868515441,"5_1",2.50037568472371e-05,-0.000178356625362678,-2.9726104227113e-05,-0.029726104227113,150
"94",20231115,10,"B4",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,75.7122300263389,-0.320646500119722,"5 - B4",-2.56517200095778e-05,"5_2",-2.37541120802777e-06,-2.327630880155e-05,-3.87938480025833e-06,-0.00387938480025833,0
"95",20231115,22,"D4",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,137.597961487588,-1.69493740195023,"5 - D4",-0.000135594992156018,"5_1",2.50037568472371e-05,-0.000160598749003255,-2.67664581672092e-05,-0.0267664581672092,150
"96",20231115,22,"D4",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,143.139722996516,-2.10140069686411,"5 - D4",-0.000168112055749129,"5_2",-2.37541120802777e-06,-0.000165736644541101,-2.76227740901835e-05,-0.0276227740901835,0
"97",20231115,12,"B6",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,101.750034556376,-0.202194963091621,"5 - B6",-1.61755970473297e-05,"5_1",2.50037568472371e-05,-4.11793538945668e-05,-6.86322564909446e-06,-0.00686322564909446,150
"98",20231115,12,"B6",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,109.595704918033,-1.32550819672131,"5 - B6",-0.000106040655737705,"5_2",-2.37541120802777e-06,-0.000103665244529677,-1.72775407549462e-05,-0.0172775407549462,0
"99",20231115,24,"D6",641,33,"Acropora","Sample",36,5,3,8e-05,6,1,168.885976054194,-2.08418419190945,"5 - D6",-0.000166734735352756,"5_1",2.50037568472371e-05,-0.000191738492199993,-3.19564153666655e-05,-0.0319564153666655,150
"100",20231115,24,"D6",641,33,"Acropora","Sample",36,5,3,8e-05,6,2,172.427243137255,-2.31334298642534,"5 - D6",-0.000185067438914027,"5_2",-2.37541120802777e-06,-0.000182692027705999,-3.04486712843332e-05,-0.0304486712843332,0
"101",20231115,1,"A1",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,1,136.847298701299,0.444051948051947,"6 - A1",3.55241558441558e-05,"6_1",3.98844167988818e-05,-4.36026095472599e-06,-7.26710159120998e-08,-7.26710159120998e-05,150
"102",20231115,1,"A1",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,2,161.462316630738,-0.843337714916664,"6 - A1",-6.74670171933331e-05,"6_2",1.34930566611485e-06,-6.8816322859448e-05,-1.14693871432413e-06,-0.00114693871432413,0
"103",20231115,13,"C1",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,1,134.2780620389,0.0577236753856475,"6 - C1",4.6178940308518e-06,"6_1",3.98844167988818e-05,-3.526652276803e-05,-5.87775379467166e-07,-0.000587775379467166,150
"104",20231115,13,"C1",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,2,153.443194646025,-1.03824221899693,"6 - C1",-8.30593775197544e-05,"6_2",1.34930566611485e-06,-8.44086831858693e-05,-1.40681138643115e-06,-0.00140681138643115,0
"105",20231115,8,"B2",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,1,129.416998251748,0.888947552447551,"6 - B2",7.11158041958041e-05,"6_1",3.98844167988818e-05,3.12313873969223e-05,5.20523123282039e-07,0.000520523123282039,150
"106",20231115,8,"B2",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,2,161.030088283245,-0.822605432341812,"6 - B2",-6.5808434587345e-05,"6_2",1.34930566611485e-06,-6.71577402534598e-05,-1.119295670891e-06,-0.001119295670891,0
"107",20231115,20,"D2",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,1,141.238684210526,0.459056732740946,"6 - D2",3.67245386192757e-05,"6_1",3.98844167988818e-05,-3.15987817960607e-06,-5.26646363267678e-08,-5.26646363267678e-05,150
"108",20231115,20,"D2",740,33,"Pocillopora","Sample",36,6,3,8e-05,60,2,185.327464833422,-1.57444315177155,"6 - D2",-0.000125955452141724,"6_2",1.34930566611485e-06,-0.000127304757807839,-2.12174596346398e-06,-0.00212174596346398,0
