label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Blank4,Blank5,Blank6,12C_Ctrl_Acropora_unlabeled_1,12C_Ctrl_Pocillopora_unlabeled_1,13C_Blank_1,13C_Blank_2,13C_Ctrl_Acropora_dark_1,13C_Ctrl_Pocillopora_dark_1,13C_Larvae_Pocillopora_27_1,13C_Larvae_Pocillopora_27_2,13C_Larvae_Pocillopora_27_3,13C_Larvae_Pocillopora_27_4,13C_Larvae_Pocillopora_27_5,13C_Larvae_Pocillopora_27_6,13C_Larvae_Pocillopora_30_1,13C_Larvae_Pocillopora_30_2,13C_Larvae_Pocillopora_30_3,13C_Larvae_Pocillopora_30_4,13C_Larvae_Pocillopora_30_5,13C_Larvae_Pocillopora_30_6,13C_Larvae_Pocillopora_33_1,13C_Larvae_Pocillopora_33_2,13C_Larvae_Pocillopora_33_3,13C_Larvae_Pocillopora_33_4,13C_Larvae_Pocillopora_33_5,13C_Larvae_Pocillopora_dark_1,13C_Larvae_Pocillopora_dark_2,13C_Larvae_Pocillopora_dark_3,13C_Recruit_Acropora_27_1,13C_Recruit_Acropora_27_2,13C_Recruit_Acropora_27_3,13C_Recruit_Acropora_27_4,13C_Recruit_Acropora_27_5,13C_Recruit_Acropora_30_1,13C_Recruit_Acropora_30_2,13C_Recruit_Acropora_30_3,13C_Recruit_Acropora_30_4,13C_Recruit_Acropora_30_5,13C_Recruit_Acropora_30_6,13C_Recruit_Acropora_33_1,13C_Recruit_Acropora_33_2,13C_Recruit_Acropora_33_3,13C_Recruit_Acropora_33_4,13C_Recruit_Acropora_33_5,13C_Recruit_Acropora_dark_1,13C_Recruit_Pocillopora_27_1,13C_Recruit_Pocillopora_27_2,13C_Recruit_Pocillopora_27_3,13C_Recruit_Pocillopora_27_4,13C_Recruit_Pocillopora_27_5,13C_Recruit_Pocillopora_30_1,13C_Recruit_Pocillopora_30_2,13C_Recruit_Pocillopora_30_3,13C_Recruit_Pocillopora_30_4,13C_Recruit_Pocillopora_33_1,13C_Recruit_Pocillopora_33_2,13C_Recruit_Pocillopora_33_3,13C_Recruit_Pocillopora_33_4,13C_Recruit_Pocillopora_33_5,13C_Recruit_Pocillopora_dark_1
,491,491,11,287.20047,1.193,0.850087,[M+H]+,C12 PARENT,Androstenedione,Androstenedione,C19H26O2,0.003,0.318776,287.20047,0,0,0,2885.49,5331.87,0,21211.97,15458.76,8889.39,0,12742.32,16742.78,4890.37,0,5979.11,5862.53,0,0,0,0,0,7960.09,6560.75,4395.44,0,0,0,3037.74,0,5032.59,5228.33,11580.1,5998.47,9507.67,6101.73,11207.86,10361.09,6987.88,12426.43,20469.01,5268.74,5232.7,5503.13,9110.72,4688.04,79181.61,18626.3,4256.81,8764.9,10559.7,0,4974.1,16733.42,0,33884.41,0,8651.43,11708.74,5174.4,5688.71,6456.24,0,0,11367.61
,492,492,22,404.025574,10.209,0.855206,[M+H]+,C12 PARENT,CDP,CDP,C9H15N3O11P2,-1,0.302135,404.025574,0,0,758.95,0,0,0,20995.3,507307.09,0,197311.61,15442.08,42901.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.39,1025.05,0,0,0,0,2577.19,0,0,0,0,852.26,0,0,1107.16,2853.59,11697.93,1398.08,958.68,1038.95,2185.42,4879.91,71135.12,68860.69,145715.83,112786.06,320483.78,7692.93,338939.25,210565.19,210750.69,310978.38,148782.83,7427.34,13982.05,176135.05
,492,495,14,405.029175,10.196,0.847691,,C13-label-1,CDP,CDP,C9H15N3O11P2,-1,0.90416,404.025574,0,0,0,0,0,0,949.07,45181.05,0,23600.86,1414.63,5191.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7745.79,5278.34,14606.32,11503.6,31937.14,0,39441.95,23197.06,21205.47,31582.76,22831.52,0,911.81,18648.51
,496,496,53,176.103226,7.821,0.853561,[M+H]+,C12 PARENT,Citrulline,Citrulline,C6H13N3O3,-1,1.472998,176.103226,3219.2,4574.89,5219.49,5255.72,5768.15,1660.72,90980.4,129119.43,97156.45,83777.46,86411.48,161286.17,14045.8,13037.57,66236.2,13630.58,17319.5,18419.97,4646.89,5943.98,4445.63,6061.81,4835.6,9664.36,4821.09,22342.84,9621.2,9700.99,7939.57,7612.45,17017.11,24114.04,219044.7,94215.29,59478.86,39019.8,186212.38,47183.21,70343.62,215041.3,27696.61,73248.95,126836.07,44098.88,71255.09,111562.45,179969.31,34922.96,82260.07,38197.78,35370.19,24610.76,53144.36,90092.88,116882.23,64760.42,39466.5,79337.98,247252.39,112104.98,64847.27,45554.02,52082.34,78166.43
,496,500,47,177.106354,7.828,0.850185,,C13-label-1,Citrulline,Citrulline,C6H13N3O3,-1,0.172312,176.103226,647.11,696.59,831.14,744.55,765.79,1002.55,7191.2,7458.37,43045.61,27365.07,26473.43,96381.66,5218.81,4057.93,7184.71,4491.98,2486.8,3751.84,2674.47,2387.11,3150.15,1257.25,2717.14,1200.69,1574,5372.56,1365.33,3991.75,3778.53,733.12,1095.78,1710.75,27838.28,42266.67,11123.54,8036.75,27011.09,19879.75,21459.16,34877.86,9641.04,49435.02,16355.82,15321.02,14304.53,18928.1,28160.1,7860.02,59117.08,16663.23,15909.12,11865.63,26341.37,43626.69,43755.2,20576.1,19785.95,38229.3,103232.88,69679.25,44862.68,27698.88,39479.83,38818.5
,496,501,5,178.109818,7.872,0.841272,,C13-label-2,Citrulline,Citrulline,C6H13N3O3,-1,0.771037,176.103226,1198.64,0,0,1347.27,1216.32,806.21,0,0,2008.65,0,0,1354.64,0,0,0,0,0,0,0,0,0,0,0,0,1131.58,0,0,0,0,0,0,0,1143.39,7526.51,0,0,1388.88,921,1340.91,5170.57,0,8400.2,0,0,0,0,0,0,14608.33,0,0,0,0,976.54,919.64,1154.01,0,884.13,7512.5,0,905.77,0,0,0
,502,502,56,284.098724,4.111,0.85959,[M+H]+,C12 PARENT,Guanosine,Guanosine,C10H13N5O5,-1,0.751932,284.098724,982.96,0,0,0,0,0,2920929.25,1591546.62,2559155.5,1543842.38,2679568,3880296.25,10943.9,10039.68,8360.49,9389.82,4012.48,24314.32,6092.04,4100.81,4910.27,6207.68,33502.83,10972.82,2609.34,11788.02,6551.76,12352.61,10653.14,12982.97,19040.83,17822.33,747735.69,2326665.75,1134982.62,1195885.12,1441059,1256820.12,2596264.75,1313482.62,1810219.38,1557539,335243,1489114.5,960393.75,530915.19,1208278.12,1880647.88,1191526.38,446711.72,469962.59,183274.25,413043.72,449547.97,3760302.25,84394.38,1493144.38,1134198.62,1327800.12,1879380.5,780101.5,110555.63,264153.41,1081804.62
,502,508,28,285.1026,4.094,0.85297,,C13-label-1,Guanosine,Guanosine,C10H13N5O5,-1,1.070408,284.098724,0,0,1514.76,0,0,0,318207.16,168095.77,321866.28,179676.95,338416.25,429013.75,1219.63,1058.85,0,1722.63,0,4510.73,0,904.85,0,0,3818.99,1106.61,0,0,0,0,0,0,0,1630.02,93733.15,320613.5,56644.11,79322.29,35860.57,113732.23,74896.48,216682.61,239031.83,75683.76,13066.38,39600.95,89627.97,28407.99,7017.16,271267.28,80937.76,58817.95,52411.91,19750.31,48809.71,50625.33,433876.59,10571.89,173312.7,143447.83,157582.19,206970.23,77624.01,17381.01,33571.28,114929.62
,502,509,19,286.105194,4.099,0.850184,,C13-label-2,Guanosine,Guanosine,C10H13N5O5,-1,1.599981,284.098724,0,0,0,0,0,0,18973.11,18750.99,38781.04,24536.59,10008.58,37148.64,0,0,0,0,0,1016.76,0,0,0,0,1703.42,0,0,0,0,0,0,0,0,0,22812.52,92576.68,11916.01,17742.1,12597.83,43527.02,78057.84,71293.85,63167.28,24143.46,3824.32,7880.87,8676.93,21221.04,16194.46,58796.7,2447.21,13481.83,7299.4,1843.41,4952.18,7978.16,72173.03,1652.53,24524.77,20676.55,23000.15,28978.24,8986.72,2803.42,6995.2,8997.22
,502,510,22,287.108948,4.135,0.848157,,C13-label-3,Guanosine,Guanosine,C10H13N5O5,-1,0.212585,284.098724,1085.53,1195.31,0,1758.9,0,0,4254.29,1827.26,40638.54,5771.95,0,2910.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23351.12,69738.35,34845.73,35174.8,31276.3,29491.2,81566.3,58211.5,71782.84,58914.95,6583.28,26543.37,14349.17,23907.85,31911.99,42470.64,0,4047.47,4349.26,1663.74,2534.62,2748.94,43076.34,1393.86,8543.78,12489.1,6821.13,18825.97,2280.07,1727.45,2939.04,0
,502,511,18,288.112335,4.119,0.848612,,C13-label-4,Guanosine,Guanosine,C10H13N5O5,-1,0.105922,284.098724,0,0,0,0,0,0,0,0,22478.14,2782.94,0,0,0,0,0,0,2252.29,2221.67,0,0,0,9128.09,69570.47,0,0,0,5660.77,0,0,0,0,0,15471.4,44075.11,28005.66,15006.84,21551.47,21027.28,46243.81,35874.12,54240,42583.14,3197.34,9036.75,6380.94,10068.29,7929.99,31346.64,0,3703.92,2068.69,0,0,0,28338.94,0,5634.51,7693.83,7425.09,8441.33,0,0,1723.6,0
,512,512,21,349.054413,9.865,0.852442,[M+H]+,C12 PARENT,IMP,IMP,C10H13N4O8P,-1,0.087429,349.054413,0,0,1098.45,0,0,0,0,244347.94,0,1152613,0,175136.95,1113.41,975.51,1058.98,1142.75,1845.77,958.75,0,0,922.94,857.44,0,4973.16,0,945.65,1198.25,982.81,4261.6,846.94,5870.21,1036.16,0,987.68,0,0,1094.66,921.31,0,0,0,0,995.02,1871.91,1374.66,966.7,0,0,1477.02,18065.44,203357.42,8480.89,412857.59,98179.77,178585.89,277925.25,32416.13,346414.66,37452.44,914939.81,183904.56,359851.5,464561.91,158619
,512,519,15,350.057648,9.838,0.851473,,C13-label-1,IMP,IMP,C10H13N4O8P,-1,0.174357,349.054413,0,0,0,0,0,0,0,25903.77,0,134575.17,0,19962.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.77,802.68,0,0,0,0,0,0,0,935.64,0,1245.56,27790.04,999.29,51916.94,12971.43,21496.45,28593.62,3051.72,45993.58,4753.48,107330.91,26810.91,47956.36,50071.86,17943.75
,512,520,12,351.060181,9.838,0.84616,,C13-label-2,IMP,IMP,C10H13N4O8P,-1,2.520957,349.054413,0,0,0,0,0,0,1206.5,4284.12,0,30225.52,0,2101.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081.23,0,11966.14,3208.25,5409.17,8418.57,929.66,11169.62,905.11,28256,6284.76,12636.99,13828.8,3601.22
,512,521,9,352.064026,9.825,0.841637,,C13-label-3,IMP,IMP,C10H13N4O8P,-1,1.126863,349.054413,0,0,0,0,0,0,0,0,0,9457.46,7443.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,1041.53,0,0,0,0,0,0,0,0,0,0,0,2491.51,0,5449.1,1098.58,3538.94,4349.96,1093.57,4309.86,0,13491.57,1640.86,7976.95,3778.68,951.86
,512,522,6,353.067688,9.829,0.830599,,C13-label-4,IMP,IMP,C10H13N4O8P,-1,0.259306,349.054413,0,0,0,0,0,0,0,0,0,5676.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247.31,0,3463.74,829.97,1283.12,3877.01,0,1696.5,0,12302.73,2487,5682.36,5017.12,0
,512,523,3,354.071442,9.785,0.837542,,C13-label-5,IMP,IMP,C10H13N4O8P,-1,0.861905,349.054413,0,0,0,0,0,0,0,0,0,1375.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582.19,0,0,0,0,0,2183.19,0,0,4886.56,0,0,0,9864.85,0,0,0,1075.01,1169.99,0,1500.33,1071.31,899.94,896.67,0,8493.15,766.61,3068.42,1585.26,0
,524,524,49,269.08786,3.441,0.857969,[M+H]+,C12 PARENT,Inosine,Inosine,C10H12N4O5,-1,0.680467,269.08786,0,0,0,0,0,0,779677,3204003.75,2941693,8248535.5,192463.7,11748360,5851.04,17755.65,5380.75,18473.69,2698.18,14568.57,4792.54,5980.56,8433.55,7304.5,5243.18,2641.7,5279.64,8446.44,10229.6,8329.75,7049.97,5179.78,11228.65,10444.34,549505.31,905720.94,476981.28,541918.94,935702.69,927252.81,2662610.25,3317495,884283.44,1435561,616868.69,3388142,434031.16,444016.62,373140.84,1043720.31,858533.5,917260.69,1951459.88,293194.34,1481001,1342305.62,10726427,316330.72,1751164,2796092.75,4616845.5,4898221.5,1177531.62,400978.62,2038992.5,1354942
,524,532,37,270.091187,3.422,0.856688,,C13-label-1,Inosine,Inosine,C10H12N4O5,-1,0.790929,269.08786,0,0,0,0,0,0,78373.35,350712.59,371660.84,1042399.44,25295.76,1448757.5,0,4188.15,1731.86,1847.85,0,2688.73,0,1835.31,0,0,0,1362.22,0,0,0,0,0,0,0,0,71592.01,129730.85,71059.74,95994.13,110307.79,127011.34,341405.09,462812.28,135210.88,201235.5,91446.72,453401.66,61384.7,62764.96,53718.52,137692.77,123981.59,115921.75,249926.83,33412.29,203077.44,187673.52,1408804.62,45920.63,233499.77,331490.28,576659.81,604064.56,153231.67,48505.04,280824.19,164422.8
,524,533,23,271.094025,3.406,0.849066,,C13-label-2,Inosine,Inosine,C10H12N4O5,-1,2.701719,269.08786,0,0,0,0,0,0,8595.25,38637.42,57585.71,159814.56,0,124681.82,0,0,0,0,0,628.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13599.55,33628.78,17171.23,26573.89,23665.32,34991.99,80560.24,149465.67,34288.21,57530.2,17357.24,96841.95,14347.27,21619.97,17009.83,35430.15,9591.62,13279.54,41116.53,2845.62,38620.79,31193.96,276153.22,9274.79,43170.72,62587.59,101086.02,101918.21,28257.66,10525.8,43719.9,15138.46
,524,534,26,272.097595,3.397,0.852112,,C13-label-3,Inosine,Inosine,C10H12N4O5,-1,1.794505,269.08786,0,0,0,0,0,0,1883.5,5927.02,128148.79,73195.66,30981.18,12352.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18583.16,31266.64,12584.61,18824.33,15851.47,27294.11,55453.94,131643.5,37693.36,55469.05,17935.52,59227.91,14565.46,16732.12,24889.88,33293.57,1301.6,7352.74,27484.6,3340.35,12561.96,12368.61,163956.31,2666.63,23711,35894.19,57017.47,71488.54,9550.54,8364.31,31292.92,0
,524,535,25,273.101288,3.41,0.852294,,C13-label-4,Inosine,Inosine,C10H12N4O5,-1,0.558722,269.08786,0,0,0,0,0,0,0,0,22283.35,49848.46,4163.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12962.55,13571.66,4056.73,11592.26,18226.05,19974.41,51514.69,112175.47,34242.55,41799.56,13209.36,58218.4,8505.06,9789.71,10411.7,35473.35,0,4893.98,17139.73,0,13835.48,6048.66,117860.44,5049.02,19355.24,20075.85,57933.29,53126.18,10181.51,4556.09,24499.11,0
,524,536,10,274.104584,3.409,0.844908,,C13-label-5,Inosine,Inosine,C10H12N4O5,-1,0.779348,269.08786,12200.38,998.86,0,0,0,0,0,0,5754.98,23877.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224.33,10074.36,5849.86,3210.17,3770.06,16149.89,26207.49,71499.94,19025.7,22099.75,5247.81,44989.41,5258.26,6315.39,6219.95,19320.19,0,6344.8,11366.19,0,2887.88,2125.44,63735.44,2460,7882.88,4658.28,48418.19,37901.74,5861.74,3231.21,19153.03,0
,524,537,7,275.108521,3.375,0.841232,,C13-label-6,Inosine,Inosine,C10H12N4O5,-1,1.331153,269.08786,3268.43,3867.09,2715.46,2053.15,0,2342.24,0,0,0,11980.15,0,0,0,0,0,0,0,1140.67,0,1169.22,0,0,1468.33,0,0,0,0,990.37,0,0,0,0,4893.32,2600.97,2784.79,0,2746.45,2795.46,4543.32,19383.94,5459.66,6658.57,0,37001.62,2239.36,2288.24,5791.29,13741.45,991.7,2199.63,8503.48,0,0,2210.88,31269.53,0,0,2789.57,31299.9,20777.13,0,2605.46,15766.03,0
,538,538,58,218.138641,4.407,0.814286,[M+H]+,C12 PARENT,O-Propanoylcarnitine,O-Propanoylcarnitine,C10H19NO4,-1,0.20985,218.138641,24896.19,29275.96,38355.28,31516.9,31765.85,31441.52,11777624,7492008.5,15302728,7603740,4021075.75,4331189.5,128175.75,122514.12,139384.83,120976.65,100821.79,200600.23,120319.07,121898.76,99667.02,114861.01,131547.88,132464.66,121808.34,207498.83,142037.17,172893.67,179786.3,181013.45,224646.7,251130.69,30664150,55870620,5462128.5,7042765.5,9623932,5281026,4270826,15210228,12056181,13981065,1246912.88,9054584,9302357,10265507,9719763,23374874,3211221.25,355386.62,2039372,733993.56,3566289.75,10901228,3951826.75,981534,1640036,2568212.25,6194238.5,11979120,3174106.75,1264657.38,1518320.5,1584952.38
,538,544,51,219.14183,4.418,0.858492,,C13-label-1,O-Propanoylcarnitine,O-Propanoylcarnitine,C10H19NO4,-1,0.974815,218.138641,3027.08,3673.35,6898.75,6262.53,6243.99,2191.73,1322160.88,772516.56,5157612,1715134.62,439372.22,460088.12,13501.66,17804.34,8349.58,22749.83,13727.21,39206.92,22633.55,22835.62,20291.81,20798.9,18978.65,10334.81,14865.32,29555.83,9182.48,25804.44,25804.92,20105.9,17285.23,19926.85,5640126.5,11433848,1372034.88,2833791.25,2840765,2007993.12,1216246,5027034.5,5733361.5,3778722,313434.16,1527923.62,1588359.38,3226525.75,1667349.88,6042532,347380.41,68099.59,645535.19,177680.3,963732.25,2825684,1122538,358367,410447.41,782790.5,1378736,3198210.75,628143.69,312831.09,258137.75,165825.64
,538,545,36,220.14502,4.377,0.856025,,C13-label-2,O-Propanoylcarnitine,O-Propanoylcarnitine,C10H19NO4,-1,1.732808,218.138641,995.69,1041.66,1246.39,1843.92,1340.38,915.74,42365.07,31503.8,2029872.38,403056.75,18351.13,21987.52,3736.2,2837.67,0,2383.04,2723.21,8903.47,1431.56,2382.25,2457.86,2495.49,2481.72,2698.58,1812.98,2098.81,5683.13,3411.79,2766.66,1804.81,0,1971.02,1498451.12,2415577.75,393942.12,1026136.69,982316.44,732688.31,344331.97,1658601.12,2919903.25,1236279.62,109994.85,197920.17,227088.42,1105155.62,223067.45,1398672.38,15600.13,22333.46,237072.95,53802.81,297753.16,618376.06,396276.03,143976,131335.58,265441.09,256262.05,774672.5,100073.51,95553.73,41383.53,3740.88
,538,546,27,221.148575,4.383,0.856123,,C13-label-3,O-Propanoylcarnitine,O-Propanoylcarnitine,C10H19NO4,-1,0.827974,218.138641,0,0,0,0,0,0,0,0,563486.81,95697.91,0,0,0,0,0,0,0,0,2034.54,0,0,0,0,0,0,0,0,0,0,0,0,0,403543.12,467406.47,92620.73,200250.36,252767.89,159112.58,83508.22,373418.53,876526.31,364784.75,39536.91,39232.54,34384.43,249411.64,29440.74,261205.52,0,4774.19,71736.34,16409.05,80613.09,94341.85,111284.84,45245.45,38791.93,52681.54,48180.93,156603.75,9100.49,20497.78,7053.36,0
,538,547,2,222.152802,4.374,0.813575,,C13-label-4,O-Propanoylcarnitine,O-Propanoylcarnitine,C10H19NO4,-1,3.159566,218.138641,0,0,0,0,0,0,0,0,22116.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6993.55,5870.22,0,3224.1,4766.9,0,0,10408.33,16039.49,8897.78,0,0,0,2876.31,0,4277.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,548,548,45,232.154282,3.64,0.804515,[M+H]+,C12 PARENT,O-Butanoylcarnitine,O-Butanoylcarnitine,C11H21NO4,-1,0.262908,232.154282,15416.31,14966.51,15214.62,18027.61,16368.67,18495.31,2832677.75,3352797.75,3005604.75,3157679,3566478.75,7689831.5,29579.81,32828.69,32910.28,31896.83,28940.01,55227.55,27249.05,37181.62,32340.75,27681.32,39927.81,72947.9,24440.06,34324.79,31076.05,31619.17,34819.82,43951.92,53207.66,48225.54,3102839.25,7433321.5,5760706.5,2242253.25,2570397,839770.75,4377897.5,4726556.5,2190698.25,4844526,577102.44,4138183,6148422.5,3660662,6187882,7198896,1663387.62,719470,1353060.88,1691030,4601330.5,1592716.38,3441496.75,455216.62,3486664,1507770,9040979,6008144.5,6201182.5,863269,887149.5,3094597
,548,555,39,233.157562,3.64,0.85737,,C13-label-1,O-Butanoylcarnitine,O-Butanoylcarnitine,C11H21NO4,-1,0.588997,232.154282,1549.64,2053.75,4197.86,2297.56,2464.77,2748.09,350630.22,344803.81,404188.53,364586.91,423076.34,965077.19,5241.44,2896.48,2732.3,2265.03,2055.83,9219.13,2877.08,3100.71,2924.21,2639.7,5420.91,6075.5,3246.39,2957.56,2590.03,2550.4,6383.8,3259.63,7969.03,3323.47,342064.28,1019406.94,713636.75,339189.75,330855.12,137344.81,582911.88,598363.56,366021.84,666833.56,80724.39,469499,714952.56,446175.78,744507.25,910256.5,194422.61,94512.44,165660.73,208522.58,579085.25,205536.3,471099.72,58118.67,414203.75,211247.31,1121749.38,723603.56,749438.06,101176.9,115439.84,351922.22
,548,556,24,234.16037,3.564,0.850529,,C13-label-2,O-Butanoylcarnitine,O-Butanoylcarnitine,C11H21NO4,-1,2.867201,232.154282,0,0,916.64,0,0,0,17712.94,22238.78,106585.63,50903.15,25758.26,59176,0,0,1793.99,0,0,1742.09,0,0,0,0,1011.31,1672.34,1784.41,0,1301.16,0,0,0,0,0,72173.3,219152.73,133822.52,116204.94,83033.8,65653.57,146939.44,166025.33,138132.42,206905.45,29594.99,36528.57,55174.85,37128.46,104529.95,130009.56,7427.27,9307.52,24416.85,27730.44,110445.91,35056.64,99709.59,8422.35,40056.14,59431.99,117331.91,74543.22,71272.01,4565.83,25768.74,22661.45
,548,557,2,235.164093,3.558,0.806742,,C13-label-3,O-Butanoylcarnitine,O-Butanoylcarnitine,C11H21NO4,-1,1.297713,232.154282,943.97,0,0,0,0,0,0,0,74165.28,10009.34,0,0,0,0,0,0,0,1339.61,0,0,0,0,939.54,0,0,0,0,0,0,0,0,0,47545.56,163455.3,85420.54,71828.62,58182.92,53119.21,109262.38,122237,110981.65,158438.38,20798.43,7007.61,5725.84,16518.62,60166.86,72578.98,0,5265.36,10005.85,13482.11,62925.96,11296.67,70809.85,6555.07,36240.83,45674.05,46902.29,51309.52,38686.96,2152.54,2738.5,0
,548,558,6,236.167709,3.521,0.826639,,C13-label-4,O-Butanoylcarnitine,O-Butanoylcarnitine,C11H21NO4,-1,0.19383,232.154282,0,0,0,0,0,0,0,0,12602.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11853.66,55190.67,28157.99,6863.48,9406.03,10535.73,38306.93,46048.8,41909.14,63751.07,5820.76,0,0,7860.06,17520.33,24082.28,0,0,3707.72,0,12716.17,0,12005.75,0,5242.26,10955.2,5746.31,4093.51,7858.98,0,0,0
,559,559,21,127.050369,1.988,0.843901,[M+H]+,C12 PARENT,Thymine,Thymine,C5H6N2O2,-1,1.321105,127.050369,1035.03,1159.88,1352.48,2077.84,0,1583.1,383750.88,65601.73,3341301.25,20044.1,1463908.38,99574.05,2749.77,0,0,0,2556.29,5250.81,0,0,2003.01,2573.85,3048.74,1793.2,2064.93,0,2949.46,2376.05,1520.29,2561.15,2266.15,3083.46,53735.52,71213.77,4945.66,17782.54,18385.12,13265.85,18521.21,19185.23,16098.28,7108.86,8675.44,25401.63,46600.86,6715.48,105288.46,75295.87,16521.61,5059.67,8710.11,3019.48,30520.75,20105,25672.12,2872.52,9722.1,29238.6,3516.26,5267.17,12615.42,2576.09,2211.55,4895.75
,559,563,3,128.053635,2.033,0.852719,,C13-label-1,Thymine,Thymine,C5H6N2O2,-1,0.595797,127.050369,0,0,0,0,0,0,21314.19,0,194271.67,0,86881.97,8073.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773.7,0,0,0,0,0,0,0,0,0,0,0,0,6888.02,0,0,0,0,0,0,0,0,0,0,2053.29,0,0,0,0,0,0
,564,564,29,231.026489,9.635,0.844423,[M+H]+,C12 PARENT,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0.264191,231.026489,0,0,0,0,800.92,0,69219.18,77052.52,20156.52,44793.9,46948.79,16998.81,0,0,0,0,0,0,0,0,0,0,0,0,0,800.96,0,0,0,0,0,0,2325.75,1079.35,4207.13,0,6612.07,4191.78,18541.87,927.1,5264.13,6505.95,2862.61,8498.11,5710.84,0,15368.08,7505.58,38452.91,11602.42,13115.43,2334.43,17595.28,8530.9,28591.31,5006.7,16254.72,24211.94,24166.28,30076.32,14254.6,11805.69,19038.41,48198.97
,564,570,18,232.030045,9.652,0.84397,,C13-label-1,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,1.117957,231.026489,728.54,0,951.18,2257.86,819.82,1193.25,3182.52,5462.41,13724.24,9035.87,1678.6,1017.89,729.47,0,0,890.65,801.47,0,777.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.12,861.95,4271.06,973.17,4512.65,3258,5123.95,1048.33,2753.63,2945.54,789.53,1965.67,2161.67,996.14,6658.19,2192.59,1500.22,3461.05,5605.35,1119.73,4976.52,3351.32,8619.64,2633.56,5631.79,5611.2,8452.98,13420.16,6280.98,2900,2600.47,2562.28
,564,571,17,233.033142,9.609,0.841927,,C13-label-2,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0,231.026489,0,0,0,0,868.27,0,0,0,16019.09,6583.85,0,0,0,787.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254.01,1292.22,1719.52,1195.83,6942.65,2320.02,5594.61,2233.03,2731.29,4539,701.87,0,0,0,2949.33,2407.02,0,934.05,5515.02,986.85,3674.43,2579.84,8749.69,1156.49,4729.98,7111.39,6151.73,12064.8,3345.38,3575.74,3392.58,0
,564,572,15,234.03656,9.63,0.843129,,C13-label-3,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0.260793,231.026489,0,1678.99,0,0,0,0,0,1342.06,14908.98,6407.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.8,0,1689.38,885.16,5660.9,2013.12,5121.44,3280.75,3556.3,3691.63,0,0,0,0,2034.8,953.42,0,952.15,4757.08,807.12,5444.99,2513.14,11456.16,1272.9,4507.61,6736.04,6285.92,8845.42,1419.55,1294.32,1432.73,936.47
,564,573,9,235.039948,9.62,0.842515,,C13-label-4,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0.38952,231.026489,0,0,0,0,0,0,0,0,9826.54,2107.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048.77,1059.46,0,0,0,2822.26,2025.44,2709.61,939.53,2693.37,1953.62,0,0,0,0,0,0,0,833.61,3181.42,0,1540.31,0,6424.52,756.43,1459.85,2989.74,3017.64,6433.82,0,2135.49,1327.95,0
