"","sample_id","Light_Value","micromol.L.s","grouping.id","Species","Run","Chamber.Vol.L","Temp.Cat"
"292","POC-R1","143",-0.00292695652173909,"POC-R1-143","Pocillopora","Run2",0.192,27.8
"293","POC-R1","206",0.00286756302521007,"POC-R1-206","Pocillopora","Run2",0.192,27.8
"294","POC-R1","29",-0.00904290689149517,"POC-R1-29","Pocillopora","Run2",0.192,27.8
"295","POC-R1","317",0.00180152642521063,"POC-R1-317","Pocillopora","Run2",0.192,27.8
"296","POC-R1","514",0.00846550420168057,"POC-R1-514","Pocillopora","Run2",0.192,27.8
"297","POC-R1","700",0.00319789725305887,"POC-R1-700","Pocillopora","Run2",0.192,27.8
"298","POC-R1","79",-0.00369051948051942,"POC-R1-79","Pocillopora","Run2",0.192,27.8
"299","POC-R1","846",0.00198353846153861,"POC-R1-846","Pocillopora","Run2",0.192,27.8
"300","POC-R1","9",-0.00352157635467993,"POC-R1-9","Pocillopora","Run2",0.192,27.8
"301","POC-R10","0",0.000441897233201705,"POC-R10-0","Porites","Run1",0.185,27.8
"302","POC-R10","143",-0.00287470674486785,"POC-R10-143","Porites","Run1",0.185,27.8
"303","POC-R10","206",0.00262359649122823,"POC-R10-206","Porites","Run1",0.185,27.8
"304","POC-R10","29",-0.00613030218933066,"POC-R10-29","Porites","Run1",0.185,27.8
"305","POC-R10","317",-0.0035098695405561,"POC-R10-317","Porites","Run1",0.185,27.8
"306","POC-R10","514",-0.000564285714285769,"POC-R10-514","Porites","Run1",0.185,27.8
"307","POC-R10","700",-0.00201746305418729,"POC-R10-700","Porites","Run1",0.185,27.8
"308","POC-R10","79",-0.0032935434782612,"POC-R10-79","Porites","Run1",0.185,27.8
"309","POC-R10","846",-0.0017738598442713,"POC-R10-846","Porites","Run1",0.185,27.8
"310","POC-R10","9",-0.00480754347826101,"POC-R10-9","Porites","Run1",0.185,27.8
"311","POC-R2","0",-0.0117114425770307,"POC-R2-0","Pocillopora","Run2",0.178,27.8
"312","POC-R2","143",-0.00214340170940181,"POC-R2-143","Pocillopora","Run2",0.178,27.8
"313","POC-R2","206",0.00527883064516148,"POC-R2-206","Pocillopora","Run2",0.178,27.8
"314","POC-R2","29",-0.00973352490421433,"POC-R2-29","Pocillopora","Run2",0.178,27.8
"315","POC-R2","317",0.00587863039399616,"POC-R2-317","Pocillopora","Run2",0.178,27.8
"316","POC-R2","514",0.0145101304347834,"POC-R2-514","Pocillopora","Run2",0.178,27.8
"317","POC-R2","700",0.011050465926586,"POC-R2-700","Pocillopora","Run2",0.178,27.8
"318","POC-R2","79",-0.0010710294117648,"POC-R2-79","Pocillopora","Run2",0.178,27.8
"319","POC-R2","846",0.0101075824175821,"POC-R2-846","Pocillopora","Run2",0.178,27.8
"320","POC-R2","9",-0.010799642857142,"POC-R2-9","Pocillopora","Run2",0.178,27.8
"321","POC-R3","0",-0.00557515045409788,"POC-R3-0","Pocillopora","Run2",0.195,27.8
"322","POC-R3","143",-0.00398410852713179,"POC-R3-143","Pocillopora","Run2",0.195,27.8
"323","POC-R3","206",0.00169808823529404,"POC-R3-206","Pocillopora","Run2",0.195,27.8
"324","POC-R3","29",-0.00672387651821862,"POC-R3-29","Pocillopora","Run2",0.195,27.8
"325","POC-R3","317",-0.00191144927536242,"POC-R3-317","Pocillopora","Run2",0.195,27.8
"326","POC-R3","514",-0.00201919230769251,"POC-R3-514","Pocillopora","Run2",0.195,27.8
"327","POC-R3","700",-0.000849489076814627,"POC-R3-700","Pocillopora","Run2",0.195,27.8
"328","POC-R3","79",-0.00212233201581028,"POC-R3-79","Pocillopora","Run2",0.195,27.8
"329","POC-R3","846",-0.00107391899288449,"POC-R3-846","Pocillopora","Run2",0.195,27.8
"330","POC-R3","9",-0.00611582608695692,"POC-R3-9","Pocillopora","Run2",0.195,27.8
"331","POC-R4","0",-0.0060764822134388,"POC-R4-0","Pocillopora","Run3",0.196,27.8
"332","POC-R4","143",-0.00645641651031893,"POC-R4-143","Pocillopora","Run3",0.196,27.8
"333","POC-R4","206",-0.00227833880678683,"POC-R4-206","Pocillopora","Run3",0.196,27.8
"334","POC-R4","29",-0.00208675324675367,"POC-R4-29","Pocillopora","Run3",0.196,27.8
"335","POC-R4","317",-0.00321458890374351,"POC-R4-317","Pocillopora","Run3",0.196,27.8
"336","POC-R4","514",-0.000344433497536914,"POC-R4-514","Pocillopora","Run3",0.196,27.8
"337","POC-R4","700",0.000414835164835193,"POC-R4-700","Pocillopora","Run3",0.196,27.8
"338","POC-R4","79",-0.00531688259109296,"POC-R4-79","Pocillopora","Run3",0.196,27.8
"339","POC-R4","846",0.00378167521367525,"POC-R4-846","Pocillopora","Run3",0.196,27.8
"340","POC-R4","9",-0.00410948717948721,"POC-R4-9","Pocillopora","Run3",0.196,27.8
"341","POC-R5","0",-0.00146875000000004,"POC-R5-0","Pocillopora","Run1",0.194,27.8
"342","POC-R5","143",-0.000338704318936888,"POC-R5-143","Pocillopora","Run1",0.194,27.8
"343","POC-R5","206",0.00390264705882344,"POC-R5-206","Pocillopora","Run1",0.194,27.8
"344","POC-R5","29",-0.00512520905923347,"POC-R5-29","Pocillopora","Run1",0.194,27.8
"345","POC-R5","317",0.000942335928809978,"POC-R5-317","Pocillopora","Run1",0.194,27.8
"346","POC-R5","514",0.00534957661290335,"POC-R5-514","Pocillopora","Run1",0.194,27.8
"347","POC-R5","700",0.0026307082551595,"POC-R5-700","Pocillopora","Run1",0.194,27.8
"348","POC-R5","79",-0.000911456521739293,"POC-R5-79","Pocillopora","Run1",0.194,27.8
"349","POC-R5","846",0.00265284313725492,"POC-R5-846","Pocillopora","Run1",0.194,27.8
"350","POC-R5","9",-0.00491285764622974,"POC-R5-9","Pocillopora","Run1",0.194,27.8
"351","POC-R6","0",-0.00762854406130284,"POC-R6-0","Pocillopora","Run3",0.193,27.8
"352","POC-R6","143",-0.00746764705882375,"POC-R6-143","Pocillopora","Run3",0.193,27.8
"353","POC-R6","206",-0.00237655844155825,"POC-R6-206","Pocillopora","Run3",0.193,27.8
"354","POC-R6","29",-0.00827373626373673,"POC-R6-29","Pocillopora","Run3",0.193,27.8
"355","POC-R6","317",-0.00300764102564106,"POC-R6-317","Pocillopora","Run3",0.193,27.8
"356","POC-R6","514",0.00315667487684715,"POC-R6-514","Pocillopora","Run3",0.193,27.8
"357","POC-R6","700",0.00551445378151269,"POC-R6-700","Pocillopora","Run3",0.193,27.8
"358","POC-R6","79",-0.00926570564516123,"POC-R6-79","Pocillopora","Run3",0.193,27.8
"359","POC-R6","846",0.0088637499999999,"POC-R6-846","Pocillopora","Run3",0.193,27.8
"360","POC-R6","9",-0.00655367391304376,"POC-R6-9","Pocillopora","Run3",0.193,27.8
"361","POC-R7","0",-0.0091326785714286,"POC-R7-0","Porites","Run1",0.18,27.8
"362","POC-R7","143",0.00211969565217393,"POC-R7-143","Porites","Run1",0.18,27.8
"363","POC-R7","206",0.00759507518796992,"POC-R7-206","Porites","Run1",0.18,27.8
"364","POC-R7","29",-0.00751804655870426,"POC-R7-29","Porites","Run1",0.18,27.8
"365","POC-R7","317",0.0058893724696355,"POC-R7-317","Porites","Run1",0.18,27.8
"366","POC-R7","514",0.00910659340659333,"POC-R7-514","Porites","Run1",0.18,27.8
"367","POC-R7","700",0.00814138563049828,"POC-R7-700","Porites","Run1",0.18,27.8
"368","POC-R7","79",-0.00155914066776113,"POC-R7-79","Porites","Run1",0.18,27.8
"369","POC-R7","846",0.00798547274749731,"POC-R7-846","Porites","Run1",0.18,27.8
"370","POC-R7","9",-0.00934999999999996,"POC-R7-9","Porites","Run1",0.18,27.8
"371","POC-R8","0",-0.0206032287449386,"POC-R8-0","Pocillopora","Run1",0.179,27.8
"372","POC-R8","143",0.00620017823639776,"POC-R8-143","Pocillopora","Run1",0.179,27.8
"373","POC-R8","206",0.0143597435897435,"POC-R8-206","Pocillopora","Run1",0.179,27.8
"374","POC-R8","29",-0.0143236530612245,"POC-R8-29","Pocillopora","Run1",0.179,27.8
"375","POC-R8","317",0.0189919129720857,"POC-R8-317","Pocillopora","Run1",0.179,27.8
"376","POC-R8","514",0.026888442389758,"POC-R8-514","Pocillopora","Run1",0.179,27.8
"377","POC-R8","700",0.022305102960103,"POC-R8-700","Pocillopora","Run1",0.179,27.8
"378","POC-R8","79",-0.00269923527597893,"POC-R8-79","Pocillopora","Run1",0.179,27.8
"379","POC-R8","846",0.0206299894660082,"POC-R8-846","Pocillopora","Run1",0.179,27.8
"380","POC-R8","9",-0.0190144552139042,"POC-R8-9","Pocillopora","Run1",0.179,27.8
"381","POC-R9","0",0.0011283247863247,"POC-R9-0","Pocillopora","Run1",0.186,27.8
"382","POC-R9","143",-0.00203860887096784,"POC-R9-143","Pocillopora","Run1",0.186,27.8
"383","POC-R9","206",0.00259131578947371,"POC-R9-206","Pocillopora","Run1",0.186,27.8
"384","POC-R9","29",-0.0042953093964858,"POC-R9-29","Pocillopora","Run1",0.186,27.8
"385","POC-R9","317",-0.00367887096774214,"POC-R9-317","Pocillopora","Run1",0.186,27.8
"386","POC-R9","514",-0.000858064516128954,"POC-R9-514","Pocillopora","Run1",0.186,27.8
"387","POC-R9","700",-0.00230761133603242,"POC-R9-700","Pocillopora","Run1",0.186,27.8
"388","POC-R9","79",-0.00100894428152469,"POC-R9-79","Pocillopora","Run1",0.186,27.8
"389","POC-R9","846",-0.0020279977753059,"POC-R9-846","Pocillopora","Run1",0.186,27.8
"390","POC-R9","9",-0.00351163970907518,"POC-R9-9","Pocillopora","Run1",0.186,27.8
"391","POR-A1","0",-0.0202718181818182,"POR-A1-0","Porites","Run1",0.177,27.8
"392","POR-A1","143",0.00241640183346074,"POR-A1-143","Porites","Run1",0.177,27.8
"393","POR-A1","206",0.00983137351778667,"POR-A1-206","Porites","Run1",0.177,27.8
"394","POR-A1","29",-0.017294973867596,"POR-A1-29","Porites","Run1",0.177,27.8
"395","POR-A1","317",0.0174755726495731,"POR-A1-317","Porites","Run1",0.177,27.8
"396","POR-A1","514",0.0268413793103443,"POR-A1-514","Porites","Run1",0.177,27.8
"397","POR-A1","700",0.0262031034482759,"POR-A1-700","Porites","Run1",0.177,27.8
"398","POR-A1","79",-0.00728238095238099,"POR-A1-79","Porites","Run1",0.177,27.8
"399","POR-A1","846",0.0238351343101351,"POR-A1-846","Porites","Run1",0.177,27.8
"400","POR-A1","9",-0.0218022283272279,"POR-A1-9","Porites","Run1",0.177,27.8
"401","POR-A2","0",-0.0295627177700351,"POR-A2-0","Porites","Run2",0.172,27.8
"402","POR-A2","143",0.00864180769230839,"POR-A2-143","Porites","Run2",0.172,27.8
"403","POR-A2","206",0.0189695652173899,"POR-A2-206","Porites","Run2",0.172,27.8
"404","POR-A2","29",-0.0156245205057044,"POR-A2-29","Porites","Run2",0.172,27.8
"405","POR-A2","317",0.0263886108597282,"POR-A2-317","Porites","Run2",0.172,27.8
"406","POR-A2","514",0.0376064035087685,"POR-A2-514","Porites","Run2",0.172,27.8
"407","POR-A2","700",0.0342558478260883,"POR-A2-700","Porites","Run2",0.172,27.8
"408","POR-A2","79",-0.00268498023715421,"POR-A2-79","Porites","Run2",0.172,27.8
"409","POR-A2","846",0.0276228947368426,"POR-A2-846","Porites","Run2",0.172,27.8
"410","POR-A2","9",-0.0263782142857117,"POR-A2-9","Porites","Run2",0.172,27.8
"411","POR-A3","0",-0.0224420940170941,"POR-A3-0","Porites","Run2",0.184,27.8
"412","POR-A3","143",0.00739063537221429,"POR-A3-143","Porites","Run2",0.184,27.8
"413","POR-A3","206",0.0194599378881981,"POR-A3-206","Porites","Run2",0.184,27.8
"414","POR-A3","29",-0.0134985171379954,"POR-A3-29","Porites","Run2",0.184,27.8
"415","POR-A3","317",0.0182792646897914,"POR-A3-317","Porites","Run2",0.184,27.8
"416","POR-A3","514",0.0258068382352942,"POR-A3-514","Porites","Run2",0.184,27.8
"417","POR-A3","700",0.0219948846153866,"POR-A3-700","Porites","Run2",0.184,27.8
"418","POR-A3","79",-0.00154752747252759,"POR-A3-79","Porites","Run2",0.184,27.8
"419","POR-A3","846",0.0216401185770755,"POR-A3-846","Porites","Run2",0.184,27.8
"420","POR-A3","9",-0.0138852255639092,"POR-A3-9","Porites","Run2",0.184,27.8
"421","POR-A4","0",-0.0343513157894721,"POR-A4-0","Porites","Run1",0.167,27.8
"422","POR-A4","143",0.00930079051383332,"POR-A4-143","Porites","Run1",0.167,27.8
"423","POR-A4","206",0.019867761357417,"POR-A4-206","Porites","Run1",0.167,27.8
"424","POR-A4","29",-0.0212507223942209,"POR-A4-29","Porites","Run1",0.167,27.8
"425","POR-A4","317",0.0265679782608701,"POR-A4-317","Porites","Run1",0.167,27.8
"426","POR-A4","514",0.0332760630498518,"POR-A4-514","Porites","Run1",0.167,27.8
"427","POR-A4","700",0.0289582706766913,"POR-A4-700","Porites","Run1",0.167,27.8
"428","POR-A4","79",-0.00654291819291829,"POR-A4-79","Porites","Run1",0.167,27.8
"429","POR-A4","846",0.0259176386913232,"POR-A4-846","Porites","Run1",0.167,27.8
"430","POR-A4","9",-0.0315771804511281,"POR-A4-9","Porites","Run1",0.167,27.8
"431","POR-A5","0",-0.00586062271062256,"POR-A5-0","Pocillopora","Run1",0.176,27.8
"432","POR-A5","143",0.00263163865546219,"POR-A5-143","Pocillopora","Run1",0.176,27.8
"433","POR-A5","206",0.00302781954887243,"POR-A5-206","Pocillopora","Run1",0.176,27.8
"434","POR-A5","29",-0.00815894088669958,"POR-A5-29","Pocillopora","Run1",0.176,27.8
"435","POR-A5","317",0.00126694581280783,"POR-A5-317","Pocillopora","Run1",0.176,27.8
"436","POR-A5","514",0.0031038183694532,"POR-A5-514","Pocillopora","Run1",0.176,27.8
"437","POR-A5","700",0.00185656785243732,"POR-A5-700","Pocillopora","Run1",0.176,27.8
"438","POR-A5","79",-0.00100034482758605,"POR-A5-79","Pocillopora","Run1",0.176,27.8
"439","POR-A5","846",0.001742943548387,"POR-A5-846","Pocillopora","Run1",0.176,27.8
"440","POR-A5","9",-0.0106331049465243,"POR-A5-9","Pocillopora","Run1",0.176,27.8
"441","POR-R1","0",-0.00836373626373628,"POR-R1-0","Porites","Run2",0.191,27.8
"442","POR-R1","143",-0.000904769230769149,"POR-R1-143","Porites","Run2",0.191,27.8
"443","POR-R1","206",0.0058824395161289,"POR-R1-206","Porites","Run2",0.191,27.8
"444","POR-R1","29",-0.00674534482758616,"POR-R1-29","Porites","Run2",0.191,27.8
"445","POR-R1","317",0.00243435006435009,"POR-R1-317","Porites","Run2",0.191,27.8
"446","POR-R1","514",0.0072691950464395,"POR-R1-514","Porites","Run2",0.191,27.8
"447","POR-R1","700",0.00362822427690858,"POR-R1-700","Porites","Run2",0.191,27.8
"448","POR-R1","79",0.00136876923076927,"POR-R1-79","Porites","Run2",0.191,27.8
"449","POR-R1","846",0.00322791497975704,"POR-R1-846","Porites","Run2",0.191,27.8
"450","POR-R1","9",-0.0075414705882353,"POR-R1-9","Porites","Run2",0.191,27.8
"451","POR-R10","0",-0.0102624596774196,"POR-R10-0","Pocillopora","Run3",0.195,27.8
"452","POR-R10","143",-0.0112911067193677,"POR-R10-143","Pocillopora","Run3",0.195,27.8
"453","POR-R10","206",-0.00390250305250311,"POR-R10-206","Pocillopora","Run3",0.195,27.8
"454","POR-R10","29",-0.00616227272727191,"POR-R10-29","Pocillopora","Run3",0.195,27.8
"455","POR-R10","317",-0.00456466885604813,"POR-R10-317","Pocillopora","Run3",0.195,27.8
"456","POR-R10","514",0.00317273076923082,"POR-R10-514","Pocillopora","Run3",0.195,27.8
"457","POR-R10","700",0.00253980021994134,"POR-R10-700","Pocillopora","Run3",0.195,27.8
"458","POR-R10","79",-0.00977020387700539,"POR-R10-79","Pocillopora","Run3",0.195,27.8
"459","POR-R10","846",0.00614319548872187,"POR-R10-846","Pocillopora","Run3",0.195,27.8
"460","POR-R10","9",-0.0091506766917291,"POR-R10-9","Pocillopora","Run3",0.195,27.8
"461","POR-R2","0",-0.018651269230771,"POR-R2-0","Porites","Run2",0.182,27.8
"462","POR-R2","143",0.00238106275303648,"POR-R2-143","Porites","Run2",0.182,27.8
"463","POR-R2","206",0.01115854743083,"POR-R2-206","Porites","Run2",0.182,27.8
"464","POR-R2","29",-0.0136566637630663,"POR-R2-29","Porites","Run2",0.182,27.8
"465","POR-R2","317",0.0152257508479805,"POR-R2-317","Porites","Run2",0.182,27.8
"466","POR-R2","514",0.0187704850361202,"POR-R2-514","Porites","Run2",0.182,27.8
"467","POR-R2","700",0.0174717770034846,"POR-R2-700","Porites","Run2",0.182,27.8
"468","POR-R2","79",-0.000473695652174205,"POR-R2-79","Porites","Run2",0.182,27.8
"469","POR-R2","846",0.013072513368984,"POR-R2-846","Porites","Run2",0.182,27.8
"470","POR-R2","9",-0.0175607017543854,"POR-R2-9","Porites","Run2",0.182,27.8
"471","POR-R3","0",-0.000926988636363645,"POR-R3-0","Porites","Run1",0.194,27.8
"472","POR-R3","143",0.00104490231990221,"POR-R3-143","Porites","Run1",0.194,27.8
"473","POR-R3","206",0.00156897233201563,"POR-R3-206","Porites","Run1",0.194,27.8
"474","POR-R3","29",-0.00490491436100134,"POR-R3-29","Porites","Run1",0.194,27.8
"475","POR-R3","317",-0.000246754032258257,"POR-R3-317","Porites","Run1",0.194,27.8
"476","POR-R3","514",0.00510017391304352,"POR-R3-514","Porites","Run1",0.194,27.8
"477","POR-R3","700",0.00160405466626395,"POR-R3-700","Porites","Run1",0.194,27.8
"478","POR-R3","79",-0.000727135306553926,"POR-R3-79","Porites","Run1",0.194,27.8
"479","POR-R3","846",0.000964121510673346,"POR-R3-846","Porites","Run1",0.194,27.8
"480","POR-R3","9",-0.00512255702280915,"POR-R3-9","Porites","Run1",0.194,27.8
"481","POR-R4","0",-0.00834638487207997,"POR-R4-0","Porites","Run2",0.18,27.8
"482","POR-R4","143",-4.55469755469966e-05,"POR-R4-143","Porites","Run2",0.18,27.8
"483","POR-R4","206",0.00625788654060042,"POR-R4-206","Porites","Run2",0.18,27.8
"484","POR-R4","29",-0.00700303088803085,"POR-R4-29","Porites","Run2",0.18,27.8
"485","POR-R4","317",0.00197348777348777,"POR-R4-317","Porites","Run2",0.18,27.8
"486","POR-R4","514",0.00220573870573873,"POR-R4-514","Porites","Run2",0.18,27.8
"487","POR-R4","700",0.0030411822660099,"POR-R4-700","Porites","Run2",0.18,27.8
"488","POR-R4","79",0.00102226512226513,"POR-R4-79","Porites","Run2",0.18,27.8
"489","POR-R4","846",0.00307508021390381,"POR-R4-846","Porites","Run2",0.18,27.8
"490","POR-R4","9",-0.00827763157894669,"POR-R4-9","Porites","Run2",0.18,27.8
"491","POR-R5","0",-0.00955177865612674,"POR-R5-0","Porites","Run3",0.194,27.8
"492","POR-R5","143",-0.00966844919786131,"POR-R5-143","Porites","Run3",0.194,27.8
"493","POR-R5","206",-0.00425215574866322,"POR-R5-206","Porites","Run3",0.194,27.8
"494","POR-R5","29",-0.00495838235294109,"POR-R5-29","Porites","Run3",0.194,27.8
"495","POR-R5","317",-0.00434941558441555,"POR-R5-317","Porites","Run3",0.194,27.8
"496","POR-R5","514",0.001457324929972,"POR-R5-514","Porites","Run3",0.194,27.8
"497","POR-R5","700",0.0041785994397759,"POR-R5-700","Porites","Run3",0.194,27.8
"498","POR-R5","79",-0.0097251403021892,"POR-R5-79","Porites","Run3",0.194,27.8
"499","POR-R5","846",0.00725863858363855,"POR-R5-846","Porites","Run3",0.194,27.8
"500","POR-R5","9",-0.0085902315076222,"POR-R5-9","Porites","Run3",0.194,27.8
"501","POR-R6","0",-0.00720940146809699,"POR-R6-0","Porites","Run3",0.196,27.8
"502","POR-R6","143",0.00574298418972327,"POR-R6-143","Porites","Run3",0.196,27.8
"503","POR-R6","206",0.00384768907563033,"POR-R6-206","Porites","Run3",0.196,27.8
"504","POR-R6","29",-0.00257643478260877,"POR-R6-29","Porites","Run3",0.196,27.8
"505","POR-R6","317",0.00629671739130472,"POR-R6-317","Porites","Run3",0.196,27.8
"506","POR-R6","514",0.00938875506072888,"POR-R6-514","Porites","Run3",0.196,27.8
"507","POR-R6","700",0.00873552969208172,"POR-R6-700","Porites","Run3",0.196,27.8
"508","POR-R6","79",-0.00333537702607478,"POR-R6-79","Porites","Run3",0.196,27.8
"509","POR-R6","846",0.0162815006684492,"POR-R6-846","Porites","Run3",0.196,27.8
"510","POR-R6","9",-0.0097765000000007,"POR-R6-9","Porites","Run3",0.196,27.8
"511","POR-R7","0",-0.00433938452851493,"POR-R7-0","Pocillopora","Run3",0.201,27.8
"512","POR-R7","143",0.0034990598290597,"POR-R7-143","Pocillopora","Run3",0.201,27.8
"513","POR-R7","206",-0.0012731282051282,"POR-R7-206","Pocillopora","Run3",0.201,27.8
"514","POR-R7","29",-0.00143883689839571,"POR-R7-29","Pocillopora","Run3",0.201,27.8
"515","POR-R7","317",0.000198043240284763,"POR-R7-317","Pocillopora","Run3",0.201,27.8
"516","POR-R7","514",0.00235830404889236,"POR-R7-514","Pocillopora","Run3",0.201,27.8
"517","POR-R7","700",0.00209988795518204,"POR-R7-700","Pocillopora","Run3",0.201,27.8
"518","POR-R7","79",-0.00415327782917035,"POR-R7-79","Pocillopora","Run3",0.201,27.8
"519","POR-R7","846",0.00872673076923144,"POR-R7-846","Pocillopora","Run3",0.201,27.8
"520","POR-R7","9",-0.00755773452157581,"POR-R7-9","Pocillopora","Run3",0.201,27.8
"521","POR-R8","0",-0.00457149926686202,"POR-R8-0","Porites","Run3",0.194,27.8
"522","POR-R8","143",0.00475993788819879,"POR-R8-143","Porites","Run3",0.194,27.8
"523","POR-R8","206",0.000250178571428543,"POR-R8-206","Porites","Run3",0.194,27.8
"524","POR-R8","29",-0.000151702786377733,"POR-R8-29","Porites","Run3",0.194,27.8
"525","POR-R8","317",0.00131858974358976,"POR-R8-317","Porites","Run3",0.194,27.8
"526","POR-R8","514",0.00309890243902434,"POR-R8-514","Porites","Run3",0.194,27.8
"527","POR-R8","700",0.00197162668258791,"POR-R8-700","Porites","Run3",0.194,27.8
"528","POR-R8","79",-0.00283110837438424,"POR-R8-79","Porites","Run3",0.194,27.8
"529","POR-R8","846",0.00812515262515265,"POR-R8-846","Porites","Run3",0.194,27.8
"530","POR-R8","9",-0.00653241956241953,"POR-R8-9","Porites","Run3",0.194,27.8
"531","POR-R9","0",-0.00584878151260488,"POR-R9-0","Porites","Run3",0.194,27.8
"532","POR-R9","143",-0.00533021444281532,"POR-R9-143","Porites","Run3",0.194,27.8
"533","POR-R9","206",-0.00323482758620698,"POR-R9-206","Porites","Run3",0.194,27.8
"534","POR-R9","29",-0.000175490196078729,"POR-R9-29","Porites","Run3",0.194,27.8
"535","POR-R9","317",-0.00338755060728737,"POR-R9-317","Porites","Run3",0.194,27.8
"536","POR-R9","514",-0.0051064586754237,"POR-R9-514","Porites","Run3",0.194,27.8
"537","POR-R9","700",-0.00213108374384247,"POR-R9-700","Porites","Run3",0.194,27.8
"538","POR-R9","79",-0.00411852060982455,"POR-R9-79","Porites","Run3",0.194,27.8
"539","POR-R9","846",0.00303676470588257,"POR-R9-846","Porites","Run3",0.194,27.8
"540","POR-R9","9",-0.00692193675889246,"POR-R9-9","Porites","Run3",0.194,27.8
