"","Species","Lifestage","sample_id","Light_Value.x","Temp.Cat.x","Run.x","micromol.cm2.s","micromol.cm2.h"
"1","Acropora","Adult","ACR-A10",0,30,"Run3",-0.000130842649907728,-0.47103353966782
"2","Acropora","Adult","ACR-A10",550,30,"Run3",0.000282295557562245,1.01626400722408
"3","Acropora","Adult","ACR-A11",0,30,"Run4",-0.000141502675745275,-0.50940963268299
"4","Acropora","Adult","ACR-A11",550,30,"Run4",0.000115969446895536,0.41749000882393
"5","Acropora","Adult","ACR-A12",0,27,"Run6",-0.000237948124155846,-0.856613246961047
"6","Acropora","Adult","ACR-A12",550,27,"Run6",0.00038636584166845,1.39091703000642
"7","Acropora","Adult","ACR-A13",0,33,"Run5",-0.000136465814957693,-0.491276933847697
"8","Acropora","Adult","ACR-A13",550,33,"Run5",0.000434095051557784,1.56274218560802
"9","Acropora","Adult","ACR-A14",0,27,"Run2",-0.000162550975838832,-0.585183513019796
"10","Acropora","Adult","ACR-A14",550,27,"Run2",0.000281677925370263,1.01404053133295
"11","Acropora","Adult","ACR-A15",0,30,"Run3",-0.000174054199798362,-0.626595119274102
"12","Acropora","Adult","ACR-A15",550,30,"Run3",0.000290134511443652,1.04448424119715
"13","Acropora","Adult","ACR-A16",0,27,"Run2",-0.000214472308129272,-0.77210030926538
"14","Acropora","Adult","ACR-A16",550,27,"Run2",0.000272554791571373,0.981197249656944
"15","Acropora","Adult","ACR-A17",0,33,"Run5",-0.000190934689073678,-0.687364880665241
"16","Acropora","Adult","ACR-A17",550,33,"Run5",0.000316506696363443,1.13942410690839
"17","Acropora","Adult","ACR-A6",0,33,"Run1",-0.000140372297840501,-0.505340272225805
"18","Acropora","Adult","ACR-A6",550,33,"Run1",0.000333198001386556,1.1995128049916
"19","Acropora","Adult","ACR-A7",0,30,"Run4",-0.000183640110024853,-0.66110439608947
"20","Acropora","Adult","ACR-A7",550,30,"Run4",0.000295616486899246,1.06421935283728
"21","Acropora","Adult","ACR-A8",0,27,"Run6",-0.000117102416397402,-0.421568699030646
"22","Acropora","Adult","ACR-A8",550,27,"Run6",0.000369958389759284,1.33185020313342
"23","Acropora","Adult","ACR-A9",0,33,"Run1",-8.21148366210123e-05,-0.295613411835644
"24","Acropora","Adult","ACR-A9",550,33,"Run1",0.000134651372871604,0.484744942337773
"25","Acropora","Recruit","ACR-R11",0,27,"Run2",-0.000137502446630684,-0.495008807870462
"26","Acropora","Recruit","ACR-R11",550,27,"Run2",0.000336992368489666,1.2131725265628
"27","Acropora","Recruit","ACR-R12",0,33,"Run1",-5.07936737293746e-05,-0.182857225425748
"28","Acropora","Recruit","ACR-R12",550,33,"Run1",0.000294326987596506,1.05957715534742
"29","Acropora","Recruit","ACR-R13",0,33,"Run1",-0.000152839033643754,-0.550220521117515
"30","Acropora","Recruit","ACR-R13",550,33,"Run1",0.000368882099087265,1.32797555671415
"31","Acropora","Recruit","ACR-R14",0,30,"Run3",-0.000163530138463245,-0.58870849846768
"32","Acropora","Recruit","ACR-R14",550,30,"Run3",0.000280174047825775,1.00862657217279
"33","Acropora","Recruit","ACR-R15",0,33,"Run5",-8.07227186385435e-05,-0.290601787098757
"34","Acropora","Recruit","ACR-R15",550,33,"Run5",0.000267187930233921,0.961876548842116
"35","Acropora","Recruit","ACR-R16",0,33,"Run1",-1.55916183697986e-05,-0.0561298261312748
"36","Acropora","Recruit","ACR-R16",550,33,"Run1",0.000465914501633885,1.67729220588199
"37","Acropora","Recruit","ACR-R17",0,27,"Run6",-0.000149809042670412,-0.539312553613484
"38","Acropora","Recruit","ACR-R17",550,27,"Run6",0.000342139776580882,1.23170319569118
"39","Acropora","Recruit","ACR-R18",0,30,"Run3",-0.000191183631677143,-0.688261074037716
"40","Acropora","Recruit","ACR-R18",550,30,"Run3",0.000254993074280645,0.917975067410322
"41","Acropora","Recruit","ACR-R19",0,33,"Run5",-0.000143017021468859,-0.514861277287892
"42","Acropora","Recruit","ACR-R19",550,33,"Run5",0.000281923289085377,1.01492384070736
"43","Acropora","Recruit","ACR-R22",0,30,"Run4",-0.000236891570739328,-0.852809654661581
"44","Acropora","Recruit","ACR-R22",550,30,"Run4",0.000388226369759741,1.39761493113507
"45","Acropora","Recruit","ACR-R23",0,27,"Run2",-0.000239039504547283,-0.860542216370218
"46","Acropora","Recruit","ACR-R23",550,27,"Run2",0.000388835091071998,1.39980632785919
"47","Acropora","Recruit","ACR-R24",0,27,"Run6",-0.000135788413688773,-0.488838289279584
"48","Acropora","Recruit","ACR-R24",550,27,"Run6",0.000359993829142797,1.29597778491407
"49","Acropora","Recruit","ACR-R25",0,30,"Run4",-0.000220272825646743,-0.792982172328274
"50","Acropora","Recruit","ACR-R25",550,30,"Run4",0.000244044132363397,0.878558876508229
"51","Acropora","Recruit","ACR-R26",0,30,"Run3",-0.000147175831110735,-0.529832991998645
"52","Acropora","Recruit","ACR-R26",550,30,"Run3",0.000294903208268925,1.06165154976813
"53","Acropora","Recruit","ACR-R27",0,27,"Run2",-0.000168964278882916,-0.608271403978499
"54","Acropora","Recruit","ACR-R27",550,27,"Run2",0.000369799521278215,1.33127827660157
"55","Acropora","Recruit","ACR-R28",0,30,"Run4",-0.000213605521895868,-0.768979878825125
"56","Acropora","Recruit","ACR-R28",550,30,"Run4",0.000445320305615163,1.60315310021459
"57","Acropora","Recruit","ACR-R29",0,27,"Run6",-0.000114372056419422,-0.411739403109919
"58","Acropora","Recruit","ACR-R29",550,27,"Run6",0.000292814918958821,1.05413370825176
"59","Acropora","Recruit","ACR-R30",0,33,"Run5",-0.000295896271031387,-1.06522657571299
"60","Acropora","Recruit","ACR-R30",550,33,"Run5",0.000510851405052526,1.83906505818909
"61","Pocillopora","Adult","POC-A10",0,30,"Run4",-0.000275048243613592,-0.990173677008932
"62","Pocillopora","Adult","POC-A10",550,30,"Run4",0.00044396084687957,1.59825904876645
"63","Pocillopora","Adult","POC-A11",0,33,"Run1",-7.65581248937039e-05,-0.275609249617334
"64","Pocillopora","Adult","POC-A11",550,33,"Run1",0.000232746611624602,0.837887801848569
"65","Pocillopora","Adult","POC-A12",0,33,"Run1",-0.000129554745097056,-0.466397082349401
"66","Pocillopora","Adult","POC-A12",550,33,"Run1",0.000147408059826261,0.530669015374539
"67","Pocillopora","Adult","POC-A13",0,27,"Run6",-0.000202719590923752,-0.729790527325506
"68","Pocillopora","Adult","POC-A13",550,27,"Run6",0.000315986953827032,1.13755303377731
"69","Pocillopora","Adult","POC-A14",0,30,"Run3",-8.72845262293596e-05,-0.314224294425694
"70","Pocillopora","Adult","POC-A14",550,30,"Run3",0.000225642287062255,0.812312233424118
"71","Pocillopora","Adult","POC-A15",0,27,"Run6",-0.000120922328326002,-0.435320381973606
"72","Pocillopora","Adult","POC-A15",550,27,"Run6",0.000275424706782304,0.991528944416296
"73","Pocillopora","Adult","POC-A16",0,33,"Run5",-0.000200011074879128,-0.720039869564859
"74","Pocillopora","Adult","POC-A16",550,33,"Run5",0.00026235170015323,0.944466120551627
"75","Pocillopora","Adult","POC-A17",0,30,"Run3",-0.000284975077195935,-1.02591027790537
"76","Pocillopora","Adult","POC-A17",550,30,"Run3",0.000347031260021024,1.24931253607569
"77","Pocillopora","Adult","POC-A6",0,27,"Run2",-0.000169034892024113,-0.608525611286808
"78","Pocillopora","Adult","POC-A6",550,27,"Run2",0.000286233271986258,1.03043977915053
"79","Pocillopora","Adult","POC-A7",0,30,"Run4",-0.000170720346290444,-0.6145932466456
"80","Pocillopora","Adult","POC-A7",550,30,"Run4",0.00031127725779454,1.12059812806035
"81","Pocillopora","Adult","POC-A8",0,33,"Run5",-0.000221595870581322,-0.797745134092761
"82","Pocillopora","Adult","POC-A8",550,33,"Run5",0.000199961349325812,0.719860857572924
"83","Pocillopora","Adult","POC-A9",0,27,"Run2",-0.000250793813031095,-0.902857726911942
"84","Pocillopora","Adult","POC-A9",550,27,"Run2",0.000372372656294178,1.34054156265904
"85","Pocillopora","Recruit","POC-R11",0,27,"Run2",-0.000204116919149995,-0.73482090893998
"86","Pocillopora","Recruit","POC-R11",550,27,"Run2",0.000371280260206103,1.33660893674197
"87","Pocillopora","Recruit","POC-R12",0,30,"Run4",-0.000226648379899736,-0.815934167639049
"88","Pocillopora","Recruit","POC-R12",550,30,"Run4",0.00024952847304079,0.898302502946845
"89","Pocillopora","Recruit","POC-R13",0,30,"Run3",-0.000156847715497605,-0.56465177579138
"90","Pocillopora","Recruit","POC-R13",550,30,"Run3",0.000212747105927575,0.76588958133927
"91","Pocillopora","Recruit","POC-R14",0,33,"Run1",-2.57378703167927e-05,-0.0926563331404538
"92","Pocillopora","Recruit","POC-R14",550,33,"Run1",0.000375460415569452,1.35165749605003
"93","Pocillopora","Recruit","POC-R15",0,33,"Run5",-0.000104764367525688,-0.377151723092476
"94","Pocillopora","Recruit","POC-R15",550,33,"Run5",0.000287048983900343,1.03337634204123
"95","Pocillopora","Recruit","POC-R16",0,33,"Run5",-8.13548142421319e-06,-0.0292877331271675
"96","Pocillopora","Recruit","POC-R16",550,33,"Run5",0.000461100044140327,1.65996015890518
"97","Pocillopora","Recruit","POC-R18",0,30,"Run4",-0.00014870666901748,-0.535344008462928
"98","Pocillopora","Recruit","POC-R18",550,30,"Run4",0.000381018135291429,1.37166528704914
"99","Pocillopora","Recruit","POC-R19",0,33,"Run1",-9.78008641838525e-05,-0.352083111061869
"100","Pocillopora","Recruit","POC-R19",550,33,"Run1",0.000249891036134079,0.899607730082686
"101","Pocillopora","Recruit","POC-R20",0,33,"Run5",-0.000167396792678404,-0.602628453642254
"102","Pocillopora","Recruit","POC-R20",550,33,"Run5",0.000202075870008134,0.727473132029282
"103","Pocillopora","Recruit","POC-R21",0,27,"Run6",-0.000118214705617237,-0.425572940222052
"104","Pocillopora","Recruit","POC-R21",550,27,"Run6",0.000309980556055628,1.11593000180026
"105","Pocillopora","Recruit","POC-R22",0,30,"Run3",-0.000144211048888776,-0.519159775999592
"106","Pocillopora","Recruit","POC-R22",550,30,"Run3",0.000293227897896773,1.05562043242838
"107","Pocillopora","Recruit","POC-R23",0,27,"Run2",-0.000104894138514129,-0.377618898650863
