Compound,Label,Blank1,Blank2,Blank3,Blank4,Blank5,Blank6,13C-Blank_1,13C-Blank_2,12C-Ctrl_Acropora-unlabeled_1,12C-Ctrl_Pocillopora-unlabeled_1,13C-Ctrl_Acropora-dark_1,13C-Ctrl_Pocillopora-dark_1,13C-Larvae_Pocillopora-27_1,13C-Larvae_Pocillopora-27_2,13C-Larvae_Pocillopora-27_3,13C-Larvae_Pocillopora-27_4,13C-Larvae_Pocillopora-27_5,13C-Larvae_Pocillopora-27_6,13C-Larvae_Pocillopora-30_1,13C-Larvae_Pocillopora-30_2,13C-Larvae_Pocillopora-30_3,13C-Larvae_Pocillopora-30_4,13C-Larvae_Pocillopora-30_5,13C-Larvae_Pocillopora-30_6,13C-Larvae_Pocillopora-33_1,13C-Larvae_Pocillopora-33_2,13C-Larvae_Pocillopora-33_3,13C-Larvae_Pocillopora-33_4,13C-Larvae_Pocillopora-33_5,13C-Larvae_Pocillopora-dark_1,13C-Larvae_Pocillopora-dark_2,13C-Larvae_Pocillopora-dark_3,13C-Recruit_Acropora-27_1,13C-Recruit_Acropora-27_2,13C-Recruit_Acropora-27_3,13C-Recruit_Acropora-27_4,13C-Recruit_Acropora-27_5,13C-Recruit_Acropora-30_1,13C-Recruit_Acropora-30_2,13C-Recruit_Acropora-30_3,13C-Recruit_Acropora-30_4,13C-Recruit_Acropora-30_5,13C-Recruit_Acropora-30_6,13C-Recruit_Acropora-33_1,13C-Recruit_Acropora-33_2,13C-Recruit_Acropora-33_3,13C-Recruit_Acropora-33_4,13C-Recruit_Acropora-33_5,13C-Recruit_Acropora-dark_1,13C-Recruit_Pocillopora-27_1,13C-Recruit_Pocillopora-27_2,13C-Recruit_Pocillopora-27_3,13C-Recruit_Pocillopora-27_4,13C-Recruit_Pocillopora-27_5,13C-Recruit_Pocillopora-30_1,13C-Recruit_Pocillopora-30_2,13C-Recruit_Pocillopora-30_3,13C-Recruit_Pocillopora-30_4,13C-Recruit_Pocillopora-33_1,13C-Recruit_Pocillopora-33_2,13C-Recruit_Pocillopora-33_3,13C-Recruit_Pocillopora-33_4,13C-Recruit_Pocillopora-33_5,13C-Recruit_Pocillopora-dark_1
Glutathione disulfide,0,0,0,2963.711104,1900.852982,2708.843898,2260.168509,510056.969,583969.327,435437.4824,556189.0036,556083.3974,950554.3836,17367.09684,13725.91678,10659.99861,7199.273379,10400.14612,14829.59368,11873.41966,6245.361727,2464.488051,6916.502519,9088.912089,9899.900466,11124.83071,10686.7232,16543.41811,7986.336625,15136.88031,11255.67031,19699.79942,16743.1012,159137.6118,237831.7293,6111.184885,310596.8495,588122.0648,263718.4444,240992.8561,212924.5274,10551.24648,270496.9694,77082.28126,10428.84784,149220.8332,201980.7638,225183.4683,8547.682147,320103.8119,177411.5835,211486.759,274350.5226,720023.6536,441597.9138,580382.1622,233740.4004,235010.2844,881218.3542,290970.8007,832997.6533,415437.5453,254549.7565,1001868.801,671908.3785
Glutathione disulfide,1,0,0,0,0,0,0,40314.13695,23764.02898,0,0,0,0,188.6351243,0,0,14.69973506,0,723.017013,0,0,0,484.564197,1.22464362,3573.595964,0,1606.101336,0,0,991.9326756,0,0,0,15526.09581,7014.463002,377.6968525,21951.75559,0,7991.96539,10037.32164,28885.18161,2787.386623,26088.0447,6181.02162,0,11687.76292,23795.36021,17004.41504,0,0,1703.273801,5275.956768,8180.330388,17582.15398,21010.14637,15933.17671,16453.00739,8943.200234,26718.19797,24300.12689,86525.2077,20718.98138,29264.11342,53867.65439,0
Glutathione disulfide,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848.97626,250.3967463,0,0,0,0,2700.749827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutathione disulfide,3,0,0,0,0,0,0,13496.24276,4972.613805,0,0,0,0,0,0,0,1344.75904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7065.863553,6205.727714,0,10763.2496,9789.569403,5394.96525,9843.175891,16391.52756,0,10760.01704,0,0,3198.078953,20043.27848,0,0,0,0,5.30833822,8211.549591,4222.507155,5151.06421,8724.726357,3604.305256,1701.41455,3357.463089,11175.9349,18848.98373,6437.531123,12081.17461,0,0
Glutathione disulfide,4,0,0,0,0,0,0,19252.78407,8399.856692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6037.917124,8112.876129,0,10124.92219,9722.509992,7666.333277,2517.038354,13943.32045,3908.871954,14058.27759,0,0,3904.931119,17245.34506,2808.609858,0,0,803.6374949,2980.866371,3001.228413,11917.28252,8826.061074,13116.37465,5732.803594,2991.212302,9155.378758,5269.828253,19212.96372,6622.853048,6437.86566,11630.07646,0
Glutathione disulfide,5,0,0,0,0,0,0,9459.260117,2657.800162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6870.401252,6505.44406,0,7462.203318,9631.921369,3476.339502,4686.144967,10492.09423,866.7557585,7042.987305,1789.866405,0,560.4025257,13384.35432,3214.686983,0,0,0,847.9614251,2067.763781,11147.38756,4510.348884,3579.236371,0,3409.362695,9085.69742,4320.265896,12005.8484,4715.969601,464.445197,12427.74457,0
Glutathione disulfide,6,0,0,0,0,0,0,4862.98239,1924.249165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6590.683228,462.4674556,0,3342.188402,8758.12306,70.92791109,2962.015193,7684.210807,0,6424.997707,0,0,1094.729204,9736.891289,0,0,0,0,861.8585111,3240.393312,3415.609151,0,4484.956031,0,1731.331573,5429.074775,506.5151923,5567.014654,404.2725296,949.3246919,5112.993574,0
Glutathione disulfide,7,0,0,0,0,0,0,1002.784462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094.888376,1006.288693,0,0,4181.36459,0,427.9735853,2163.907539,0,5568.293385,0,0,0,6428.505382,1188.794707,0,0,0,0,668.2339634,0,837.885924,1485.042302,1650.607379,0,0,0,478.8997268,801.741694,0,32.77696526,0
Glutathione disulfide,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.4452135,1345.494936,0,0,0,0,0,188.4740352,0,0,0,0,0,3324.884181,0,0,0,0,0,0,0,0,0,0,0,0,0,425.7363099,0,0,0,0
Glutathione disulfide,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
