label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,12C_Ctrl_Acropora_unlabeled_1,12C_Ctrl_Pocillopora_unlabeled_1,13C_Blank_1,13C_Blank_2,13C_Ctrl_Acropora_dark_1,13C_Ctrl_Pocillopora_dark_1,13C_Larvae_Pocillopora_27_1,13C_Larvae_Pocillopora_27_2,13C_Larvae_Pocillopora_27_3,13C_Larvae_Pocillopora_27_4,13C_Larvae_Pocillopora_27_5,13C_Larvae_Pocillopora_27_6,13C_Larvae_Pocillopora_30_1,13C_Larvae_Pocillopora_30_2,13C_Larvae_Pocillopora_30_3,13C_Larvae_Pocillopora_30_4,13C_Larvae_Pocillopora_30_5,13C_Larvae_Pocillopora_30_6,13C_Larvae_Pocillopora_33_1,13C_Larvae_Pocillopora_33_2,13C_Larvae_Pocillopora_33_3,13C_Larvae_Pocillopora_33_4,13C_Larvae_Pocillopora_33_5,13C_Larvae_Pocillopora_dark_1,13C_Larvae_Pocillopora_dark_2,13C_Larvae_Pocillopora_dark_3,13C_Recruit_Acropora_27_1,13C_Recruit_Acropora_27_2,13C_Recruit_Acropora_27_3,13C_Recruit_Acropora_27_4,13C_Recruit_Acropora_27_5,13C_Recruit_Acropora_30_1,13C_Recruit_Acropora_30_2,13C_Recruit_Acropora_30_3,13C_Recruit_Acropora_30_4,13C_Recruit_Acropora_30_5,13C_Recruit_Acropora_30_6,13C_Recruit_Acropora_33_1,13C_Recruit_Acropora_33_2,13C_Recruit_Acropora_33_3,13C_Recruit_Acropora_33_4,13C_Recruit_Acropora_33_5,13C_Recruit_Acropora_dark_1,13C_Recruit_Pocillopora_27_1,13C_Recruit_Pocillopora_27_2,13C_Recruit_Pocillopora_27_3,13C_Recruit_Pocillopora_27_4,13C_Recruit_Pocillopora_27_5,13C_Recruit_Pocillopora_30_1,13C_Recruit_Pocillopora_30_2,13C_Recruit_Pocillopora_30_3,13C_Recruit_Pocillopora_30_4,13C_Recruit_Pocillopora_33_1,13C_Recruit_Pocillopora_33_2,13C_Recruit_Pocillopora_33_3,13C_Recruit_Pocillopora_33_4,13C_Recruit_Pocillopora_33_5,13C_Recruit_Pocillopora_dark_1,Blank1,Blank2,Blank3,Blank4,Blank5,Blank6
,416,416,50,164.038681,7.194,0.852309,[M-H]-,C12 PARENT,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.386,0.093019,164.038681,175001.48,95773.41,103438.93,76471.48,31359.55,137771.94,8688.78,5895.18,5598.76,5538.63,5328.73,5702.05,3806.16,2888.95,1475.49,2260.72,5872.48,5892.93,3372.12,2575.76,2253.91,2162.28,2374.19,5060.43,7310.05,8926.87,39682.39,83601.52,25226.56,27127.65,31901.22,22635.15,46330.47,48644.29,39180.20,33618.84,9909.31,51146.97,33890.93,19546.03,31900.83,67978.81,52536.62,30485.83,29484.82,22654.83,73489.56,37441.43,122492.70,13640.31,44021.58,60599.11,75271.21,121418.88,42364.52,36939.21,47808.92,61176.72,0.00,1209.96,1050.74,0.00,0.00,0.00
,416,423,30,165.040512,7.337,0.850260,,C13-label-1,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.243,9.245396,164.038681,4127153.00,658514.81,2276299.25,171253.42,2077231.50,804165.69,37132.82,19923.70,45633.01,8675.72,17682.51,24427.09,15482.56,21570.48,14638.68,16568.45,26521.05,18740.26,14661.94,20094.25,19526.13,7951.08,17706.87,110553.05,27763.22,40209.03,1643120.00,3107019.75,836326.50,1254499.50,1758596.38,1776695.50,1529869.62,2805502.00,1065644.00,2108622.25,553800.31,4432850.50,1562391.12,1204922.88,2611376.75,4707695.50,2147243.00,30297.82,55735.60,37058.94,69569.13,158207.09,261677.48,18907.08,126895.60,68903.99,236627.50,149922.89,104726.38,92257.59,55226.25,181092.42,3445.89,3996.16,10156.18,6671.16,9266.43,3824.70
,416,424,31,166.043930,7.282,0.856310,,C13-label-2,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.298,8.821947,164.038681,220049.44,37658.85,422194.59,36011.57,125872.91,46406.15,1524.18,1231.57,1651.21,0.00,0.00,1825.15,1201.66,1516.79,0.00,1507.54,1573.47,0.00,0.00,1618.16,1619.58,1333.31,2075.35,7402.18,951.93,0.00,318949.84,605631.94,96704.18,171376.08,224978.52,257938.58,193400.98,522837.09,84970.12,277122.97,53032.99,526398.81,165145.77,149768.52,334516.50,652926.81,129788.12,7143.56,6851.57,7293.92,13547.81,25517.22,15944.34,4660.59,13755.58,10519.26,29010.17,49993.95,18099.77,12612.67,8644.33,12368.95,0.00,0.00,0.00,1308.90,0.00,0.00
,416,425,23,167.047211,7.242,0.853090,,C13-label-3,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.338,9.225677,164.038681,2114.24,2294.31,209518.95,69108.16,0.00,1615.83,2755.10,0.00,0.00,3401.78,0.00,4584.93,0.00,1707.65,2404.29,0.00,2420.86,0.00,0.00,2386.81,2370.73,2109.17,1804.48,0.00,0.00,0.00,241601.67,250438.00,62465.72,156569.31,195343.05,211416.14,115950.09,232079.25,110125.04,176350.62,28836.02,241879.77,68344.60,91599.71,134193.12,399744.41,0.00,1424.38,6266.17,4256.69,32532.55,35217.77,66949.29,2940.79,23060.91,16072.35,19399.76,80883.95,22743.86,5345.59,27896.00,2584.87,0.00,0.00,0.00,0.00,0.00,0.00
,416,426,29,168.050644,7.300,0.854241,,C13-label-4,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.280,8.716604,164.038681,1354.72,0.00,209368.64,71383.06,0.00,0.00,0.00,1569.76,0.00,1377.09,1114.49,0.00,0.00,983.31,1363.48,0.00,1972.35,0.00,0.00,1690.90,2451.84,1723.65,0.00,0.00,0.00,0.00,250286.69,304911.16,51162.92,125319.65,207375.45,212952.38,106525.23,334728.22,114391.09,165520.89,35708.36,209573.77,57738.94,135060.33,93358.44,322867.47,0.00,3136.01,20653.88,7700.41,58244.19,30948.66,31654.95,5227.51,18801.57,18936.41,34207.72,98577.46,37973.28,14953.30,33244.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,416,427,30,169.053955,7.348,0.850710,,C13-label-5,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.232,8.935648,164.038681,975.63,0.00,186812.20,34810.60,0.00,0.00,0.00,1281.04,0.00,0.00,0.00,1246.54,1154.82,1010.96,0.00,0.00,950.46,0.00,0.00,1526.18,0.00,0.00,862.97,0.00,0.00,0.00,142881.89,159991.31,28071.17,48305.51,115225.31,122031.30,62320.80,183364.12,79397.15,87810.05,21815.81,101199.91,30272.55,75748.40,47343.93,149759.64,0.00,2113.76,16784.83,7810.43,31517.02,11894.26,60423.94,2014.74,15949.07,16937.54,26085.53,56144.05,16492.96,7710.17,20322.45,0.00,0.00,0.00,909.95,0.00,0.00,0.00
,428,428,1,74.024551,6.968,0.770840,[M-H]-,C12 PARENT,Glycine,Glycine,C2H5NO2,0.432,2.679702,74.024551,1841067.62,398711.59,314608.22,260233.45,303791.72,752826.50,35803.07,30073.38,75120.62,33537.57,26286.69,37899.32,18536.04,11858.40,8972.11,17339.46,12362.08,17623.82,17031.95,37995.93,23182.59,28830.59,31926.30,22059.92,49715.50,54991.95,117854.07,394609.25,105889.04,131909.53,154892.98,216403.31,196954.44,144491.27,200681.39,192332.11,73983.79,412253.88,136213.98,80835.92,249898.02,273304.28,133154.33,112440.68,185589.94,68177.84,219518.25,172411.17,606860.25,68267.76,202929.83,331763.84,712335.06,547639.44,188721.08,119350.02,221941.89,452341.59,5728.82,7003.53,6837.44,4419.59,6358.32,4824.07
,428,432,36,75.027878,6.942,0.845711,,C13-label-1,Glycine,Glycine,C2H5NO2,0.458,3.050615,74.024551,48350.60,12053.64,23110.25,14258.16,9413.97,21263.87,0.00,1416.74,2541.23,1954.63,1628.86,1654.79,1249.33,1823.50,936.74,1097.46,1038.11,1399.27,1473.88,1514.33,1749.93,1517.80,1908.98,1118.57,1454.46,1475.98,7650.49,26669.13,11328.90,10769.50,11916.43,23206.84,10810.96,11860.68,22056.61,16642.61,6024.41,27235.10,8840.56,5867.57,23806.55,20873.81,4116.90,2403.07,13514.36,3736.69,12999.11,5805.46,33706.98,4472.95,10132.05,16969.89,35542.83,31688.24,13009.22,9942.20,12075.57,12507.89,1370.13,0.00,1289.98,0.00,0.00,858.42
,428,433,23,76.031311,6.932,0.843804,,C13-label-2,Glycine,Glycine,C2H5NO2,0.468,2.006905,74.024551,0.00,0.00,9968.67,4466.10,0.00,1194.42,0.00,0.00,1683.35,0.00,0.00,0.00,1101.56,973.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1193.63,0.00,0.00,0.00,0.00,3688.66,10237.85,3440.42,4654.99,4425.32,10427.44,5035.89,5818.17,12233.14,7047.90,2725.17,10169.45,1918.06,5625.83,4138.93,7091.03,0.00,1235.94,5005.61,1193.39,3459.21,1569.92,13902.98,1453.18,2457.25,6886.47,12430.84,11812.74,1729.45,6177.13,3248.73,0.00,0.00,0.00,0.00,860.07,0.00,0.00
,434,434,51,118.051064,6.748,0.856827,[M-H]-,C12 PARENT,Threonine,Threonine,C4H9NO3,0.352,0.840164,118.051064,3403227.00,1344471.38,1898724.00,1390081.75,1021928.06,3627456.00,35856.06,25790.41,69441.99,24368.29,24879.04,41546.22,34641.78,17959.24,21160.37,21494.62,25196.79,24755.67,29438.48,62285.21,43558.40,52835.05,61578.59,19257.74,48741.00,43696.34,326562.78,799009.25,255168.30,753764.94,620026.56,383229.09,869729.94,639971.75,203286.25,717245.50,200597.95,1248269.88,858386.00,224915.80,880845.69,750822.56,438782.09,185938.12,452068.12,176053.30,1061437.12,653121.06,2347704.25,142136.62,478564.00,886081.69,2842448.75,5034944.50,974007.25,526734.81,2228082.00,1655377.38,2082.95,2840.23,2202.25,2244.11,1932.08,1752.44
,434,440,33,119.053795,6.705,0.852548,,C13-label-1,Threonine,Threonine,C4H9NO3,0.395,4.421748,118.051064,156247.89,49086.50,164429.94,67579.28,55745.32,154943.14,0.00,6562.68,0.00,0.00,5823.47,7244.85,0.00,0.00,0.00,0.00,6282.22,0.00,0.00,0.00,0.00,5937.95,0.00,0.00,0.00,0.00,22070.76,51855.87,26582.01,64915.92,39276.43,20947.87,58173.11,34874.74,19657.54,43418.00,11952.90,58113.03,45884.06,7588.62,40773.74,41328.16,13126.56,5692.62,26892.34,11516.45,53749.83,38333.91,113752.16,5352.48,26071.05,44046.24,123642.34,228607.44,41798.50,34548.61,99147.18,79334.29,0.00,8471.75,0.00,0.00,0.00,5232.82
,434,441,25,120.057243,6.783,0.851436,,C13-label-2,Threonine,Threonine,C4H9NO3,0.317,3.622221,118.051064,1629.04,1260.29,131461.36,12209.45,1561.66,1943.83,1557.77,2207.48,0.00,1915.75,1532.62,2263.75,1107.28,0.00,1564.60,0.00,2854.73,1876.54,1503.62,0.00,1349.09,1614.02,0.00,1901.32,2181.43,2344.41,12449.33,22742.38,15149.55,34472.42,20134.84,13699.07,23746.17,18993.94,16518.12,19996.40,2295.53,17900.32,11881.63,9874.58,8702.50,11486.20,1255.17,1433.83,5033.11,2707.59,12727.59,9188.58,37600.94,1659.84,2962.82,10205.95,15189.34,28135.53,2465.46,7563.59,11572.09,2048.79,2334.46,0.00,1671.45,1343.49,1266.51,1475.19
,434,442,26,121.060913,6.731,0.850803,,C13-label-3,Threonine,Threonine,C4H9NO3,0.369,0.945316,118.051064,0.00,0.00,120661.49,9459.93,0.00,0.00,0.00,0.00,2012.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2876.28,1031.06,0.00,12519.65,18994.58,12136.23,13884.85,18669.99,13159.14,21357.98,14356.84,16018.99,16167.85,2148.92,15344.72,13733.04,8846.94,2875.91,6841.94,0.00,1555.04,5700.86,4119.22,12498.70,5713.35,32142.14,1442.17,3985.84,10893.81,11072.04,15284.29,2392.81,4008.61,5993.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,434,443,6,122.064209,6.714,0.846366,,C13-label-4,Threonine,Threonine,C4H9NO3,0.386,1.437570,118.051064,0.00,0.00,38419.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3937.40,4405.57,3460.96,2998.11,5165.82,2994.34,4039.47,2318.26,3601.66,5615.13,0.00,5484.30,4190.96,1675.40,1434.09,0.00,0.00,0.00,2031.30,1275.36,2097.47,1442.36,8241.54,0.00,0.00,1832.88,2359.87,6056.57,0.00,1215.37,2257.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,444,444,58,88.040382,6.387,0.856145,[M-H]-,C12 PARENT,Alanine,Alanine,C3H7NO2,0.543,0.259974,88.040382,938562.31,2218920.00,642011.44,808636.25,536050.06,5203682.00,134264.02,102870.30,215348.08,132578.45,90742.24,135023.19,71652.37,62840.84,69449.18,64617.27,65087.42,61673.68,34281.54,168339.45,106271.88,175856.00,162777.67,93234.09,201231.17,268638.50,317270.09,758226.19,199545.61,495793.41,549892.75,226945.44,272973.22,364918.16,182733.80,518453.34,426433.66,358871.84,495533.41,332002.78,256863.08,306804.91,292529.22,262767.66,356469.25,157820.23,798325.94,841218.19,2667059.50,182605.17,572457.56,1101254.75,2015041.00,2393266.75,565718.56,261065.12,366919.28,2286729.50,9076.28,7447.64,9702.43,4673.11,9664.75,3073.94
,444,449,37,89.043732,6.390,0.855972,,C13-label-1,Alanine,Alanine,C3H7NO2,0.540,0.257044,88.040382,35342.18,64793.26,96509.12,73699.29,35038.14,168607.70,0.00,25930.45,12571.08,9683.41,0.00,7624.90,4213.81,0.00,0.00,0.00,0.00,0.00,0.00,6873.57,14765.74,3823.84,10967.45,0.00,0.00,5260.37,57526.17,131979.25,15690.11,87228.37,50174.50,14595.76,41135.36,35817.04,55499.61,60089.45,35096.90,50949.55,26779.74,55319.38,25671.65,57166.50,12824.00,18748.52,42715.22,9859.71,96668.34,221412.69,273378.97,23632.41,55316.51,103195.69,210855.36,473646.75,51649.35,45945.51,41652.43,111193.66,0.00,1268.97,0.00,1183.50,0.00,0.00
,444,450,29,90.047066,6.394,0.854983,,C13-label-2,Alanine,Alanine,C3H7NO2,0.536,0.508360,88.040382,0.00,0.00,111012.41,41848.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6032.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14946.35,42649.51,89565.71,11522.48,51883.00,56269.69,26451.96,33428.14,25457.42,60145.39,14001.75,21970.02,32752.78,19427.56,53966.18,9090.27,42843.68,0.00,13289.01,29989.72,7632.81,68255.63,114875.71,210793.92,17541.88,27813.23,78691.23,141865.36,439743.09,29706.23,40487.61,24988.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,444,451,16,91.050446,6.401,0.852436,,C13-label-3,Alanine,Alanine,C3H7NO2,0.529,0.251379,88.040382,0.00,0.00,32263.02,11537.60,0.00,0.00,2923.33,0.00,0.00,1617.45,0.00,0.00,0.00,7669.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3527.27,0.00,0.00,0.00,27025.37,35998.46,7455.88,7086.16,10931.36,8043.77,17444.86,5480.83,26203.81,8119.69,9046.39,6854.15,11713.64,8837.30,0.00,15501.27,0.00,3449.80,18356.59,5890.60,39597.62,39185.92,94819.41,4445.07,9476.46,21081.97,53227.97,177603.69,5101.68,20233.30,5110.63,0.00,1308.28,0.00,0.00,0.00,0.00,0.00
,452,452,37,135.029755,6.604,0.761229,[M-H]-,C12 PARENT,Threonic acid,Threonic acid,C4H8O5,0.306,1.017027,135.029755,1237010.62,1574650.00,722550.56,805620.94,389764.72,1686686.00,29976.58,27849.45,29312.47,21638.10,9539.67,32644.80,15584.58,16279.66,17104.47,32240.96,18495.57,35112.86,16982.93,17713.39,8847.65,9010.30,11485.93,55689.59,28321.06,44533.16,498208.84,1966636.88,537222.38,300741.66,415457.03,335403.91,217889.52,1397030.88,196045.08,345798.38,556596.19,410765.34,719486.00,775833.19,924241.69,187906.06,458483.72,225359.31,714857.06,938006.06,1884184.62,910041.94,1054827.00,292749.00,747962.31,541965.00,2976813.25,589763.75,781106.00,381510.28,681206.00,1262250.75,26931.24,24285.09,23591.29,22034.12,23363.80,22821.71
,452,458,29,136.033478,6.442,0.853080,,C13-label-1,Threonic acid,Threonic acid,C4H8O5,0.468,1.682543,135.029755,55908.28,64833.27,88827.03,147803.36,10643.39,78230.73,5132.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12729.62,106879.95,36256.27,10766.30,24499.71,26737.37,22229.18,119349.82,16294.38,27194.61,28692.80,19658.11,31270.57,50153.35,43975.41,18415.71,9641.39,32575.01,98715.06,123365.21,438321.53,193911.67,163788.81,30146.61,96654.65,79329.18,194203.42,107108.12,198244.88,41650.52,72609.20,50826.94,3370.94,3507.90,0.00,0.00,0.00,0.00
,452,459,23,137.035706,6.616,0.708690,,C13-label-2,Threonic acid,Threonic acid,C4H8O5,0.294,6.569548,135.029755,185006.62,106995.07,90037.90,205850.30,175130.33,128094.79,29475.53,6635.63,33154.98,21535.32,16050.79,35500.46,18822.51,33124.33,25480.62,23900.90,27635.10,14901.53,26884.31,36820.81,17799.67,38551.75,14360.59,29986.59,41636.64,51956.37,151838.23,183208.05,21040.60,72551.21,19841.97,79222.96,26405.28,130862.13,19704.57,19207.19,35603.75,36696.86,25635.57,24292.28,89263.16,32151.00,134270.59,42581.14,143539.61,157561.28,630342.75,212444.25,244899.62,87011.20,115156.93,120707.06,98822.38,126626.12,277936.91,86590.81,94341.40,135476.02,14500.85,9421.59,12179.04,11335.76,10718.26,13161.58
,452,460,23,138.039612,6.526,0.853290,,C13-label-3,Threonic acid,Threonic acid,C4H8O5,0.384,2.542395,135.029755,6586.15,5009.17,81245.46,141031.95,13202.45,14055.36,0.00,4315.31,3206.29,1893.00,2830.78,4520.50,0.00,2785.07,2895.95,2693.85,0.00,0.00,0.00,2692.82,2432.37,4671.78,6352.20,0.00,0.00,0.00,11935.22,11326.91,7238.54,11943.57,4752.65,4298.52,7138.79,88680.69,12271.07,12118.19,3295.38,8380.53,10296.77,20080.28,25119.29,3898.20,13194.89,32570.97,148046.62,152725.73,554604.19,128311.66,247167.11,26137.67,118464.98,83053.41,99757.00,109325.23,234104.45,43353.54,60155.19,6485.83,2368.71,3353.62,2924.07,0.00,1443.83,2283.09
,452,461,15,139.043076,6.492,0.852596,,C13-label-4,Threonic acid,Threonic acid,C4H8O5,0.418,1.755860,135.029755,0.00,0.00,15315.70,46463.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3110.38,4045.41,3515.93,0.00,3808.46,3665.08,2081.21,32414.52,2863.37,2882.67,1915.24,2591.03,3177.28,5252.24,6454.57,0.00,0.00,15362.87,63350.03,55320.34,154635.70,29543.37,82342.62,6691.93,40000.53,11403.85,32513.53,34944.24,83428.15,13869.01,16319.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,462,462,35,130.050751,6.444,0.836212,[M-H]-,C12 PARENT,Hydroxyproline,Hydroxyproline,C5H9NO3,0.446,1.642610,130.050751,313037.44,279048.44,526858.44,770089.00,602215.88,1076093.38,7681.44,8531.04,8116.18,21703.20,23845.49,20158.26,14517.72,8372.01,26834.03,17734.78,13203.10,6195.23,26783.58,25264.11,13656.27,11663.27,6522.19,12896.45,7792.93,14483.56,77635.57,138029.19,65357.08,71797.52,127821.53,70127.52,161378.58,99779.74,78116.30,84739.29,37319.00,162174.70,87471.69,25389.62,128142.15,102618.84,67051.52,42191.93,337388.78,57555.61,204964.12,110891.76,1283802.75,43479.52,142814.39,199788.25,282601.34,751653.19,137459.77,92214.09,233171.61,244658.58,8695.57,8426.06,9039.44,6829.24,8074.82,7099.48
,462,465,8,131.054031,6.413,0.846720,,C13-label-1,Hydroxyproline,Hydroxyproline,C5H9NO3,0.477,2.212189,130.050751,13244.32,12099.88,18072.75,44667.84,16255.71,44803.42,0.00,0.00,0.00,33634.38,0.00,0.00,0.00,67477.98,0.00,0.00,0.00,0.00,0.00,2557.12,0.00,0.00,0.00,0.00,0.00,3348.92,2001.88,0.00,0.00,0.00,0.00,0.00,10742.82,0.00,0.00,4113.00,1658.08,4965.69,0.00,1804.01,0.00,2684.42,0.00,0.00,14436.82,0.00,5476.71,3978.56,32399.49,1954.85,2866.93,6753.82,39306.32,41234.89,3024.45,3685.24,12123.51,10045.94,0.00,0.00,0.00,0.00,1389.26,0.00
,466,466,37,108.012466,6.376,0.854452,[M-H]-,C12 PARENT,Hypotaurine,Hypotaurine,C2H7NO2S,0.144,0.070634,108.012466,82789.90,292279.00,89720.91,58087.01,182755.62,204898.39,0.00,8791.73,0.00,0.00,0.00,5952.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38181.50,320620.34,93099.32,46374.20,171091.27,100061.26,136686.42,67121.44,96182.76,94426.63,26992.93,34785.39,45569.42,23429.09,65337.61,50885.49,30470.88,45661.42,50201.06,65673.43,157692.78,125698.99,738180.75,9985.18,105279.40,230494.80,604186.19,543965.81,65921.30,47719.52,79055.59,307874.34,0.00,0.00,0.00,1377.34,0.00,0.00
,466,469,2,109.015724,6.404,0.834433,,C13-label-1,Hypotaurine,Hypotaurine,C2H7NO2S,0.116,0.979780,108.012466,0.00,0.00,0.00,0.00,0.00,6000.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5401.50,0.00,4379.06,0.00,19518.90,4612.28,0.00,0.00,2723.78,2362.79,2019.44,0.00,0.00,0.00,2426.43,0.00,9396.29,5690.83,20100.46,0.00,0.00,3085.62,13761.67,10533.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,470,470,47,179.055878,5.739,0.847513,[M-H]-,C12 PARENT,Glucose,Glucose,C6H12O6,0.441,1.278269,179.055878,3495050.75,3354756.25,2054596.12,2224000.75,2515256.75,1831374.12,75846.09,111106.56,642903.56,83143.16,95897.15,103758.71,34600.11,49384.76,44134.28,39973.28,114751.66,96280.38,39313.58,76959.80,82077.13,54338.55,77085.70,25587.25,96011.23,58449.66,1906915.88,1266725.50,839524.31,1227517.38,1202860.12,1043433.31,1034637.19,1704651.38,1200053.50,979229.00,1857289.00,596833.06,653887.00,550632.81,842509.44,1490324.62,2823386.00,465409.03,304382.72,92860.19,816716.31,473968.28,844279.06,236540.94,412195.41,362699.22,743901.06,742429.00,952128.00,623252.56,1108700.25,1897718.62,4720.62,2433.72,3884.49,8392.01,10778.88,2254.48
,470,478,38,180.059555,5.743,0.847793,,C13-label-1,Glucose,Glucose,C6H12O6,0.437,0.508458,179.055878,221233.88,222125.42,455005.50,369387.66,164166.33,139573.11,1548.65,10841.67,50338.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1465.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287938.78,385705.38,202373.55,471558.50,214007.89,306257.34,245384.55,349840.59,300658.47,238002.33,304103.91,144787.88,149922.88,93386.46,227490.92,383860.84,200732.83,97139.00,113744.04,25949.79,232598.19,338176.28,286485.59,77095.62,97003.79,128292.26,256653.20,267118.47,243703.73,125647.93,249345.95,137914.50,1564.53,0.00,0.00,0.00,0.00,0.00
,470,479,31,181.062729,5.720,0.852282,,C13-label-2,Glucose,Glucose,C6H12O6,0.460,0.505641,179.055878,206923.48,1211.08,716139.56,492328.78,89764.06,1734.11,18184.18,1903.95,14616.44,14228.33,18096.28,15530.69,1556.43,1587.77,3240.90,0.00,1275.45,2648.89,1753.54,23656.74,0.00,12565.16,1479.23,1655.86,1898.49,0.00,380500.59,645571.31,289188.03,810158.19,320347.22,479594.66,471436.25,626104.06,565922.44,469519.41,144185.97,349415.09,286482.88,160023.80,365848.72,574259.81,71949.32,117093.38,276382.41,93049.59,465142.59,683537.94,552977.94,32860.25,101807.35,281815.38,458678.47,614558.44,406337.84,201778.42,434663.88,1772.65,1874.98,2007.69,1932.41,1619.25,1930.11,1799.50
,470,480,33,182.065872,5.745,0.798962,,C13-label-3,Glucose,Glucose,C6H12O6,0.435,1.676180,179.055878,6580.50,0.00,1061192.00,609119.19,0.00,0.00,41551.74,15904.22,8571.14,29157.80,16941.73,36210.80,0.00,0.00,0.00,0.00,19215.24,0.00,0.00,16102.18,11034.59,20898.12,1302.37,0.00,0.00,0.00,588288.81,812072.81,332932.41,961228.50,477854.50,691287.69,619239.19,966463.94,795858.69,595281.12,438794.75,506178.38,439577.84,263364.09,471445.03,789217.50,4820.84,174320.20,426199.88,142417.22,713680.75,698958.62,1001519.69,181793.06,310866.78,407127.50,833905.06,941773.94,670464.69,335001.06,678522.25,0.00,0.00,0.00,0.00,0.00,1614.89,0.00
,470,481,34,183.069366,5.744,0.835808,,C13-label-4,Glucose,Glucose,C6H12O6,0.436,0.916847,179.055878,0.00,0.00,884785.81,508631.25,0.00,0.00,32175.71,0.00,14069.36,18648.94,15769.19,17549.07,0.00,0.00,0.00,0.00,14582.86,17543.20,0.00,30772.79,0.00,16170.58,22129.82,0.00,0.00,0.00,522385.41,629940.19,319576.12,637798.81,461961.62,514564.53,511464.72,839332.81,823806.50,529401.94,407088.41,487586.12,413022.72,218372.08,409077.16,631367.94,0.00,163945.05,473352.84,130645.62,617389.81,454961.91,988135.31,187820.30,321995.44,362058.09,835705.69,918556.19,580091.81,343349.41,627682.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,470,482,32,184.072693,5.734,0.848270,,C13-label-5,Glucose,Glucose,C6H12O6,0.446,1.077640,179.055878,0.00,0.00,493787.88,187109.55,0.00,0.00,0.00,0.00,0.00,9220.70,0.00,7235.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7293.58,0.00,0.00,0.00,0.00,0.00,0.00,312694.50,247177.00,148699.02,210126.77,220369.81,292497.78,248390.73,429413.28,404341.16,270876.62,235946.62,243274.38,204987.06,133970.78,216881.86,258308.83,1317.98,126653.23,304624.12,62993.42,315526.84,152038.44,527933.19,95255.90,180521.70,204273.70,416531.62,475234.09,274247.50,201630.06,319378.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,470,483,24,185.075958,5.744,0.852293,,C13-label-6,Glucose,Glucose,C6H12O6,0.436,1.566473,179.055878,0.00,0.00,111275.76,14049.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69545.38,34730.89,24090.15,14143.99,33421.04,50717.63,49621.19,95534.71,111853.65,47957.77,46885.64,59170.57,41820.43,25822.53,43805.08,21165.22,0.00,11453.43,91123.41,9734.27,71312.85,10656.29,137640.44,21518.92,31438.04,45327.04,101288.94,97586.60,38955.42,43783.07,56722.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
