Measurement Name :,01_20231115_Plate01__SDR641_30C,,Generated On :,"15/11/2023, 16:38:50",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 16:07:01,11.28,176.4,162.38,191.79,195.05,184.71,195.82,192.81,178.62,203.55,198.5,171.22,182.95,190.48,199.15,190.62,182.25,216.06,187.52,198.36,196.13,182.5,184.51,212.6,183.42,,30,965,36,28.66,
15.11.23 16:07:16,11.53,184.01,166.86,186.87,199.31,203.24,199.33,187.87,179.82,199.44,203.35,168.62,187.81,198.3,215.31,192.11,187.65,212.94,175.9,201.39,193.81,193.38,191.24,213.37,187.79,,30,965,36,28.65,
15.11.23 16:07:31,11.78,180.31,161.68,193.28,199.06,193.64,204.65,194.06,177.18,205.63,193.96,172.64,187.56,200.34,202.69,198.37,190.86,203.18,183.28,196.35,199.5,183.97,190.74,215.97,182.94,,30,965,36,28.68,
15.11.23 16:07:46,12.03,185.25,171.38,179.34,201.58,197.41,211.31,207.17,199.91,211.63,210.31,175.74,195.93,200.85,213.49,192.11,194.09,208.55,184.77,209.56,203.95,188.9,198.82,219.1,194.4,,30,965,36,28.66,
15.11.23 16:08:01,12.28,186.73,169.24,200.02,194.06,204.78,204.39,207.43,186.34,211.63,192.95,176.22,195.93,202.64,205.5,202.42,193.35,221.57,194.82,208.01,207.1,206.03,205.23,223.31,191.21,,30,965,36,28.68,
15.11.23 16:08:16,12.53,174.46,164.5,196.01,187.87,194.14,193.07,186.4,175.28,192.06,197.74,165.8,189.03,197.03,195.12,193.61,182.01,209.32,177.86,196.85,189.45,186.93,186.99,211.05,183.42,,30,965,36,28.68,
15.11.23 16:08:31,12.78,178.35,159.34,182.48,190.83,195.65,199.83,195.55,187.81,191.55,200.79,167.68,188.3,201.36,210.9,191.86,192.35,205.99,192.79,192.85,195.09,207.06,189.74,213.11,181.98,,30,965,36,28.69,
15.11.23 16:08:46,13.03,185.74,157.01,182.24,194.31,202.48,196.32,197.55,183.92,194.34,202.58,172.17,192.47,197.03,202.95,191.61,180.55,212.94,191.28,200.63,190.98,194.88,189.23,215.45,191.94,,30,965,36,28.69,
15.11.23 16:09:01,13.28,178.6,174.26,194.52,193.56,192.89,199.83,183.46,179.82,201.24,202.32,165.1,190.01,196.52,217.4,206.5,188.39,209.58,186.77,192.85,195.09,184.71,189.99,217.79,184.15,,30,965,36,28.71,
15.11.23 16:09:17,13.55,190.73,176.91,199.01,206.66,206.06,213.11,194.55,192.96,210.05,214.48,179.34,199.91,204.44,223.99,203.69,186.66,217.63,204.55,209.3,198.72,209.37,199.84,218.84,196.63,,30,965,36,28.71,
15.11.23 16:09:32,13.8,185,166.15,202.79,197.55,200.45,212.08,191.08,191.24,200.21,210.05,173.59,189.03,207.27,215.83,204.2,186.66,209.84,180.81,204.43,199.24,198.66,194.26,220.15,192.19,,30,965,36,28.72,
15.11.23 16:09:47,14.05,181.79,170.19,188.09,184.44,185.45,195.07,202.85,183.19,197.65,204.63,166.04,188.78,195.51,211.93,196.86,176.19,209.84,180.56,198.86,186.9,185.94,195.52,211.05,179.34,,30,965,36,28.72,
15.11.23 16:10:02,14.3,186.73,176.67,204.31,199.56,211.73,171.18,197.05,196.92,214.26,208.24,178.61,195.93,205.98,210.9,202.17,202.65,219.73,194.31,199.36,200.54,194.63,194.01,228.88,191.45,,30,965,36,28.72,
15.11.23 16:10:17,14.55,197.28,173.54,201.53,200.57,201.97,205.41,198.31,187.56,209.53,205.66,177.41,202.92,206.76,219.24,212.16,188.88,219.46,191.03,205.96,197.94,202.2,198.31,221.99,196.13,,30,965,36,28.74,
15.11.23 16:10:32,14.8,198.04,174.5,205.58,197.81,196.66,209.76,197.3,181.26,213.47,202.32,176.46,189.76,215.09,213.49,212.42,191.36,217.89,197.11,212.14,204.21,196.39,198.57,227.82,192.68,,30,965,36,28.75,
15.11.23 16:10:47,15.05,195.76,178.85,180.3,199.31,203.75,205.41,193.81,190.74,213.47,214.22,175.26,191.73,215.36,230.66,202.17,199.11,225.81,197.36,216.55,206.84,208.86,199.84,219.89,194.9,,30,965,36,28.76,
15.11.23 16:11:02,15.3,169.87,175.46,190.31,193.56,205.8,210.28,197.55,201.42,207.71,200.28,175.98,200.16,204.95,216.88,201.91,198.61,216.58,193.3,204.94,203.42,202.71,206.52,219.1,189.25,,30,965,36,28.76,
15.11.23 16:11:17,15.55,188.98,175.71,194.02,202.34,200.45,214.41,188.86,187.81,205.11,206.94,168.38,189.76,203.41,219.76,207.78,180.06,213.46,189.27,205.2,205.26,193.88,199.33,221.46,192.19,,30,965,36,28.78,
15.11.23 16:11:32,15.8,179.09,160.04,203.8,198.06,195.15,213.11,198.56,192.47,198.93,211.61,166.27,185.86,208.31,216.35,200.64,185.19,205.22,203.51,202.91,199.5,198.15,191.99,224.36,169.62,,30,965,36,28.78,
15.11.23 16:11:47,16.05,218.26,200.41,223.42,215.94,224.06,233.71,217.24,212.06,239.93,213.17,194.49,220.59,226.25,214.79,216.06,217.34,247.25,226.45,236.78,216.16,220.59,224.14,249.85,210.45,,30,965,36,28.79,
15.11.23 16:12:02,16.3,197.54,165.21,200.52,197.3,198.93,200.59,199.56,193.7,223.03,203.09,174.55,206.2,201.87,217.4,208.55,189.87,222.1,187.27,209.3,200.8,192.63,200.87,223.04,194.9,,30,965,36,28.79,
15.11.23 16:12:17,16.55,182.77,171.38,196.01,185.17,204.26,194.32,179.82,187.08,200.72,201.81,170.75,197.17,209.61,208.58,203.18,185.43,208.04,189.77,196.85,191.75,190.64,201.63,219.1,188.27,,30,965,36,28.8,
15.11.23 16:12:32,16.8,167.47,163.56,190.55,200.07,192.64,199.83,184.19,185.86,197.39,204.63,164.4,188.54,195.26,206.27,204.97,181.76,209.58,178.84,201.89,197.16,202.2,194.76,218.58,188.52,,30,965,36,28.82,
15.11.23 16:12:47,17.05,191.73,167.34,195.26,201.84,205.29,207.45,196.05,199.91,214.52,214.48,178.13,196.92,207.79,221.61,218.42,197.1,221.31,194.31,204.94,204.47,207.06,202.66,226.22,186.08,,30,965,36,28.82,
15.11.23 16:13:02,17.3,192.48,177.88,206.08,201.33,199.94,204.14,192.07,188.78,204.85,206.43,175.74,199.66,205.47,224.25,204.97,193.6,220.25,203,209.56,205.26,199.41,199.59,228.08,187.79,,30,965,36,28.83,
15.11.23 16:13:17,17.55,197.03,178.61,204.81,220.38,210.95,213.11,212.31,198.16,213.73,221.33,186.37,203.93,212.74,233.35,214.5,191.6,225.54,192.04,217.34,208.43,207.32,209.63,232.36,202.36,,30,965,36,28.83,
15.11.23 16:13:32,17.8,174.7,163.79,207.36,195.05,196.91,203.88,187.38,192.22,209.27,200.79,166.27,198.16,194.25,218.97,202.93,194.84,222.63,197.87,205.45,194.84,196.39,191.49,220.41,192.68,,30,965,36,28.86,
15.11.23 16:13:47,18.05,183.27,165.45,193.03,202.34,206.57,209.25,196.8,196.18,206.92,215.79,170.75,200.16,202.89,216.35,200.9,192.85,226.07,196.09,205.2,199.5,199.67,206.26,224.1,189.98,,30,965,36,28.86,
15.11.23 16:14:02,18.3,192.74,191.87,218.45,215.16,213.29,211.82,203.1,203.68,220.62,220,182.72,209.51,225.17,235.52,216.85,197.85,231.42,205.58,215.25,214.28,205.27,203.94,240.76,206.9,,30,965,36,28.86,
15.11.23 16:14:17,18.55,179.09,178.12,203.29,213.34,202.99,201.6,194.31,201.92,201.24,210.31,173.35,191.73,209.61,221.61,204.2,192.1,223.95,196.34,203.67,197.68,195.89,197.55,225.69,192.19,,30,965,36,28.86,
15.11.23 16:14:32,18.8,194.75,167.81,203.8,206.92,206.57,204.14,196.3,195.43,209.79,212.39,171.46,202.92,209.09,221.87,202.67,192.6,215.28,195.07,206.22,210.28,198.4,194.01,227.28,190.47,,30,965,36,28.88,
15.11.23 16:14:47,19.05,178.11,178.36,195.26,199.31,191.65,212.34,192.07,191.24,209.53,197.24,173.83,191.24,200.08,221.61,200.14,190.61,217.11,188.77,204.43,203.42,193.88,193.75,226.75,194.16,,30,965,36,28.88,
15.11.23 16:15:02,19.3,195.51,162.85,205.58,206.41,201.97,212.34,201.84,198.16,202.78,197.49,173.35,193.7,205.72,216.62,207.27,195.59,220.25,191.28,204.69,211.35,197.14,216.18,233.17,190.47,,30,965,36,28.89,
15.11.23 16:15:17,19.55,177.86,166.15,202.54,210.25,201.46,196.07,190.09,193.95,224.11,216.58,176.46,194.19,206.76,220.29,212.68,192.85,225.01,187.77,203.67,199.76,191.14,202.66,230.22,196.13,,30,965,36,28.9,
15.11.23 16:15:32,19.8,188.48,170.91,206.59,202.34,191.15,208.73,201.58,196.42,209.27,208.24,173.35,200.16,209.61,209.86,215.54,195.59,225.01,194.06,207.76,203.68,196.39,201.12,227.55,194.4,,30,965,36,28.9,
15.11.23 16:15:47,20.05,186.49,157.48,199.26,189.1,196.66,200.84,194.8,193.7,204.85,214.48,170.04,192.71,198.55,217.4,206.5,192.85,210.87,186.77,208.27,197.94,197.65,205.75,223.04,188.27,,30,965,36,28.91,
15.11.23 16:16:02,20.3,193.49,172.1,201.27,188.36,200.95,195.32,194.06,194.69,202.26,201.05,170.75,189.03,195.76,217.4,202.67,186.91,232.5,182.05,203.16,199.24,189.4,188.74,223.57,190.47,,30,965,36,28.91,
15.11.23 16:16:17,20.55,195.76,174.02,195.51,200.07,210.18,195.82,210.51,191.24,198.41,209.79,176.94,194.19,202.38,222.4,207.52,191.11,215.8,198.13,206.99,203.68,196.64,204.46,226.75,192.19,,30,965,36,28.91,
15.11.23 16:16:32,20.8,202.89,166.63,198.26,198.06,202.22,212.08,200.32,191.97,212.94,211.09,177.41,190.74,205.98,225.31,203.18,178.12,217.37,197.36,203.42,210.55,196.89,201.89,228.88,192.93,,30,965,36,28.91,
15.11.23 16:16:47,21.05,170.83,181.28,203.8,199.06,198.93,210.28,199.82,194.44,207.71,211.09,175.98,197.92,210.39,228.25,203.18,186.91,215.02,195.33,208.53,197.16,192.63,201.12,222.78,192.43,,30,965,36,28.93,
15.11.23 16:17:02,21.3,190.98,177.15,211.71,207.17,211.21,215.19,204.37,197.17,208.23,215.53,183.93,204.94,207.79,237.96,218.15,194.59,225.01,205.84,210.33,210.81,203.22,202.66,235.33,202.86,,30,965,36,28.93,
15.11.23 16:17:17,21.55,184.75,186.18,196.76,208.2,212.51,207.2,206.92,211.55,215.58,219.21,179.58,205.95,199.32,224.78,216.58,191.85,223.15,195.58,211.1,204.47,200.93,201.63,232.09,192.68,,30,965,36,28.93,
15.11.23 16:17:32,21.8,193.49,164.74,206.59,208.2,200.7,216.75,195.05,203.93,212.94,226.39,179.34,207.98,226.78,226.11,212.42,206.22,244.21,202.48,212.91,215.09,191.14,199.84,233.44,201.86,,30,965,36,28.94,
15.11.23 16:17:47,22.05,179.82,159.81,195.01,190.34,193.39,191.09,193.31,190.01,192.56,210.57,170.51,188.05,204.95,218.19,201.91,189.87,212.94,188.27,199.87,190.72,192.88,200.35,218.32,189.74,,30,965,36,28.97,
15.11.23 16:18:02,22.3,188.48,184.95,207.87,213.86,210.18,219.36,217.76,211.55,228.69,218.95,185.15,211.29,219.31,239.05,213.98,208.01,238.73,211.31,218.91,215.62,225.35,203.94,239.13,205.88,,30,965,36,28.97,
15.11.23 16:18:17,22.55,180.56,164.03,190.8,189.1,195.9,195.07,180.79,187.32,216.64,194.71,172.17,187.56,204.44,222.4,196.11,178.85,210.35,183.53,194.59,199.76,194.88,195.78,218.32,182.7,,30,965,36,28.97,
15.11.23 16:18:32,22.8,194.25,172.34,200.02,193.81,199.69,201.35,202.59,200.16,220.09,213.96,177.65,191.97,208.83,219.76,215.02,188.14,218.42,202.48,207.24,205.52,195.64,196.28,226.75,179.58,,30,965,36,28.99,
15.11.23 16:18:47,23.05,203.15,180.31,234.6,192.32,192.14,202.61,204.37,207.73,234.97,201.81,177.41,205.7,203.15,230.12,217.37,195.84,209.84,194.82,204.18,205.52,204.24,220.68,221.99,206.64,,30,965,36,28.99,
15.11.23 16:19:02,23.3,192.99,196.37,188.34,221.43,208.88,214.15,232.59,196.42,201.49,218.16,199.48,199.91,225.44,232,200.14,187.65,206.76,182.54,204.18,221.02,216.12,202.4,238.04,218.41,,30,965,36,29,
15.11.23 16:19:17,23.55,170.35,154.24,179.1,184.68,172.33,183.95,187.38,181.98,198.41,190.95,157.21,179.82,184.26,200.92,182.74,176.92,210.1,173.95,184.45,199.5,174.98,179.58,208.73,175.05,,30,965,36,29.03,
15.11.23 16:19:32,23.8,181.54,176.19,208.38,208.2,205.03,212.6,205.64,212.58,217.17,220.8,177.17,202.17,210.39,229.85,208.81,191.11,230.35,198.89,221.01,218.31,209.12,212.76,247.64,196.63,,30,965,36,29.04,
15.11.23 16:19:47,24.05,164.37,156.55,170.97,183.22,203.5,194.82,175.48,190.25,193.83,214.22,155.6,171.72,194.75,229.32,179.33,170.68,208.55,198.38,182.01,180.83,180.55,195.27,215.19,195.64,,30,965,36,29.05,
15.11.23 16:20:02,24.3,198.81,88.82,185.65,166.21,153.96,151.57,193.81,154.54,204.85,171.09,122.35,167.25,144.09,188.65,156.34,155.67,198.62,151.33,163.12,165.73,117.05,157.26,192.82,154.83,,30,965,36,29.08,
15.11.23 16:20:17,24.55,191.73,172.34,198.01,196.55,205.03,203.63,199.56,195.93,209.01,218.42,172.4,197.42,209.35,232.27,205.22,192.35,226.34,200.43,203.92,202.63,203.73,204.72,222.52,191.94,,30,965,36,29.1,
