Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
15.11.23 18:32:24,28.57,107.03,165.64,131.88,224.34,234.98,143.74,225.17,218.31,233.88,238.91,226.39,115.08,139.05,89.46,225.58,122.73,228.93,227.81,126.43,229.7,235.22,138.52,229.95,216.88,,27,965,36,28.51,
15.11.23 18:32:39,28.82,106.8,165.39,130.02,224.06,234.69,142.55,224.62,218.04,233.6,238.91,226.12,114.41,139.77,89.68,225.3,122.73,228.93,227.81,124.35,228.54,235.79,138.28,228.83,216.34,,27,965,36,28.5,
15.11.23 18:32:54,29.07,106.8,165.39,129.79,224.34,235.26,142.55,225.17,217.77,233.31,238.91,227.23,114.41,138.08,90.33,224.74,121.58,229.21,227.53,123.65,229.99,234.94,138.04,229.67,216.88,,27,965,36,28.51,
15.11.23 18:33:09,29.32,107.03,164.64,129.32,223.78,234.98,141.83,224.34,217.77,233.02,238.62,226.39,112.84,136.88,89.89,225.58,120.89,228.65,227.25,121.81,229.12,234.09,137.07,229.67,217.15,,27,965,36,28.51,
15.11.23 18:33:24,29.57,106.12,164.14,128.63,223.51,234.98,140.16,224.89,217.77,233.6,238.91,226.67,110.61,135.93,90.98,225.02,120.66,228.09,227.25,122.04,228.54,234.65,136.83,229.11,216.88,,27,965,36,28.51,
15.11.23 18:33:39,29.82,106.57,163.89,128.63,224.06,234.13,140.4,224.89,217.49,233.6,238.91,226.67,109.72,134.49,90.76,224.19,119.51,228.09,227.53,120.89,229.7,235.51,136.35,229.11,216.61,,27,965,36,28.51,
15.11.23 18:33:54,30.07,105.67,163.4,127.24,223.51,234.98,138.5,224.62,218.04,233.31,238.91,226.39,109.06,133.54,92.07,225.02,119.74,228.37,228.1,121.35,228.83,234.94,136.35,229.39,216.34,,27,965,36,28.5,
15.11.23 18:34:09,30.32,105.89,163.65,125.85,224.06,234.69,139.93,224.89,218.31,233.6,238.33,226.39,107.73,133.78,91.63,225.3,119.97,228.93,227.53,121.58,229.12,235.51,136.35,228.83,216.34,,27,965,36,28.51,
15.11.23 18:34:24,30.57,105.44,162.65,126.08,223.23,234.41,138.74,224.89,217.77,233.31,238.05,226.67,107.07,131.87,92.73,224.74,118.82,228.65,227.53,118.59,227.97,234.94,134.68,228.55,215.8,,27,965,36,28.5,
15.11.23 18:34:39,30.82,105.44,162.4,125.16,223.51,234.69,137.79,224.06,216.41,232.74,238.62,226.39,105.96,131.63,91.42,224.46,119.28,228.37,227.25,118.59,227.97,234.37,134.92,229.11,216.61,,27,965,36,28.49,
15.11.23 18:34:54,31.07,105.89,162.15,125.85,223.51,233.84,136.85,224.62,217.22,233.02,238.62,226.12,104.64,130.68,90.98,224.46,117.91,228.09,227.25,116.77,228.83,235.22,134.2,229.39,216.61,,27,965,36,28.49,
15.11.23 18:35:09,31.32,104.09,161.9,124.7,223.78,234.69,135.43,225.17,217.22,232.45,237.76,226.67,104.2,128.56,90.55,224.46,118.37,228.93,227.53,116.77,228.54,234.94,133.48,228.83,217.15,,27,965,36,28.47,
15.11.23 18:35:24,31.57,103.63,161.9,124.24,223.23,234.69,134.02,224.06,217.49,232.45,238.62,226.12,102.22,128.08,90.55,225.02,119.28,228.09,227.53,114.95,228.83,233.8,133.01,228.55,217.15,,27,965,36,28.47,
15.11.23 18:35:39,31.82,101.83,160.91,124.24,223.78,234.98,133.08,224.34,217.22,233.88,239.2,226.39,102.22,126.67,89.02,225.3,118.14,228.37,227.53,113.81,229.7,234.09,133.25,229.39,216.61,,27,965,36,28.47,
15.11.23 18:35:54,32.07,102.06,160.91,123.09,223.51,235.26,133.08,224.62,217.22,232.74,238.62,226.12,101.57,126.2,89.24,225.02,118.37,228.37,227.25,113.13,228.83,234.37,132.77,228.55,216.61,,27,965,36,28.47,
15.11.23 18:36:09,32.32,101.61,158.43,123.55,223.23,234.69,132.61,224.62,217.22,233.31,238.91,226.39,101.57,125.49,88.59,224.74,115.17,228.37,227.25,112,228.26,234.37,132.06,229.11,216.61,,27,965,36,28.47,
15.11.23 18:36:24,32.57,101.38,158.43,123.32,223.51,234.41,131.44,224.06,217.22,232.74,237.47,226.12,102.01,124.56,87.72,225.3,113.81,228.37,227.25,111.1,228.83,233.52,131.82,228.55,216.07,,27,965,36,28.47,
15.11.23 18:36:39,32.82,101.38,157.69,123.09,222.95,234.69,131.2,224.89,217.22,232.74,238.91,225.84,102.01,123.85,86.64,225.58,113.13,228.37,227.81,110.42,228.54,234.09,130.63,228.83,216.61,,27,965,36,28.47,
15.11.23 18:36:54,33.07,100.26,156.71,121.95,223.78,234.98,130.74,225.17,216.68,232.74,238.62,226.67,101.79,123.38,86,225.3,112,228.37,227.25,109.07,228.26,234.65,129.92,228.55,216.61,,27,965,36,28.46,
15.11.23 18:37:09,33.32,100.71,155.97,121.49,222.95,234.41,130.27,224.62,217.22,233.31,238.33,226.12,101.13,121.52,84.49,224.19,109.74,228.37,227.53,108.17,228.83,234.37,128.97,228.27,216.61,,27,965,36,28.46,
15.11.23 18:37:24,33.57,101.16,155.97,120.12,223.23,234.69,129.57,224.89,216.68,233.02,238.62,226.39,101.35,121.75,83.63,224.74,108.84,227.81,227.81,107.95,229.12,234.94,129.21,228.27,216.34,,27,965,36,28.46,
15.11.23 18:37:39,33.82,100.93,154.01,119.21,222.95,234.69,129.8,224.34,216.41,232.16,238.33,226.12,101.57,119.66,83.2,224.74,108.39,228.65,227.25,106.38,228.26,234.94,127.32,228.55,216.07,,27,965,36,28.44,
15.11.23 18:37:54,34.07,100.26,153.52,118.98,222.95,234.41,129.34,224.89,216.68,232.74,238.33,225.84,102.88,118.73,83.2,225.3,107.5,228.09,226.68,105.48,228.26,234.09,126.61,228.55,216.07,,27,965,36,28.44,
15.11.23 18:38:09,34.32,99.59,152.78,118.53,222.68,234.69,128.41,224.89,216.68,232.16,237.76,226.12,101.13,118.26,82.56,224.46,106.6,228.09,227.53,103.92,227.97,234.65,126.38,227.99,215.8,,27,965,36,28.43,
15.11.23 18:38:24,34.57,98.7,152.78,118.98,222.95,234.13,128.41,224.62,216.68,231.59,238.05,225.84,101.13,117.11,81.91,225.02,105.48,227.81,227.25,104.15,228.54,234.37,125.9,229.11,216.34,,27,965,36,28.43,
15.11.23 18:38:39,34.82,98.92,152.54,118.3,223.51,234.69,128.17,224.34,216.95,232.45,238.33,225.84,101.13,116.18,81.7,225.3,105.04,228.09,227.25,103.26,228.26,234.65,125.2,227.71,216.34,,27,965,36,28.43,
15.11.23 18:38:54,35.07,98.92,150.59,118.3,223.23,234.69,127.48,224.62,216.95,232.74,238.05,226.39,100.91,116.41,81.06,225.02,105.26,228.09,227.53,104.37,227.97,234.09,124.26,227.99,216.61,,27,965,36,28.43,
15.11.23 18:39:09,35.32,98.7,150.59,116.94,222.95,234.69,126.32,224.06,216.68,231.59,237.76,225.84,99.6,115.72,80.2,225.3,104.15,228.09,226.96,102.81,227.68,235.22,123.56,227.71,216.07,,27,965,36,28.43,
15.11.23 18:39:24,35.57,98.92,149.62,116.94,223.51,234.13,125.62,224.34,216.41,232.45,237.76,225.84,99.17,115.03,79.78,225.02,104.15,228.09,226.96,102.81,227.68,235.22,123.56,227.99,216.07,,27,965,36,28.41,
15.11.23 18:39:39,35.82,98.47,148.4,116.49,222.95,234.41,124.7,224.34,216.41,232.16,238.33,226.12,98.95,113.88,80.63,225.3,102.37,228.09,226.96,102.37,228.54,235.22,122.15,227.71,215.8,,27,965,36,28.41,
15.11.23 18:39:54,36.07,96.91,148.16,116.71,223.51,233.28,123.77,224.34,216.14,232.16,238.05,226.12,98.73,112.73,80.42,225.02,102.14,227.81,227.25,101.92,227.39,234.65,121.92,228.27,215.8,,27,965,36,28.41,
15.11.23 18:40:09,36.32,96.02,147.92,116.94,223.23,234.98,122.85,224.89,216.68,232.16,237.76,226.12,98.08,112.73,81.27,225.3,101.26,227.81,227.53,101.48,228.26,234.94,122.15,227.71,216.07,,27,965,36,28.41,
15.11.23 18:40:24,36.57,94.91,147.19,117.39,223.51,234.41,121.7,224.06,216.14,231.88,238.33,225.56,98.95,111.59,81.91,224.74,100.59,227.81,226.96,101.04,228.26,234.09,121.45,227.99,216.34,,27,965,36,28.4,
15.11.23 18:40:39,36.82,94.02,146.23,117.39,223.23,234.69,121.7,224.34,216.41,232.16,237.76,225.56,98.73,110.67,82.13,225.02,99.27,228.37,226.96,101.48,228.54,235.22,121.69,227.99,216.61,,27,965,36,28.4,
15.11.23 18:40:54,37.07,93.14,145.5,117.85,223.23,234.13,119.41,223.51,216.14,231.88,237.76,225.56,97.43,108.85,82.56,224.46,98.17,227.53,226.68,100.37,227.1,234.09,119.36,227.71,216.34,,27,965,36,28.4,
15.11.23 18:41:09,37.32,93.14,145.74,117.62,223.23,234.69,117.81,223.78,216.14,232.16,237.76,225.29,97.65,108.39,82.34,225.3,97.51,226.97,226.96,100.81,226.81,235.22,119.36,227.43,215.52,,27,965,36,28.4,
15.11.23 18:41:24,37.57,92.47,145.5,117.17,222.95,234.13,116.67,224.06,216.41,232.16,237.76,225.01,97.65,107.94,82.34,225.02,96.19,228.09,226.11,100.37,227.97,234.94,118.66,227.71,215.52,,27,965,36,28.4,
15.11.23 18:41:39,37.82,92.03,145.02,116.94,222.95,234.69,114.18,223.78,215.87,232.16,237.76,225.56,97.21,107.48,81.91,224.46,94.43,227.81,226.96,100.15,227.97,234.94,118.2,227.43,216.07,,27,965,36,28.39,
15.11.23 18:41:54,38.07,91.37,144.3,116.71,223.23,234.41,114.63,223.51,216.14,231.59,237.76,225.29,96.13,106.12,81.27,224.74,93.12,227.53,226.68,99.71,227.39,233.8,117.27,227.43,215.52,,27,965,36,28.4,
15.11.23 18:42:09,38.32,90.71,144.3,117.17,222.68,233.28,113.95,224.34,216.14,231.59,237.47,225.29,95.48,105.44,81.06,224.46,92.03,227.53,226.4,99.05,227.39,235.51,116.11,227.71,215.52,,27,965,36,28.39,
