Measurement Name :,06_20231115_Plate06__SDR710_27C,,Generated On :,"15/11/2023, 21:51:48",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 21:12:31,3.53,148.69,148.7,138.91,159.01,147.72,133.09,148.4,146.05,140.9,127.09,147.47,132.1,147.15,152.92,134.3,159.07,148.83,145.02,144.96,153.96,143.44,154.59,133.03,161.18,,33,965,36,31.06,
15.11.23 21:12:46,3.78,138.62,145.05,131.1,151.15,134.94,133.29,147.58,140.51,139.7,133.65,145.24,132.29,138.15,136.72,139.07,152.21,137.33,140.48,154.8,147.83,145.03,152.7,135.2,146.31,,33,965,36,31.08,
15.11.23 21:13:01,4.03,140.01,139.84,132.06,148.7,137.5,134.26,145.75,149.36,135.51,125.37,150.73,132.49,140.33,138.29,145.94,151.36,146.38,143.37,144.55,135.82,145.63,141.12,139.77,151.9,,33,965,36,31.1,
15.11.23 21:13:16,4.28,144.03,142.24,127.63,142.24,143.88,140.33,143.12,132.25,137.9,123.28,145.24,145.92,141.12,139.47,139.88,155.62,149.24,142.75,147.4,143.24,148.22,150.19,146.42,156.94,,33,965,36,31.13,
15.11.23 21:13:31,4.53,138.42,141.04,125.53,158.59,140.88,134.65,142.92,147.29,144.53,129.58,150.73,135.86,139.73,136.33,138.07,160.37,143.74,144.4,140.92,147.62,151.64,139.5,143.99,147.34,,33,965,36,31.16,
15.11.23 21:13:46,4.78,140.41,150.95,135.76,149.72,145.7,132.9,152.51,139.7,141.71,125.75,146.86,133.28,139.14,136.13,136.08,160.37,144.15,141.92,149.64,150.57,136.77,145.22,135.99,156.73,,33,965,36,31.17,
15.11.23 21:14:01,5.03,148.48,148.91,142.87,155.27,150.37,145.1,144.33,157.33,143.93,122.52,144.83,140.45,138.54,147.65,138.87,168.9,153.56,146.9,153.76,149.09,139.9,160.94,146.01,158.63,,33,965,36,31.17,
15.11.23 21:14:16,5.28,136.83,152.18,140.09,157.55,147.31,133.48,142.71,151.23,135.91,139.72,149.71,148.57,156.97,143.64,142.89,164.07,141.33,135.58,157.3,145.74,146.42,143.78,148.86,154.2,,33,965,36,31.21,
15.11.23 21:14:31,5.53,141.21,145.46,140.29,146.67,151.18,137.38,143.72,150.19,138.5,121.2,153.19,142.47,157.8,147.05,142.09,159.93,140.92,142.13,151.7,154.39,140.09,149.77,147.64,163.1,,33,965,36,31.21,
15.11.23 21:14:46,5.78,136.83,141.84,132.26,153.21,146.51,136.01,140.1,146.46,146.16,126.9,152.58,138.85,140.53,132.23,133.31,157.77,132.58,137.41,148.62,144.49,144.04,144.19,134.01,157.15,,33,965,36,31.24,
15.11.23 21:15:01,6.03,137.82,158.18,134.4,153.41,150.16,136.99,154.17,146.87,137.5,126.32,148.08,134.67,132.64,148.46,140.68,158.64,133.76,138.43,141.73,137.46,128.87,145.43,117.97,153.16,,33,965,36,31.25,
15.11.23 21:15:16,6.28,139.22,146.87,136.94,150.74,147.11,134.45,147.38,133.65,140.9,135.2,143.62,132.89,135.97,144.04,138.67,161.45,153.35,142.54,148.62,151.63,143.25,154.8,136.58,154.62,,33,965,36,31.28,
15.11.23 21:15:31,6.53,131.52,146.27,135.37,154.65,139.69,132.7,142.71,141.12,135.32,135.99,140.21,136.65,135.38,129.14,134.5,147.76,131.99,138.02,145.36,140.13,148.82,149.36,121.59,160.54,,33,965,36,31.28,
15.11.23 21:15:46,6.78,143.22,147.89,129.94,144.25,141.48,133.87,149.63,143.37,152.1,132.48,159,135.66,151.01,149.27,135.88,152.85,143.34,132.95,155.21,151.63,140.68,153.33,128.92,164.17,,33,965,36,31.3,
15.11.23 21:16:01,7.03,143.82,154.65,139.1,165.11,157.57,143.7,160.43,157.33,156.03,133.84,154.85,145.31,155.31,151.09,152.08,174.68,154.38,152.14,149.24,144.28,161.44,163.94,144.59,160.11,,33,965,36,31.31,
15.11.23 21:16:16,7.28,139.62,142.04,129.55,147.28,143.68,144.9,154.37,142.55,142.71,122.33,151.55,136.06,134.6,137.5,132.13,156.05,148.62,138.02,147.6,145.74,145.23,152.91,135.79,152.74,,33,965,36,31.35,
15.11.23 21:16:31,7.53,128.6,145.46,130.9,157.14,132.98,132.12,140.1,135.45,143.72,126.32,135.05,135.06,144.33,134.18,135.69,158.64,142.94,144.61,143.14,145.53,137.16,153.33,126.01,155.04,,33,965,36,31.35,
15.11.23 21:16:46,7.78,135.25,150.95,129.75,157.14,141.68,140.13,150.24,146.87,143.32,138.34,151.14,134.86,142.72,147.05,146.34,161.02,133.56,137.21,151.49,147.2,141.67,152.28,138.17,160.96,,33,965,36,31.36,
15.11.23 21:17:01,8.03,139.02,141.84,135.76,153.41,143.88,128.85,150.24,142.35,151.27,135.4,149.71,146.12,138.34,141.85,141.28,161.45,137.53,146.27,155.01,141.37,138.92,145.43,132.64,159.48,,33,965,36,31.41,
15.11.23 21:17:16,8.28,135.65,149.11,127.25,162.15,146.3,137.38,150.45,154.8,138.3,129.78,141.41,134.47,146.94,137.31,136.88,168.9,132.19,131.54,146.18,144.69,147.82,146.87,131.66,159.05,,33,965,36,31.41,
15.11.23 21:17:31,8.53,149.3,150.54,146.46,168.08,152.21,146.3,153.75,138.08,152.92,133.65,149.91,140.05,159.67,154.15,148.38,166.26,146.99,142.75,158.55,149.3,147.82,161.37,148.86,165.89,,33,965,36,31.42,
15.11.23 21:17:46,8.78,132.3,148.5,134.59,155.68,141.48,140.93,151.48,145.22,146.36,129.58,152.58,138.65,145.94,137.7,141.68,163.19,140.12,135.58,151.7,151.63,143.84,151.02,141.57,155.88,,33,965,36,31.44,
15.11.23 21:18:01,9.03,138.82,148.3,139.69,152.38,149.55,136.4,152.92,141.74,142.31,130.74,149.91,143.48,143.92,144.64,143.7,165.38,149.03,148.36,153.97,155.46,138.92,157.33,135.2,155.25,,33,965,36,31.46,
15.11.23 21:18:16,9.28,147.26,155.27,138.51,156.31,146.51,144.5,153.34,137.07,144.13,143.09,140.21,147.14,144.12,148.66,151.67,166.26,150.26,149.61,155.63,150.36,145.43,160.94,144.39,153.99,,33,965,36,31.48,
15.11.23 21:18:31,9.53,137.23,137.65,131.68,151.77,141.28,133.87,151.07,148.53,135.71,133.65,159.21,138.45,140.73,138.09,140.88,164.5,137.73,137.62,146.18,148.46,134.06,149.15,134.21,159.48,,33,965,36,31.49,
15.11.23 21:18:46,9.78,142.82,146.87,141.28,156.93,144.49,136.79,150.04,147.29,143.32,140.71,151.14,135.86,137.16,141.85,149.41,161.02,151.08,147.94,145.77,151.2,139.9,156.27,146.01,154.83,,33,965,36,31.52,
15.11.23 21:19:01,10.03,131.13,136.07,124,144.65,139.69,133.67,146.36,129.66,130.59,127.47,146.45,133.48,130.5,142.25,137.48,151.99,133.76,136.6,143.74,140.96,138.14,146.05,142.37,151.28,,33,965,36,31.53,
15.11.23 21:19:16,10.28,144.43,150.34,132.26,151.36,146.3,140.33,151.48,145.43,149.63,140.51,149.3,147.34,146.74,152.72,154.57,161.89,146.58,155.53,152.52,151.84,149.62,158.6,135.2,161.6,,33,965,36,31.53,
15.11.23 21:19:31,10.53,145.84,143.24,144.86,154.65,140.28,134.65,150.04,148.53,149.22,140.11,155.05,135.26,151.21,156.2,144.11,166.7,144.35,145.85,153.76,151.63,157.12,151.65,137.78,156.73,,33,965,36,31.56,
15.11.23 21:19:46,10.78,133.48,138.05,130.52,151.56,140.48,135.62,150.86,145.43,139.7,136.77,145.84,137.05,143.12,144.84,150.02,156.05,149.44,150.45,159.18,150.36,143.05,159.03,136.19,147.13,,33,965,36,31.58,
15.11.23 21:20:01,11.03,142.62,147.89,144.46,165.11,149.75,136.01,151.89,153.54,147.18,128.05,141.61,133.48,154.9,151.5,144.92,160.8,150.47,152.98,153.56,146.57,154.27,152.91,143.78,162.46,,33,965,36,31.6,
15.11.23 21:20:16,11.28,138.62,159.64,128.78,153.21,137.9,136.01,163.38,144.19,146.56,135.79,162.15,142.87,142.32,145.84,142.29,161.02,134.16,143.99,156.88,152.48,149.02,151.65,142.17,157.15,,33,965,36,31.6,
15.11.23 21:20:31,11.53,144.83,147.28,140.29,156.72,154.67,141.52,154.17,149.77,151.48,141.3,150.32,145.1,138.34,152.72,134.3,159.5,143.95,151.08,153.14,154.6,155.69,166.75,139.77,156.3,,33,965,36,31.61,
15.11.23 21:20:46,11.78,138.42,144.65,134.2,149.52,144.29,141.72,148.81,150.61,146.56,129.01,159,137.25,154.7,148.06,142.49,158.42,141.93,146.69,151.29,151.84,145.03,152.91,146.62,155.46,,33,965,36,31.63,
15.11.23 21:21:01,12.03,140.81,159.43,124.76,151.15,141.28,139.15,151.48,138.68,144.33,131.9,152.99,140.45,146.54,137.5,136.88,162.54,145.97,135.78,150.05,151.2,143.64,154.38,132.24,158.84,,33,965,36,31.66,
15.11.23 21:21:16,12.28,145.03,154.24,138.91,147.69,153.64,144.1,153.34,157.33,145.55,144.68,155.88,146.12,153.26,143.84,151.88,165.38,140.92,149.4,153.35,152.26,144.63,155.22,133.42,158.42,,33,965,36,31.67,
15.11.23 21:21:31,12.53,141.01,144.45,136.55,154.65,148.94,135.82,146.16,145.84,148.2,137.36,148.48,139.25,144.73,148.46,142.49,169.34,156.05,141.92,152.73,149.3,146.02,155.85,146.62,161.18,,33,965,36,31.7,
15.11.23 21:21:46,12.78,141.21,157.55,134.2,161.31,150.16,141.91,157.08,156.06,151.48,135.79,158.58,149.8,143.92,149.67,153.74,171.12,161.7,139.46,146.58,160.18,152.04,159.45,142.37,165.25,,33,965,36,31.71,
15.11.23 21:22:01,13.03,145.44,146.47,142.67,157.76,145.29,147.7,156.45,154.17,154.17,137.75,151.14,143.89,153.26,142.25,151.26,156.27,159.6,142.13,152.32,153.11,145.82,153.75,137.78,163.96,,33,965,36,31.73,
15.11.23 21:22:16,13.28,140.81,148.3,131.68,150.54,149.96,133.09,149.42,144.4,152.3,143.88,150.52,143.28,137.36,146.25,146.55,168.02,138.92,143.78,159.39,149.52,149.22,156.91,140.17,155.88,,33,965,36,31.74,
15.11.23 21:22:31,13.53,143.22,146.27,143.66,160.47,143.28,135.04,146.77,150.19,148.61,143.48,147.26,143.48,136.37,145.04,148.18,157.56,151.9,132.55,155.84,144.9,139.9,159.88,136.98,161.39,,33,965,36,31.77,
15.11.23 21:22:46,13.78,142.22,152.8,126.86,163.63,147.11,141.91,148.2,142.76,145.14,137.75,147.47,143.48,141.12,146.85,139.68,163.85,145.36,142.75,156.46,149.73,152.04,155.64,140.37,161.6,,33,965,36,31.78,
15.11.23 21:23:01,14.03,153.4,146.47,142.07,164.26,150.77,142.91,165.3,150.19,150.66,135.59,165.95,147.75,154.7,147.25,151.05,171.12,134.75,150.24,147.19,153.96,150.83,157.12,147.43,163.31,,33,965,36,31.8,
15.11.23 21:23:16,14.28,148.08,154.44,138.12,154.44,149.14,144.9,156.66,147.91,155,135.99,156.09,135.66,148.56,155.59,153.53,167.58,148.42,149.4,159.81,147.2,148.02,164.8,144.19,165.03,,33,965,36,31.81,
15.11.23 21:23:31,14.53,144.83,155.06,139.5,163.63,147.72,142.31,156.66,146.46,151.07,138.73,143.82,148.98,147.75,157.85,151.05,168.9,154.38,141.51,149.85,153.54,146.02,157.75,155.03,161.39,,33,965,36,31.83,
15.11.23 21:23:46,14.78,141.61,145.86,128.4,146.06,149.96,136.99,148.2,150.82,155.83,144.08,150.73,144.7,148.36,139.28,141.89,156.27,153.76,146.27,155.21,152.48,151.23,147.29,145.6,168.27,,33,965,36,31.84,
15.11.23 21:24:01,15.03,142.22,159.01,141.48,161.73,146.91,141.52,154.58,140.92,147.79,139.91,157.75,149.39,142.12,146.04,147.36,164.5,150.26,140.07,150.88,151.63,145.43,156.27,143.99,158.42,,33,965,36,31.85,
15.11.23 21:24:16,15.28,146.65,147.89,137.92,163.2,144.09,145.1,143.32,144.4,156.03,139.13,147.87,147.14,144.12,139.87,148.59,163.63,153.35,147.73,149.03,148.46,156.51,146.66,140.77,161.82,,33,965,36,31.88,
15.11.23 21:24:31,15.53,145.44,154.03,142.07,160.89,145.7,144.3,158.54,152.28,150.86,141.89,144.03,143.68,149.58,142.85,164.65,165.6,147.4,148.36,156.67,155.03,146.02,161.37,140.77,168.48,,33,965,36,31.88,
15.11.23 21:24:46,15.78,145.03,157.76,131.48,157.97,148.74,145.1,150.24,140.31,141.1,131.32,142.62,145.31,140.73,154.56,146.14,160.58,157.5,143.57,156.88,154.18,143.64,150.19,145,160.33,,33,965,36,31.91,
15.11.23 21:25:01,16.03,140.41,144.65,136.35,155.06,146.51,144.3,146.16,151.65,144.33,126.71,150.93,137.25,139.14,146.45,151.05,160.37,146.99,150.24,143.74,150.78,149.22,152.49,135.99,156.52,,33,965,36,31.92,
15.11.23 21:25:16,16.28,143.02,154.86,135.76,153.62,145.5,149.92,152.51,143.17,152.1,146.08,155.88,135.66,137.55,147.05,142.69,161.67,153.35,138.02,146.58,150.57,144.63,156.48,148.25,150.65,,33,965,36,31.94,
15.11.23 21:25:31,16.53,151.55,148.7,143.07,168.51,147.92,154.59,167,160.3,153.54,149.5,163.41,140.86,159.25,150.69,156.23,167.14,150.47,153.83,153.56,147.2,144.04,156.7,147.02,159.9,,33,965,36,31.95,
15.11.23 21:25:46,16.78,139.22,148.7,124.96,156.51,156.12,143.11,145.95,147.29,155.62,130.16,154.23,143.89,148.16,145.04,150.02,158.42,153.97,141.92,152.11,161.26,149.42,161.16,141.37,158.42,,33,965,36,31.96,
15.11.23 21:26:01,17.03,141.41,149.52,133.81,153,160.7,140.93,151.27,154.59,157.49,143.68,155.88,137.05,150.6,152.11,148.79,164.07,152.73,151.29,168.07,146.78,151.23,155.85,147.84,160.54,,33,965,36,31.98,
15.11.23 21:26:16,17.28,137.03,136.66,127.44,154.65,144.09,131.93,144.74,143.99,153.75,129.01,147.87,138.85,150.6,131.65,151.26,161.45,149.44,146.27,141.93,152.26,142.06,147.91,133.62,154.62,,33,965,36,31.99,
15.11.23 21:26:31,17.53,135.84,145.86,135.76,153.62,142.68,146.1,151.27,148.94,153.96,129.2,153.4,138.85,143.52,136.52,150.02,163.85,157.09,142.95,150.67,149.52,147.02,149.57,131.26,156.73,,33,965,36,32,
15.11.23 21:26:46,17.78,139.02,148.09,133.62,161.31,140.68,129.23,150.24,148.53,155.41,133.84,159.63,140.66,142.32,145.44,150.64,165.16,150.47,155.1,154.18,153.54,144.04,162.44,139.57,162.89,,33,965,36,32,
15.11.23 21:27:01,18.03,149.5,150.54,139.69,162.78,143.48,146.7,154.17,159.45,147.79,146.48,146.86,146.12,147.75,139.28,142.89,166.04,146.38,145.65,157.3,151.2,142.85,157.97,144.39,156.73,,33,965,36,32.03,
15.11.23 21:27:16,18.28,141.61,144.45,130.9,147.28,147.31,139.74,146.97,151.44,151.68,132.68,146.65,142.27,146.34,138.68,143.1,161.02,144.55,145.02,156.05,152.69,143.25,151.86,137.38,163.53,,33,965,36,32.05,
15.11.23 21:27:31,18.53,135.05,157.55,136.16,168.29,141.88,146.3,156.87,144.81,155,139.72,160.47,137.05,149.38,150.08,147.57,162.98,150.67,143.37,153.35,144.28,147.02,156.48,156.07,169.35,,33,965,36,32.06,
15.11.23 21:27:46,18.78,142.62,143.04,130.52,157.34,145.7,139.15,154.58,140.92,152.72,140.51,158.58,139.85,148.56,145.44,148.79,160.58,156.25,141.92,147.19,145.95,140.49,154.8,147.64,150.65,,33,965,36,32.06,
15.11.23 21:28:01,19.03,135.25,144.65,127.44,154.86,142.68,125.4,150.24,147.29,152.51,130.93,147.67,143.68,146.14,134.18,144.72,154.77,142.53,146.69,151.7,143.03,143.25,159.66,142.58,158.42,,33,965,36,32.09,
15.11.23 21:28:16,19.28,144.43,152.59,137.14,155.89,148.74,145.7,156.66,151.44,154.58,140.11,154.43,142.27,150.39,150.08,150.44,163.63,153.76,146.48,153.76,149.73,147.82,158.39,145.4,159.9,,33,965,36,32.1,
15.11.23 21:28:31,19.53,144.83,153,136.94,156.31,148.74,145.5,156.45,152.28,154.17,140.31,154.43,142.67,150.8,150.08,151.46,163.63,153.14,146.9,153.56,149.73,147.82,157.97,145.81,160.33,,33,965,36,32.09,
15.11.23 21:28:46,19.78,144.43,152.38,136.35,155.48,148.13,145.5,156.24,151.44,154.37,139.72,153.81,141.46,150.39,150.08,150.02,163.41,152.94,147.52,153.35,149.94,147.82,158.18,145.81,159.48,,33,965,36,32.08,
15.11.23 21:29:01,20.03,144.83,153.21,137.53,156.31,148.13,145.7,156.66,152.28,154.17,139.91,154.02,140.66,149.78,150.08,150.44,162.98,153.14,146.69,153.56,150.15,147.42,158.6,145.6,159.9,,33,965,36,32.08,
15.11.23 21:29:16,20.28,145.24,153.21,136.74,156.51,148.33,145.9,156.66,152.49,154.37,139.72,154.02,141.26,150.39,150.08,150.85,163.85,153.56,147.31,153.76,150.36,147.22,158.18,145.81,159.9,,33,965,36,32.05,
15.11.23 21:29:31,20.53,144.83,152.8,136.35,156.51,147.72,145.7,156.24,150.61,154.17,139.13,153.4,140.45,150.39,149.27,150.02,162.76,152.11,146.69,153.14,150.15,146.62,158.39,145.81,159.05,,33,965,36,32.03,
15.11.23 21:29:46,20.78,144.43,152.38,135.76,156.1,147.92,144.1,156.66,150.4,154.79,138.54,152.99,140.86,150.39,149.47,148.79,163.19,152.52,145.44,152.32,149.73,147.02,158.18,144.79,159.69,,33,965,36,32.03,
15.11.23 21:30:01,21.03,144.43,152.38,135.37,156.1,147.72,145.3,156.66,151.44,153.54,137.55,153.19,139.85,148.97,149.27,149,163.41,152.52,145.44,152.32,149.52,146.62,158.39,145.4,160.11,,33,965,36,32.02,
15.11.23 21:30:16,21.28,144.03,152.59,133.62,155.68,147.11,144.1,156.87,151.02,153.13,138.54,153.4,138.45,149.99,149.27,147.97,163.19,152.11,145.44,152.32,149.3,145.82,157.33,144.59,159.9,,33,965,36,31.99,
15.11.23 21:30:31,21.53,143.62,151.36,133.42,155.48,147.72,144.7,156.66,150.19,152.72,137.55,153.19,138.05,149.38,149.27,148.18,163.41,151.7,144.82,152.94,149.3,146.02,157.75,145.6,160.11,,33,965,36,31.99,
15.11.23 21:30:46,21.78,144.03,152.38,133.04,155.27,147.31,144.3,157.08,149.98,152.51,137.95,154.23,137.05,149.99,149.47,147.97,163.41,152.32,145.65,153.14,149.52,145.82,157.33,145.81,160.54,,33,965,36,31.98,
15.11.23 21:31:01,22.03,143.82,152.38,133.23,155.89,147.72,145.1,156.66,148.94,152.51,137.16,152.78,136.45,149.58,149.47,146.14,162.76,152.73,144.19,153.14,149.52,146.42,157.54,144.79,159.69,,33,965,36,31.98,
15.11.23 21:31:16,22.28,143.22,152.59,132.26,155.06,147.72,143.9,157.08,148.53,151.27,136.57,153.4,136.06,149.78,149.07,146.75,162.76,152.52,144.19,152.52,149.73,146.22,157.54,144.79,159.26,,33,965,36,31.96,
15.11.23 21:31:31,22.53,143.02,152.38,132.26,156.1,147.31,143.7,156.45,149.36,151.89,136.77,152.99,136.26,149.78,149.47,145.53,162.54,152.32,144.4,152.52,149.73,146.82,157.97,145.6,159.9,,33,965,36,31.96,
15.11.23 21:31:46,22.78,143.02,151.56,131.48,155.27,146.91,143.11,156.66,147.49,151.68,136.38,153.4,134.86,149.58,149.27,146.55,163.41,152.32,144.4,152.11,149.73,145.82,158.18,145.2,159.9,,33,965,36,31.96,
15.11.23 21:32:01,23.03,141.61,152.18,131.68,155.06,146.51,143.11,157.49,147.7,150.24,136.77,152.58,134.27,149.58,148.66,144.92,162.98,151.9,143.78,152.32,149.73,145.82,157.54,145.6,159.9,,33,965,36,31.94,
15.11.23 21:32:16,23.28,141.82,152.18,131.68,155.48,147.11,142.91,156.66,147.29,149.63,134.62,153.4,132.69,149.58,149.47,144.31,162.98,152.11,142.75,151.7,149.94,146.02,157.33,145.4,159.69,,33,965,36,31.92,
15.11.23 21:32:31,23.53,141.21,151.97,129.94,155.89,147.11,141.91,157.08,147.7,149.42,135.2,153.81,132.89,149.78,149.07,143.7,162.32,151.7,142.95,152.32,149.73,146.02,157.12,144.39,159.9,,33,965,36,31.92,
15.11.23 21:32:46,23.78,141.61,151.77,129.75,155.48,146.91,141.72,156.87,146.87,149.42,134.42,152.99,131.7,150.19,148.86,144.11,162.76,151.9,142.95,152.32,150.36,145.63,157.97,144.59,159.48,,33,965,36,31.91,
15.11.23 21:33:01,24.03,141.82,151.77,129.36,154.86,146.91,141.91,156.45,145.84,149.63,134.62,152.58,131.31,148.97,148.66,142.09,162.32,151.49,143.16,152.32,149.52,145.82,157.12,145,159.26,,33,965,36,31.89,
15.11.23 21:33:16,24.28,141.21,152.38,128.78,155.27,146.71,141.91,157.08,146.25,149.01,135.01,152.99,130.52,148.77,148.86,143.3,162.76,151.08,142.54,152.52,150.36,145.82,157.54,144.79,159.69,,33,965,36,31.89,
15.11.23 21:33:31,24.53,140.81,151.56,129.75,155.27,146.3,140.73,157.29,145.63,148.61,132.87,154.02,130.52,149.38,148.66,142.29,162.76,151.08,142.95,151.9,150.15,145.82,157.33,144.39,159.48,,33,965,36,31.88,
