Measurement Name :,06_20231115_Plate06__SDR710_27C,,Generated On :,"15/11/2023, 21:51:48",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 21:33:46,24.78,140.61,151.97,128.4,155.27,146.3,141.72,156.87,144.81,148.61,132.87,153.19,130.13,149.38,148.66,142.49,162.98,151.08,142.75,151.29,150.36,145.63,157.12,144.39,159.26,,33,965,36,31.88,
15.11.23 21:34:01,25.03,140.21,151.77,127.63,154.86,145.7,140.93,156.45,144.81,148.2,132.87,152.99,130.33,149.38,149.07,140.88,162.76,151.08,142.75,151.49,149.94,145.63,156.91,143.38,159.26,,33,965,36,31.88,
15.11.23 21:34:16,25.28,140.01,151.15,128.21,155.48,146.1,138.95,157.29,145.22,147.38,132.29,153.4,130.13,149.58,148.86,141.08,162.1,150.67,141.92,151.9,150.36,145.23,157.12,144.19,159.69,,33,965,36,31.86,
15.11.23 21:34:31,25.53,140.01,151.56,126.86,154.44,147.11,139.35,157.29,144.6,147.79,131.32,153.81,128.37,149.17,148.86,139.88,162.54,150.47,140.69,151.7,150.99,145.03,157.54,143.78,158.63,,33,965,36,31.86,
15.11.23 21:34:46,25.78,139.62,151.56,127.25,154.65,145.9,139.94,156.45,143.78,146.97,131.9,153.19,128.96,148.77,148.46,139.88,162.32,151.08,140.48,151.29,150.15,145.63,157.12,143.78,159.48,,33,965,36,31.86,
15.11.23 21:35:01,26.03,139.02,151.56,125.72,155.27,146.3,139.94,156.87,143.78,147.79,131.13,153.19,127.78,148.77,148.46,139.47,161.89,150.47,141.1,151.49,149.73,144.83,156.48,143.38,158.63,,33,965,36,31.85,
15.11.23 21:35:16,26.28,139.22,150.74,126.1,155.06,145.9,139.35,156.87,143.37,145.34,130.55,153.4,127.01,148.97,148.26,137.88,162.1,150.67,139.46,151.29,149.52,144.83,156.91,143.99,159.05,,33,965,36,31.84,
15.11.23 21:35:31,26.53,138.82,151.36,124.96,155.06,145.9,138.36,156.87,143.17,145.34,130.16,153.4,125.26,148.77,148.06,138.67,161.67,150.67,139.25,151.7,149.73,145.03,156.91,143.18,159.05,,33,965,36,31.85,
15.11.23 21:35:46,26.78,138.22,151.36,124.96,154.65,146.3,139.15,156.87,143.78,145.14,130.16,152.78,125.06,148.56,148.66,139.07,162.32,151.08,139.66,150.47,150.15,145.23,156.91,142.98,158.84,,33,965,36,31.83,
15.11.23 21:36:01,27.03,138.02,150.74,125.53,154.86,145.7,138.56,156.66,142.35,144.94,129.2,153.19,125.26,148.36,148.26,138.07,161.67,150.26,139.05,150.47,149.94,144.24,156.7,142.98,159.26,,33,965,36,31.83,
15.11.23 21:36:16,27.28,137.63,151.36,124.96,154.65,145.9,138.17,156.45,141.94,144.94,129.58,153.4,123.71,148.56,148.26,137.28,161.89,150.47,138.64,150.88,149.94,144.63,157.12,142.17,158.42,,33,965,36,31.83,
15.11.23 21:36:31,27.53,137.43,150.54,124.96,154.65,145.5,138.56,156.66,141.53,144.33,130.16,153.4,124.1,148.56,148.66,136.88,161.67,150.88,138.64,151.29,149.73,144.63,156.7,143.58,159.05,,33,965,36,31.83,
15.11.23 21:36:46,27.78,137.82,150.34,124.76,154.03,146.1,138.76,156.24,141.33,143.72,128.43,153.4,123.71,148.16,148.46,136.88,162.1,151.7,138.64,150.47,150.15,144.63,156.48,143.18,158.42,,33,965,36,31.83,
15.11.23 21:37:01,28.03,137.03,150.74,124.38,154.65,145.7,136.99,156.66,140.51,143.52,128.62,152.17,122.94,148.16,148.46,136.08,162.1,150.88,137.62,150.88,150.36,144.24,156.7,142.58,159.05,,33,965,36,31.81,
15.11.23 21:37:16,28.28,137.43,150.95,123.62,155.06,145.9,137.58,156.45,140.51,142.92,128.24,153.19,121.78,148.16,148.66,136.48,161.67,151.7,138.23,150.26,150.78,144.24,156.91,142.37,159.26,,33,965,36,31.81,
15.11.23 21:37:31,28.53,137.23,151.36,124.19,154.65,145.5,137.58,156.87,140.72,142.92,127.66,152.99,122.17,147.75,148.06,136.28,162.54,152.52,137.41,150.26,150.78,144.83,157.33,142.98,159.26,,33,965,36,31.83,
15.11.23 21:37:46,28.78,137.23,150.95,122.3,154.03,145.29,136.6,156.45,141.12,142.11,127.09,152.99,121.59,148.16,148.46,135.88,161.45,151.7,137.21,151.08,149.73,144.63,156.48,142.78,158.42,,33,965,36,31.83,
15.11.23 21:38:01,29.03,136.64,150.95,122.87,154.44,145.29,136.79,157.08,141.12,142.51,127.47,152.78,122.36,148.77,148.26,136.28,162.1,151.9,136.8,151.08,150.99,144.83,156.7,142.98,159.05,,33,965,36,31.83,
15.11.23 21:38:16,29.28,136.44,150.54,122.87,155.06,145.9,136.6,157.08,140.31,142.71,126.71,151.96,121.97,148.56,148.86,136.08,162.1,152.32,136.6,151.29,150.57,144.63,156.91,142.17,159.69,,33,965,36,31.83,
15.11.23 21:38:31,29.53,136.83,151.36,122.68,155.06,145.9,136.4,156.87,140.51,141.51,126.32,152.99,121.01,148.77,148.26,135.69,162.1,152.32,135.99,151.08,151.2,145.43,157.33,142.17,159.48,,33,965,36,31.85,
15.11.23 21:38:46,29.78,136.04,151.36,121.73,154.03,146.3,136.6,156.87,138.89,142.31,124.61,152.99,121.4,148.16,148.86,134.89,161.89,151.9,135.78,151.08,150.36,144.43,156.48,142.17,159.05,,33,965,36,31.85,
15.11.23 21:39:01,30.03,137.03,151.15,122.11,154.44,146.1,136.4,156.87,138.28,141.1,125.56,153.19,119.1,148.97,148.26,133.9,161.89,152.73,136.8,150.67,150.78,144.24,156.7,142.37,159.48,,33,965,36,31.85,
15.11.23 21:39:16,30.28,136.44,151.36,122.3,154.65,145.9,136.79,156.66,137.87,141.1,125.56,152.37,119.29,148.97,148.86,134.89,162.54,152.52,136.39,150.67,150.99,145.03,157.33,142.17,159.9,,33,965,36,31.85,
15.11.23 21:39:31,30.53,136.04,151.56,121.92,154.86,146.51,136.21,157.08,137.87,140.9,124.23,152.99,118.72,149.38,148.46,133.9,162.1,152.52,136.6,150.88,150.57,144.43,157.12,143.18,159.9,,33,965,36,31.86,
15.11.23 21:39:46,30.78,135.65,151.36,122.3,154.24,145.9,135.62,157.08,138.08,141.51,124.99,152.99,119.48,148.97,148.66,133.7,161.89,152.73,136.6,151.08,150.99,144.63,157.54,141.97,159.26,,33,965,36,31.86,
15.11.23 21:40:01,31.03,135.25,150.54,120.97,154.24,146.1,134.84,157.29,136.86,140.3,124.04,153.19,117,148.77,148.86,133.11,161.89,152.73,135.38,150.26,150.78,144.63,157.54,141.57,160.11,,33,965,36,31.86,
15.11.23 21:40:16,31.28,134.86,151.56,120.97,154.44,145.9,135.04,156.45,136.46,140.1,123.85,152.17,116.62,148.56,148.66,133.51,161.45,152.52,135.38,151.08,150.36,144.24,156.91,141.57,159.9,,33,965,36,31.88,
15.11.23 21:40:31,31.53,134.86,150.95,120.79,155.06,146.1,134.84,156.87,135.86,139.5,124.42,153.19,117,148.97,148.86,133.51,161.67,152.32,133.96,150.88,150.36,144.24,157.12,140.57,159.9,,33,965,36,31.89,
15.11.23 21:40:46,31.78,135.05,150.95,121.35,154.65,146.3,134.65,157.08,135.05,138.9,124.23,153.4,115.87,149.78,148.66,133.11,162.32,152.73,135.18,151.08,150.57,144.83,157.33,141.57,159.69,,33,965,36,31.89,
15.11.23 21:41:01,32.03,134.46,151.77,120.79,154.86,146.91,134.65,157.29,135.25,138.9,124.04,153.19,115.87,149.78,148.86,131.14,162.32,152.94,135.38,151.49,150.15,144.43,157.75,141.17,158.63,,33,965,36,31.91,
15.11.23 21:41:16,32.28,134.86,151.36,120.6,154.44,146.51,134.65,156.87,134.65,138.5,123.66,153.61,115.3,149.38,148.46,131.54,162.32,152.73,133.56,150.88,150.57,144.24,157.12,140.57,159.48,,33,965,36,31.92,
15.11.23 21:41:31,32.53,134.86,151.56,120.6,154.86,146.3,133.87,156.87,133.65,138.7,123.47,153.81,115.3,149.58,148.86,132.32,162.54,152.73,133.76,150.26,150.36,144.04,157.75,140.77,159.69,,33,965,36,31.94,
15.11.23 21:41:46,32.78,134.46,151.36,120.22,154.65,146.51,134.06,157.08,132.84,137.7,122.52,152.99,114.35,149.38,148.46,131.54,161.89,153.14,133.35,151.29,149.94,143.84,156.91,140.97,159.05,,33,965,36,31.92,
15.11.23 21:42:01,33.03,134.27,151.97,119.47,154.65,146.1,134.06,157.08,132.44,137.7,122.33,152.99,114.73,149.58,149.07,131.34,162.54,152.94,133.76,151.7,150.99,144.63,157.33,140.77,160.11,,33,965,36,31.92,
15.11.23 21:42:16,33.28,133.48,151.15,118.15,154.65,146.3,133.29,156.24,132.44,137.7,121.96,153.81,115.3,149.78,148.66,131.34,161.45,152.52,132.55,151.29,149.09,144.04,157.33,141.37,159.48,,33,965,36,31.94,
15.11.23 21:42:31,33.53,133.28,151.77,118.72,154.86,146.3,133.48,156.87,132.25,137.7,121.39,154.23,114.35,149.58,148.86,130.75,161.89,152.52,133.15,151.7,150.36,144.83,157.54,140.57,159.48,,33,965,36,31.95,
15.11.23 21:42:46,33.78,133.09,150.74,117.97,154.65,146.71,133.67,157.29,131.25,137.7,119.51,153.61,114.54,149.78,149.07,130.16,161.23,152.52,132.55,151.7,149.94,144.04,157.33,140.17,159.05,,33,965,36,31.96,
15.11.23 21:43:01,34.03,133.48,150.74,117.78,154.24,146.51,132.7,156.87,131.45,136.71,120.45,153.61,113.97,149.78,148.86,129.77,162.1,151.9,131.94,151.08,150.57,143.84,157.33,140.57,160.11,,33,965,36,31.96,
15.11.23 21:43:16,34.28,132.89,151.36,118.34,154.86,147.11,133.67,157.29,132.05,136.51,119.32,153.19,112.84,150.19,148.66,129.97,162.54,151.9,131.34,152.11,150.15,144.43,157.33,139.97,159.26,,33,965,36,31.96,
15.11.23 21:43:31,34.53,133.09,151.15,117.78,154.86,147.11,132.32,156.66,131.05,136.9,119.13,152.78,112.84,149.38,148.66,129.38,161.89,152.32,131.34,151.7,149.52,144.43,157.54,139.97,158.63,,33,965,36,31.96,
15.11.23 21:43:46,34.78,133.09,151.56,117.78,155.27,146.3,133.09,157.29,130.25,136.31,120.26,154.02,112.09,150.19,148.66,128.99,162.1,151.49,130.73,151.7,149.73,143.84,157.54,139.97,159.69,,33,965,36,31.98,
15.11.23 21:44:01,35.03,132.11,151.97,118.15,154.65,147.11,132.7,157.49,129.06,135.32,119.51,153.4,112.09,149.99,149.07,128.21,162.32,151.9,130.94,151.9,150.15,144.24,157.54,140.77,159.48,,33,965,36,31.99,
15.11.23 21:44:16,35.28,132.3,151.77,117.22,155.06,147.31,133.09,157.49,128.47,135.91,118.94,153.81,111.9,149.58,149.27,128.21,162.1,152.11,131.94,152.11,150.36,144.43,157.33,139.77,159.48,,33,965,36,31.99,
15.11.23 21:44:31,35.53,132.3,151.36,116.29,154.65,147.52,131.54,156.87,128.27,135.71,118.01,153.61,111.34,149.58,148.86,128.99,162.1,151.7,130.94,151.9,149.52,144.24,157.12,139.97,159.26,,33,965,36,31.99,
15.11.23 21:44:46,35.78,131.91,151.36,115.91,154.24,147.31,131.74,156.45,127.68,135.91,118.19,154.02,110.59,150.19,148.26,127.82,161.45,151.7,131.34,151.49,149.73,144.24,156.7,139.37,159.48,,33,965,36,32,
15.11.23 21:45:01,36.03,131.91,152.18,116.1,154.86,147.31,130.77,157.08,127.68,135.71,117.82,154.02,111.34,150.39,148.86,127.82,161.02,152.94,130.13,151.9,150.15,144.43,157.75,139.77,159.69,,33,965,36,32.02,
15.11.23 21:45:16,36.28,131.32,150.95,116.29,154.44,147.72,130.96,157.29,127.28,134.13,117.63,153.61,111.53,149.58,149.07,127.43,162.32,151.7,130.33,152.32,150.36,143.84,157.75,139.17,159.69,,33,965,36,32.02,
15.11.23 21:45:31,36.53,131.52,151.36,114.98,154.44,147.31,130.96,157.29,128.07,134.33,118.01,153.81,111.34,149.38,148.66,127.23,161.89,151.7,129.13,151.7,150.57,144.24,157.33,139.77,159.05,,33,965,36,32.02,
15.11.23 21:45:46,36.78,130.15,150.74,114.98,154.86,147.31,130.77,156.87,127.08,133.54,118.19,153.19,111.34,149.58,149.47,126.84,161.45,152.11,130.13,152.32,149.73,144.04,157.54,139.97,159.69,,33,965,36,32.02,
15.11.23 21:46:01,37.03,130.35,151.15,114.61,154.65,147.31,130.77,156.66,126.49,133.54,116.7,153.61,109.47,149.38,148.86,125.87,161.67,151.29,129.73,152.32,150.36,144.04,157.54,139.37,159.48,,33,965,36,32.03,
15.11.23 21:46:16,37.28,129.76,151.56,114.42,154.86,147.92,130.77,157.08,127.08,133.73,115.58,153.4,109.47,149.38,148.66,126.46,162.1,152.11,129.73,151.9,149.94,143.84,157.97,138.97,159.26,,33,965,36,32.03,
15.11.23 21:46:31,37.53,130.15,151.56,114.05,154.03,147.92,130.58,156.87,126.1,133.54,116.51,154.02,109.84,149.99,148.46,126.26,161.89,151.7,128.73,151.9,149.94,143.84,157.33,138.77,159.05,,33,965,36,32.03,
15.11.23 21:46:46,37.78,129.37,151.56,113.68,153.82,147.11,130.38,157.08,125.71,133.14,115.77,153.61,110.41,149.58,148.66,125.49,162.32,151.9,128.33,152.32,149.94,143.84,157.33,138.37,159.05,,33,965,36,32.03,
15.11.23 21:47:01,38.03,129.18,151.77,113.31,155.06,147.52,130.38,156.66,125.71,132.75,115.58,154.23,110.78,149.78,148.66,126.07,161.67,151.29,127.73,151.7,149.52,143.84,156.91,138.97,159.05,,33,965,36,32.05,
15.11.23 21:47:16,38.28,129.18,151.77,112.94,154.65,147.92,129.81,157.08,125.71,131.17,115.21,153.81,108.35,149.38,149.07,125.49,161.67,151.7,128.13,152.11,149.73,143.64,157.12,139.37,158.84,,33,965,36,32.06,
15.11.23 21:47:31,38.53,129.18,151.56,112.94,154.44,147.92,128.46,156.66,124.92,132.16,115.77,153.4,107.98,149.78,149.07,125.49,162.32,151.7,127.14,152.11,149.94,143.64,157.12,139.57,159.05,,33,965,36,32.06,
15.11.23 21:47:46,38.78,128.98,152.18,113.5,154.03,147.72,128.46,157.08,124.92,132.94,115.02,153.19,108.35,149.58,149.07,124.9,162.54,151.9,128.33,152.11,149.52,143.64,157.12,139.17,159.48,,33,965,36,32.08,
15.11.23 21:48:01,39.03,128.21,151.36,113.13,154.86,147.92,129.04,157.08,124.33,131.17,115.58,153.4,108.35,149.99,148.86,124.71,162.1,152.11,128.53,152.94,149.3,144.04,157.33,138.77,159.69,,33,965,36,32.06,
15.11.23 21:48:16,39.28,127.63,151.36,112.94,154.44,147.72,128.85,157.49,123.16,131.57,114.28,154.23,107.24,148.97,148.66,124.13,161.89,151.7,128.13,152.52,149.52,143.84,157.75,138.77,159.26,,33,965,36,32.08,
15.11.23 21:48:31,39.53,127.24,151.15,112.57,154.03,147.72,128.27,156.03,123.35,131.37,114.1,153.19,107.61,149.38,148.46,123.55,162.1,151.49,128.33,152.32,149.94,143.44,156.91,138.77,159.05,,33,965,36,32.09,
15.11.23 21:48:46,39.78,126.85,151.56,112.02,154.65,148.33,127.31,156.87,122.77,131.57,113.91,153.61,106.5,149.38,148.86,123.55,162.1,151.08,127.14,152.52,149.94,143.05,158.18,138.17,158.84,,33,965,36,32.08,
15.11.23 21:49:01,40.03,127.24,151.56,112.39,154.86,147.92,126.55,156.87,122.37,130.59,114.28,154.23,106.87,149.38,148.66,123.36,162.1,151.49,126.34,152.32,149.73,143.44,157.12,138.37,158.84,,33,965,36,32.1,
15.11.23 21:49:16,40.28,127.82,151.56,111.28,155.06,148.33,126.55,156.87,122.37,129.02,115.02,153.4,107.05,149.99,149.07,123.55,161.89,152.11,126.94,152.73,149.09,143.64,157.75,138.57,159.48,,33,965,36,32.1,
15.11.23 21:49:31,40.53,127.63,151.36,110.91,154.44,147.72,126.36,157.08,121.6,130,113.36,153.81,106.87,149.38,148.86,122.78,161.23,151.9,126.34,152.11,149.52,143.44,157.33,138.17,158.84,,33,965,36,32.1,
15.11.23 21:49:46,40.78,127.05,151.77,111.1,154.44,148.13,126.93,156.87,121.21,130.19,112.99,153.4,106.31,149.99,149.07,122.78,161.89,151.9,126.74,151.9,149.09,143.64,157.12,138.17,159.26,,33,965,36,32.1,
15.11.23 21:50:01,41.03,126.27,151.97,110.91,154.03,147.52,126.36,157.49,121.01,129.02,112.62,153.19,105.94,149.78,148.86,122.01,161.67,151.9,126.14,152.52,148.88,143.64,157.33,137.38,158.84,,33,965,36,32.1,
15.11.23 21:50:16,41.28,125.89,151.77,111.47,154.86,147.52,125.4,156.87,121.21,129.61,112.62,154.02,105.57,149.38,148.86,121.82,161.89,151.9,125.15,152.32,149.52,143.64,157.33,137.38,158.63,,33,965,36,32.11,
15.11.23 21:50:31,41.53,126.08,151.77,110.91,154.65,148.53,125.79,157.29,120.82,129.02,113.17,153.61,106.13,149.38,148.66,122.01,162.32,151.49,126.34,152.52,149.73,143.25,157.12,137.58,158.84,,33,965,36,32.11,
15.11.23 21:50:46,41.78,125.69,151.15,110.36,153.82,147.31,125.02,156.66,120.62,127.66,112.8,153.4,105.2,149.17,148.66,120.67,162.1,151.49,125.55,152.11,149.3,142.65,157.33,137.18,158.84,,33,965,36,32.13,
15.11.23 21:51:01,42.03,125.5,151.56,110.91,154.03,147.52,124.64,157.29,120.62,128.43,112.43,153.81,105.39,149.17,148.86,120.86,162.32,151.08,124.75,151.9,149.52,143.44,157.33,137.38,159.69,,33,965,36,32.13,
