Measurement Name :,02_20231115_Plate02__SDR741_30C,,Generated On :,"15/11/2023, 16:39:06",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 16:07:01,11.28,123.33,157.5,73.96,169.31,161.72,83.81,174.73,170.73,157.83,99.9,156.6,109.83,105.4,159.86,170.39,172.46,156.96,162.58,110.4,127.89,92.31,123.75,163.44,171.44,,30,965,36,29.61,
15.11.23 16:07:16,11.53,143.81,177.05,85.69,182.59,179.35,101.5,180.51,191.96,182.14,110.57,187.26,122.39,118.49,177.52,183.07,192.17,181.9,177.68,123.14,142.22,102.7,133.89,181.2,183.11,,30,965,36,29.63,
15.11.23 16:07:31,11.78,114.62,155.3,77.41,161.92,160.62,84.18,165.64,168.42,159.83,94.57,167.72,111.23,105.8,164.27,173.58,170.58,160.29,169.96,109.61,122.78,84.17,122.71,166.8,171.44,,30,965,36,29.64,
15.11.23 16:07:46,12.03,119.26,164.81,68.93,166.61,163.06,78.67,172.67,173.97,159.83,102.4,168.62,103.09,103.84,162.28,173.12,172.22,166.55,169.96,110.4,122.14,86.37,117.94,167.48,175.37,,30,965,36,29.66,
15.11.23 16:08:01,12.28,101,154.42,68.57,159.92,163.06,82.89,166.32,172.58,149.71,91.93,158.14,97.81,93.83,153.32,164.28,168,158.29,164.41,96.08,118.14,76.53,106.13,155.9,164.35,,30,965,36,29.67,
15.11.23 16:08:16,12.53,112.42,154.21,66.61,160.59,167.07,72.88,168.35,168.65,155.62,88,164.13,98.78,94.02,152.03,160.7,168.94,161.18,167.18,101.13,118.98,78.52,113.83,156.12,162.31,,30,965,36,29.67,
15.11.23 16:08:31,12.78,105.3,149.64,63.78,158.82,156.43,78.49,161.39,164.76,152.99,86.14,152.44,98,92.88,152.89,166.08,161.51,154.76,166.25,95.11,113.97,74.92,108.35,158.33,163.21,,30,965,36,29.69,
15.11.23 16:08:46,13.03,95.39,142.77,50.9,140.01,133.77,61.86,144.52,157.75,137.69,73.15,142.53,80.63,79.77,138.02,143.63,148.11,144.77,145.94,83.69,101.46,64.63,96.77,145.9,147.39,,30,965,36,29.71,
15.11.23 16:09:01,13.28,110.03,151.59,65.02,152.24,157.53,66.62,153.21,158.65,150.37,82.44,154.19,88.57,89.66,138.65,156.49,161.97,153.67,158.93,93,110.24,64.8,104.32,149.57,158.93,,30,965,36,29.71,
15.11.23 16:09:17,13.55,105.69,157.5,65.55,160.14,153.38,76.13,163.62,167.74,157.39,93.25,165.25,99.95,91.36,160.52,168.57,171.28,159.18,164.18,100.15,121.3,78.52,110.98,163.44,171.44,,30,965,36,29.73,
15.11.23 16:09:32,13.8,113.22,158.6,64.49,170.21,164.61,81.97,168.35,178.17,164.52,90.43,169.07,100.74,100.16,160.74,171.3,181.01,172.45,173.92,101.52,126.6,73.84,114.65,168.38,174.45,,30,965,36,29.74,
15.11.23 16:09:47,14.05,110.43,162.58,67.33,161.92,165.06,71.62,175.88,169.11,157.17,91.93,166.37,96.64,82.54,161.18,167.89,175.53,164.31,163.95,100.93,119.61,74.2,112,158.99,167.31,,30,965,36,29.74,
15.11.23 16:10:02,14.3,110.83,172.48,71.08,168.4,168.42,71.26,181.9,176.53,164.52,97.04,173.16,98.78,98.04,170.28,174.96,179.34,168.59,174.39,104.85,125.96,77.26,121.05,169.28,175.37,,30,965,36,29.75,
15.11.23 16:10:17,14.55,95.97,144.05,50.04,151.59,149.26,58.36,158.5,156.85,154.08,81.89,144.88,79.51,75.54,144.76,152.09,156.24,147.57,154.18,82.75,103.08,64.45,96.57,145.47,153.57,,30,965,36,29.78,
15.11.23 16:10:32,14.8,97.51,149.42,53.83,153.99,153.38,57.32,161.83,162.04,149.28,76.41,153.75,83.26,77.93,148.38,155.16,158.98,149.96,162.35,87.47,100.65,66.39,102.52,150.65,159.15,,30,965,36,29.8,
15.11.23 16:10:47,15.05,104.71,157.5,61.49,154.64,154.9,64.85,153.64,157.08,154.96,76.59,153.09,84.96,74.99,149.66,163.16,162.43,157.41,156.44,84.07,105.73,64.8,105.53,150.44,160.28,,30,965,36,29.8,
15.11.23 16:11:02,15.3,114.42,167.5,66.79,174.76,171.36,71.98,167.9,182.88,161.39,87.63,165.47,96.64,94.21,164.27,174.5,178.38,168.36,169.96,101.91,125.11,74.74,112.61,167.7,171.9,,30,965,36,29.81,
15.11.23 16:11:17,15.55,96.54,156.4,56.6,155.52,158.85,50.94,172.44,162.94,155.18,81.34,150.7,84.58,80.32,153.32,159.59,165.21,149.52,167.18,86.14,107.98,66.39,98.94,155.02,158.7,,30,965,36,29.83,
15.11.23 16:11:32,15.8,103.34,154.86,49.53,150.94,148.61,54.9,162.5,167.51,152.11,80.05,156.6,81.2,75.54,157.23,162.49,161.74,153.45,163.26,84.07,108.8,64.98,96.57,159.43,166.39,,30,965,36,29.85,
15.11.23 16:11:47,16.05,119.66,165.26,58.34,154.42,165.06,60.63,169.94,170.73,154.3,75.32,162.35,83.64,87.21,160.08,173.81,169.64,165.88,174.39,88.04,117.51,64.45,110.78,158.1,169.83,,30,965,36,29.85,
15.11.23 16:12:02,16.3,94.81,155.96,56.42,152.24,149.26,57.49,158.5,160.23,149.5,76.95,155.5,79.51,77.37,142.01,157.15,159.9,150.61,165.56,82.94,101.05,60.27,103.52,152.61,157.13,,30,965,36,29.85,
15.11.23 16:12:17,16.55,101.78,158.38,55.38,165.26,163.28,65.74,173.59,176.3,165.64,79.69,165.03,90.67,78.48,160.08,168.8,169.87,164.53,172.28,90.13,111.07,68.86,106.93,163.21,167.31,,30,965,36,29.85,
15.11.23 16:12:32,16.8,101.58,157.28,52.27,157.5,162.83,56.63,162.95,168.2,160.49,74.96,157.7,78.21,73.54,149.66,164.96,166.84,158.07,162.81,79.39,103.69,61.49,102.12,159.43,156.02,,30,965,36,29.86,
15.11.23 16:12:47,17.05,91.95,160.59,48.51,152.03,146.89,54.03,164.07,161.81,141.95,69.38,148.97,77.28,66.85,149.88,154.28,160.59,158.29,157.34,74.58,100.04,55.44,93.63,152.61,153.79,,30,965,36,29.91,
15.11.23 16:13:02,17.3,93.47,158.16,43.42,142.56,149.69,49.4,159.38,159.1,148.84,71.17,148.1,71.37,64.89,153.32,157.81,152.61,153.88,157.57,69.45,100.45,51.68,88.76,148.27,156.91,,30,965,36,29.92,
15.11.23 16:13:17,17.55,102.75,155.96,49.87,156.84,159.51,57.84,165.19,175.36,152.33,71.53,153.09,78.58,77.56,159.2,164.06,166.14,161.85,173.92,76.05,109.01,62.53,100.13,157.88,168.91,,30,965,36,29.94,
15.11.23 16:13:32,17.8,90.23,140.86,42.41,145.34,148.4,43.81,146.03,152.17,143.45,57.74,144.66,63.37,58.86,139.07,145.57,152.38,148.65,151.72,64.2,92.83,46.1,84.71,145.25,150.47,,30,965,36,29.94,
15.11.23 16:13:47,18.05,95.78,149.42,41.9,148.99,147.1,45.84,160.49,163.85,155.4,65.64,159.24,67.9,68.83,146.88,159.37,165.67,155.2,162.12,72.56,100.45,56.64,92.26,148.92,157.58,,30,965,36,29.95,
15.11.23 16:14:02,18.3,115.43,172.25,63.78,169.53,170.9,64.68,178.65,176.76,166.77,85.21,174.3,89.52,77.19,170.06,184.95,184.38,174.51,181.48,89.56,117.3,72.23,113.83,177.27,177.94,,30,965,36,29.96,
15.11.23 16:14:17,18.55,99.06,163.25,54.34,164.59,165.06,62.74,162.28,180.28,164.07,73.51,164.8,80.07,74.63,162.94,173.12,171.28,169.04,168.56,82.94,111.48,64.8,99.54,165.23,173.75,,30,965,36,29.98,
15.11.23 16:14:32,18.8,100.03,153.99,53.31,163.92,159.51,53.86,174.96,167.28,148.63,70.63,161.68,77.09,68.11,155.71,169.7,164.98,161.4,168.33,76.42,106.14,58.88,94.22,160.98,165.03,,30,965,36,29.99,
15.11.23 16:14:47,19.05,96.54,160.36,46.46,160.81,151.85,49.75,164.29,166.13,153.21,68.67,164.35,78.95,65.07,153.97,163.16,164.05,161.18,167.64,77.16,101.05,55.1,97.36,156.56,167.54,,30,965,36,29.99,
15.11.23 16:15:02,19.3,91.95,145.12,43.76,151.37,158.85,41.97,160.72,160.68,149.5,59.48,156.6,70.45,60.8,150.95,160.92,165.91,153.45,163.72,66.55,97.23,50.66,85.29,151.31,161.85,,30,965,36,30,
15.11.23 16:15:17,19.55,101,155.74,55.38,161.47,167.75,55.41,173.82,175.6,152.11,71.17,167.72,77.83,72.08,160.74,169.93,171.52,161.4,169.96,77.16,113.34,58.88,95.79,170.64,167.54,,30,965,36,30.02,
15.11.23 16:15:32,19.8,105.89,154.42,49.02,153.77,161.94,56.45,167.9,164.08,151.24,65.29,163.68,73.39,58.16,154.19,170.16,172.22,158.51,165.56,72.74,100.65,53.38,92.85,154.8,158.7,,30,965,36,30.03,
15.11.23 16:15:47,20.05,90.61,144.48,40.06,152.46,154.03,48.21,162.95,161.58,143.88,60.71,152.22,69.72,59.57,144.97,158.26,165.91,153.45,166.71,62.58,96.02,46.1,84.33,150.44,158.48,,30,965,36,30.05,
15.11.23 16:16:02,20.3,100.61,165.71,50.56,163.7,151.85,45.33,160.94,173.04,154.3,67.06,165.03,72.28,61.16,154.84,169.48,171.05,163.63,160.52,77.9,102.06,54.07,95.98,160.54,163.89,,30,965,36,30.05,
15.11.23 16:16:17,20.55,101.97,162.36,48.34,164.81,161.28,45.84,166.99,169.11,163.62,69.38,168.62,75.05,63.64,158.32,173.35,164.05,164.75,172.05,76.24,108.39,54.41,93.63,161.87,169.83,,30,965,36,30.06,
15.11.23 16:16:32,20.8,102.56,165.04,48.16,164.37,163.06,57.15,170.17,170.27,162.06,68.49,169.52,74.87,68.29,157.23,166.08,176.01,165.65,174.16,72.19,104.5,53.04,97.36,162.1,166.39,,30,965,36,30.08,
15.11.23 16:16:47,21.05,94.62,157.06,53.31,161.69,158.41,43.64,168.58,170.27,162.95,67.24,159.46,75.05,62.75,156.36,162.04,168.7,161.85,172.28,64.74,100.04,51.17,89.92,161.65,164.57,,30,965,36,30.08,
15.11.23 16:17:02,21.3,98.28,166.16,54.17,169.98,172.49,53.86,185.65,179.58,165.19,73.69,169.98,80.63,66.5,168.72,178.42,176.48,176.58,174.39,76.79,105.52,57.85,93.63,166.35,174.21,,30,965,36,30.09,
15.11.23 16:17:17,21.55,82.89,148.35,38.56,154.21,141.34,33.5,153.64,155.51,144.74,53.58,150.48,58.89,48.77,141.59,156.93,163.13,151.04,158.02,59.55,89.27,45.43,74.65,151.31,153.79,,30,965,36,30.09,
15.11.23 16:17:32,21.8,83.45,161.69,44.09,162.81,157.31,44.66,159.38,160.45,151.46,54.97,155.28,60.14,57.63,158.54,156.27,162.2,151.7,165.33,61.87,92.04,45.77,80.32,148.92,157.58,,30,965,36,30.1,
15.11.23 16:17:47,22.05,82.33,145.55,35.4,152.46,144.96,31.86,155.84,153.95,140.03,47.93,149.83,57.64,45.51,141.8,156.49,158.98,137.52,149.71,54.06,82.42,44.93,72.59,149.35,150.91,,30,965,36,30.1,
15.11.23 16:18:02,22.3,85.89,163.7,41.06,155.3,152.51,43.14,165.42,169.11,152.55,53.76,161.9,61.57,56.23,162.28,163.83,167.77,161.85,161.21,61.51,91.05,48.97,80.89,160.1,162.08,,30,965,36,30.11,
15.11.23 16:18:17,22.55,83.07,152.9,38.06,153.33,159.73,37.46,164.97,161.58,149.93,56.35,161.01,58.89,53.26,150.09,160.48,167.3,152.35,163.26,64.2,87.11,48.46,79.94,150.44,156.46,,30,965,36,30.13,
15.11.23 16:18:32,22.8,83.64,151.59,38.39,158.16,158.63,43.14,160.72,164.76,154.08,52.55,159.24,58.89,55.88,146.67,160.03,167.54,150.83,166.25,56.71,88.68,46.1,76.72,151.31,165.26,,30,965,36,30.14,
15.11.23 16:18:47,23.05,89.47,163.47,45.79,154.64,160.62,45.33,162.95,168.88,158.05,59.66,155.94,62.65,56.58,146.67,167.21,171.28,163.41,169.96,68,94.03,52.53,82.41,164.78,161.85,,30,965,36,30.16,
15.11.23 16:19:02,23.3,101.19,179.58,60.44,177.51,177.05,55.93,178.65,185.97,184,69.38,180.97,79.14,71.72,171.86,184.48,194.87,173.36,189.88,78.65,108.18,59.75,99.14,174.52,184.05,,30,965,36,30.17,
15.11.23 16:19:17,23.55,90.23,159.48,38.89,154.21,159.07,36.8,166.99,164.31,149.06,55.83,161.01,63.19,48.77,152.46,158.03,164.75,159.18,165.56,60.62,86.12,47.79,77.28,153.49,151.8,,30,965,36,30.17,
15.11.23 16:19:32,23.8,88.34,149.64,30.63,145.34,155.12,41.3,145.82,153.73,149.93,49.98,150.05,54.8,46.37,146.25,158.48,160.36,147.57,158.93,54.06,80.86,41.26,73.52,145.25,156.02,,30,965,36,30.2,
15.11.23 16:19:47,24.05,68.91,153.99,31.94,145.55,154.46,38.29,157.39,161.58,139.82,45.73,150.27,48.31,45.34,145.39,154.94,154.65,141.55,154.18,54.06,78.74,38.94,67.01,145.04,158.03,,30,965,36,30.21,
15.11.23 16:20:02,24.3,103.53,168.4,55.21,177.05,164.61,46.85,181.67,181.46,176.11,65.64,163.46,67.53,57.46,164.49,172.44,175.77,168.36,181,68.36,98.83,56.3,87.21,164.11,179.81,,30,965,36,30.24,
15.11.23 16:20:17,24.55,82.51,157.94,38.56,159.92,158.63,38.63,165.19,168.88,156.28,55.83,161.24,59.06,52.05,156.14,165.41,169.64,160.07,167.87,59.72,86.52,47.28,76.34,158.77,164.35,,30,965,36,30.24,
15.11.23 16:20:32,24.8,81.58,158.16,38.06,159.48,158.63,38.46,165.19,168.65,156.06,55.31,161.01,58.71,51.36,156.14,165.41,169.87,160.07,168.1,59.19,85.73,47.28,75.02,158.55,164.57,,30,965,36,30.24,
