Measurement Name :,02_20231115_Plate02__SDR741_30C,,Generated On :,"15/11/2023, 16:39:06",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 16:20:47,25.05,80.84,158.16,37.56,159.7,158.41,38.13,164.97,168.88,156.28,54.79,161.01,58.17,50.84,156.14,165.41,169.87,160.07,168.1,58.48,85.34,47.11,74.27,158.99,164.35,,30,965,36,30.23,
15.11.23 16:21:02,25.3,80.09,157.94,37.39,159.7,158.63,37.96,164.97,169.11,156.28,54.27,161.24,58.17,50.49,156.36,165.41,170.11,160.07,167.87,57.95,85.34,46.61,73.52,158.99,164.35,,30,965,36,30.21,
15.11.23 16:21:17,25.55,79.17,157.94,37.23,159.48,158.63,37.63,164.97,168.88,156.28,53.93,161.24,57.99,49.98,156.14,165.41,170.11,160.07,168.33,57.77,84.95,46.78,72.96,159.21,164.35,,30,965,36,30.2,
15.11.23 16:21:32,25.8,78.43,157.94,36.89,159.26,158.41,37.3,164.74,168.65,156.06,53.24,161.24,57.46,49.63,155.93,165.41,170.11,159.84,168.1,56.88,84.76,46.61,72.21,158.77,164.57,,30,965,36,30.2,
15.11.23 16:21:47,26.05,77.69,157.72,36.56,159.26,158.41,36.97,164.74,168.65,156.06,53.24,161.24,57.1,48.94,156.14,165.18,170.34,160.29,168.1,56.35,84.17,46.27,71.28,158.99,164.57,,30,965,36,30.19,
15.11.23 16:22:02,26.3,77.5,157.72,36.89,159.48,158.63,37.13,165.19,168.88,156.28,52.9,161.01,56.75,48.6,156.14,165.41,170.34,160.51,168.33,55.82,83.58,46.27,70.53,158.77,165.03,,30,965,36,30.17,
15.11.23 16:22:17,26.55,76.95,157.72,36.73,159.48,158.63,36.97,164.97,168.88,156.5,52.72,161.24,56.04,48.6,156.14,165.63,170.58,160.29,168.1,55.12,83.2,45.94,69.6,159.21,164.57,,30,965,36,30.17,
15.11.23 16:22:32,26.8,76.03,157.94,36.4,159.26,158.85,36.97,164.97,168.88,156.5,52.04,161.01,55.51,47.91,156.14,165.41,170.81,160.29,168.1,54.76,82.61,45.6,69.23,158.77,164.8,,30,965,36,30.16,
15.11.23 16:22:47,27.05,74.93,157.72,36.23,159.26,158.41,36.8,164.74,168.65,156.06,51.69,161.01,55.33,47.05,155.93,165.41,170.81,160.07,168.1,54.06,82.03,45.27,68.68,158.99,164.57,,30,965,36,30.16,
15.11.23 16:23:02,27.3,74.01,157.5,36.23,158.82,157.97,36.47,164.74,168.65,156.28,51.18,161.01,54.45,46.71,155.71,165.41,170.58,160.07,168.1,53.88,81.64,45.1,68.12,158.77,164.8,,30,965,36,30.16,
15.11.23 16:23:17,27.55,73.28,157.06,35.73,158.82,157.97,36.3,164.52,168.2,155.62,51.01,160.57,53.74,46.2,155.71,165.18,170.58,160.07,167.87,53.18,80.67,44.6,67.94,158.33,164.57,,30,965,36,30.14,
15.11.23 16:23:32,27.8,73.09,157.5,35.73,159.04,158.41,36.3,164.74,168.65,156.28,51.01,160.79,53.74,46.2,155.93,165.41,170.81,160.51,168.33,53.01,80.09,44.26,67.75,158.99,164.57,,30,965,36,30.13,
15.11.23 16:23:47,28.05,72.18,157.72,35.57,158.6,158.41,36.3,164.74,168.2,156.06,50.84,160.79,53.39,46.03,155.71,165.41,170.81,160.29,168.1,52.83,79.32,43.93,67.57,158.99,164.57,,30,965,36,30.13,
15.11.23 16:24:02,28.3,71.64,157.5,35.57,158.82,158.41,35.97,164.52,167.97,155.84,50.49,160.79,53.04,45.51,155.71,165.41,170.81,159.84,168.1,52.48,78.35,43.59,67.01,158.55,164.57,,30,965,36,30.13,
15.11.23 16:24:17,28.55,71.27,157.06,35.24,158.82,157.97,36.14,164.52,168.2,156.06,50.32,160.79,52.68,45.17,155.71,165.18,170.81,160.07,168.1,51.96,77.2,43.09,66.83,158.77,164.8,,30,965,36,30.13,
15.11.23 16:24:32,28.8,70.73,157.06,35.07,158.6,157.97,35.81,164.29,167.97,156.06,49.81,160.57,52.51,44.49,155.71,165.41,170.81,159.84,168.1,51.78,76.24,42.93,66.27,158.55,164.57,,30,965,36,30.11,
15.11.23 16:24:47,29.05,70.54,157.5,35.07,158.6,158.41,35.97,164.52,167.97,155.84,49.81,160.57,51.98,44.49,155.49,165.41,171.05,160.07,168.1,51.26,75.28,42.43,65.9,158.77,164.8,,30,965,36,30.13,
15.11.23 16:25:02,29.3,70,157.06,34.91,158.38,157.97,35.81,164.52,167.97,155.84,49.3,160.35,51.28,43.64,155.27,165.18,170.81,159.84,167.87,51.08,75.09,41.76,65.35,158.55,164.12,,30,965,36,30.13,
15.11.23 16:25:17,29.55,70,157.28,34.74,158.38,158.19,35.97,164.97,167.97,156.06,49.3,161.01,51.1,43.3,155.49,165.63,171.05,160.07,168.1,50.73,74.9,41.76,65.17,158.77,164.57,,30,965,36,30.1,
15.11.23 16:25:32,29.8,70.18,157.06,34.57,158.6,157.97,35.64,164.52,167.97,156.06,48.78,160.57,50.75,42.62,155.49,165.63,170.81,159.84,168.33,50.21,74.52,41.59,64.98,158.77,164.57,,30,965,36,30.11,
15.11.23 16:25:47,30.05,69.82,157.28,34.41,158.38,158.19,35.48,164.52,167.97,156.28,48.61,160.57,50.05,42.28,155.71,165.41,171.05,160.07,168.33,50.03,73.56,41.26,64.62,158.77,164.8,,30,965,36,30.1,
15.11.23 16:26:02,30.3,69.82,157.28,34.24,158.16,157.97,35.48,164.07,167.51,155.84,48.1,160.35,49.7,41.77,155.06,165.41,171.05,159.84,168.1,49.51,73.18,40.93,64.25,158.33,164.35,,30,965,36,30.1,
15.11.23 16:26:17,30.55,70,157.06,34.08,158.38,157.97,35.15,164.07,167.97,156.06,47.76,160.57,49.35,41.43,154.84,165.41,170.81,159.62,168.1,49.16,72.42,40.43,64.25,158.33,164.57,,30,965,36,30.09,
15.11.23 16:26:32,30.8,69.82,157.06,33.91,158.6,157.97,35.31,164.52,167.97,156.06,47.59,160.57,49.18,40.93,155.06,165.18,170.81,159.84,168.1,48.99,72.04,40.1,64.25,158.33,164.8,,30,965,36,30.09,
15.11.23 16:26:47,31.05,70,157.28,33.91,158.38,157.97,35.15,164.74,167.74,156.06,47.42,160.57,48.83,41.1,155.27,165.41,171.05,159.84,168.1,48.82,71.66,40.27,64.07,158.55,164.35,,30,965,36,30.08,
15.11.23 16:27:02,31.3,69.64,157.06,33.58,158.16,157.75,34.82,164.29,167.51,156.06,47.25,160.13,48.48,40.59,155.06,165.41,171.05,159.62,167.87,48.47,71.09,39.77,63.52,158.33,164.12,,30,965,36,30.08,
15.11.23 16:27:17,31.55,69.64,157.28,33.58,158.16,157.97,34.65,164.29,167.51,156.06,46.74,160.13,48.48,39.91,155.06,165.41,170.81,160.07,167.87,48.12,70.52,39.6,62.97,158.33,164.35,,30,965,36,30.08,
15.11.23 16:27:32,31.8,69.45,157.28,33.75,158.16,157.97,34.82,164.29,167.51,156.28,46.57,160.35,48.13,39.58,155.06,165.41,171.28,159.62,167.87,48.12,70.14,39.6,62.42,158.55,164.57,,30,965,36,30.08,
15.11.23 16:27:47,32.05,69.09,157.06,33.58,157.94,157.75,34.65,164.29,167.28,156.28,46.24,160.13,47.61,39.07,154.84,165.18,170.81,159.4,167.87,47.43,69.57,39.11,61.69,158.33,164.35,,30,965,36,30.08,
15.11.23 16:28:02,32.3,69.09,157.28,33.58,157.94,158.19,34.65,164.29,167.51,156.5,46.4,160.35,47.61,39.24,154.84,165.18,170.81,159.84,168.1,47.43,69.38,39.11,61.5,158.55,164.35,,30,965,36,30.06,
15.11.23 16:28:17,32.55,68.73,157.06,33.58,158.16,157.97,34.65,164.74,167.51,156.5,46.07,160.35,47.26,39.07,154.84,165.18,170.81,159.84,168.1,47.08,68.44,39.27,60.77,158.33,164.35,,30,965,36,30.06,
15.11.23 16:28:32,32.8,68.37,157.06,33.26,157.72,157.75,34.16,164.29,167.28,156.5,45.73,159.68,46.92,38.57,154.84,164.96,170.81,159.62,167.87,46.73,66.93,38.94,60.05,158.33,164.57,,30,965,36,30.06,
15.11.23 16:28:47,33.05,68.19,157.28,33.42,157.94,157.75,33.99,164.74,167.28,156.73,45.56,160.13,47.09,38.74,154.84,165.18,171.05,159.62,168.1,46.39,66.56,38.94,59.32,158.33,164.35,,30,965,36,30.06,
15.11.23 16:29:02,33.3,67.28,156.84,33.09,157.5,157.31,33.83,164.29,166.82,156.28,44.71,160.13,46.39,38.23,154.62,164.96,170.34,159.4,167.64,46.22,65.99,38.28,58.41,157.88,163.89,,30,965,36,30.06,
15.11.23 16:29:17,33.55,66.38,156.84,33.09,157.5,157.53,33.66,164.07,167.05,156.5,44.37,159.91,46.05,37.73,154.62,164.96,170.58,159.62,167.64,45.7,65.24,38.28,57.69,157.88,164.12,,30,965,36,30.03,
15.11.23 16:29:32,33.8,65.84,156.62,33.26,157.5,157.53,33.66,164.07,166.82,156.28,44.37,159.91,46.05,37.56,154.41,164.73,170.34,159.4,167.87,45.7,64.87,38.12,57.14,157.66,163.89,,30,965,36,30.03,
15.11.23 16:29:47,34.05,65.48,156.62,32.93,157.5,157.53,33.5,163.85,166.82,156.5,44.04,159.68,45.7,37.39,154.41,164.73,170.34,159.18,167.87,45.7,64.12,37.79,56.6,157.66,164.12,,30,965,36,30.03,
15.11.23 16:30:02,34.3,64.95,156.84,33.26,157.72,157.75,33.33,164.29,167.05,156.73,44.21,159.91,45.53,37.56,154.84,164.96,170.58,159.4,168.1,45.52,63.93,37.79,56.42,158.1,164.35,,30,965,36,30.03,
15.11.23 16:30:17,34.55,64.77,156.84,32.93,157.5,157.31,33.17,164.07,166.82,156.73,43.87,159.46,45.01,37.06,154.41,164.73,170.34,159.18,167.87,45.18,62.81,37.62,55.88,157.66,163.67,,30,965,36,30.03,
15.11.23 16:30:32,34.8,64.41,156.84,33.09,157.5,157.53,33.01,164.07,166.82,156.73,43.87,159.91,45.01,37.06,154.41,164.51,170.34,159.4,167.87,44.84,62.44,37.3,55.16,157.88,164.12,,30,965,36,30.03,
15.11.23 16:30:47,35.05,64.05,156.84,32.93,157.5,157.75,33.01,163.85,166.82,156.73,43.36,159.91,44.66,36.89,154.19,164.73,170.34,159.18,168.1,44.66,61.51,36.97,54.8,157.44,164.12,,30,965,36,30.02,
15.11.23 16:31:02,35.3,63.33,156.4,32.76,157.06,157.53,32.68,163.62,166.59,156.73,43.36,159.91,44.49,36.55,154.19,164.73,170.34,159.18,167.64,44.49,61.33,36.64,54.44,157.66,163.89,,30,965,36,30.02,
15.11.23 16:31:17,35.55,63.16,156.84,32.76,157.06,157.31,32.68,163.85,166.36,156.73,43.36,159.68,43.8,36.22,154.19,164.51,170.11,158.96,167.87,43.97,60.77,36.47,53.72,157.66,163.89,,30,965,36,30,
15.11.23 16:31:32,35.8,62.8,156.62,32.6,157.28,157.53,32.68,163.85,166.59,156.95,43.2,159.24,43.8,36.05,154.19,164.73,170.58,158.96,167.87,43.8,60.77,36.31,53.72,157.44,163.67,,30,965,36,30,
15.11.23 16:31:47,36.05,62.26,156.62,32.76,157.06,157.31,32.51,163.85,166.36,156.73,43.2,159.24,43.63,35.89,154.41,164.51,170.34,158.96,167.64,43.12,60.21,36.15,53.18,157.66,163.67,,30,965,36,29.99,
15.11.23 16:32:02,36.3,61.55,156.84,32.76,157.06,157.31,32.51,164.07,166.59,156.95,43.03,159.46,43.46,35.72,153.97,164.51,170.11,158.96,167.64,43.12,59.66,35.98,53.18,157.66,163.89,,30,965,36,29.99,
15.11.23 16:32:17,36.55,61.19,156.62,32.6,157.06,157.53,32.68,163.62,166.59,156.73,42.86,159.46,43.11,35.72,153.97,164.51,170.34,158.96,167.64,42.94,58.73,35.98,52.47,157.44,163.44,,30,965,36,29.99,
15.11.23 16:32:32,36.8,60.3,156.4,32.6,156.84,157.31,32.51,163.62,166.36,156.73,42.52,159.02,42.77,35.55,153.76,164.28,170.11,158.51,167.64,42.77,57.99,35.65,52.11,157.44,163.67,,30,965,36,29.98,
15.11.23 16:32:47,37.05,59.77,156.62,32.76,156.84,157.31,32.35,163.85,166.36,156.73,42.35,159.46,42.59,35.72,153.97,164.51,170.58,158.73,167.64,42.77,57.62,35.65,51.75,157.22,163.67,,30,965,36,29.98,
15.11.23 16:33:02,37.3,58.89,156.18,32.43,156.18,157.31,32.19,163.4,165.91,156.73,42.02,159.24,42.25,35.39,153.76,164.28,170.34,158.96,167.41,42.6,57.07,35.33,50.86,157.22,163.21,,30,965,36,29.96,
15.11.23 16:33:17,37.55,58.36,156.62,32.43,156.62,157.09,32.19,163.62,165.91,156.5,41.52,159.24,42.42,35.05,153.76,164.06,169.87,158.29,167.18,42.09,56.89,35.16,50.5,157.22,163.21,,30,965,36,29.95,
15.11.23 16:33:32,37.8,57.83,156.62,32.27,156.4,157.09,32.19,163.62,166.13,156.5,41.35,159.24,42.08,35.05,153.54,164.06,170.11,158.51,166.94,41.92,55.78,34.84,49.97,157.22,163.44,,30,965,36,29.95,
15.11.23 16:33:47,38.05,57.12,155.96,32.1,156.18,156.87,32.02,162.95,165.45,156.28,41.01,159.02,41.56,34.72,153.11,163.61,169.64,158.07,166.94,41.74,54.68,34.35,49.44,156.56,163.21,,30,965,36,29.94,
15.11.23 16:34:02,38.3,56.77,156.18,32.27,156.18,157.09,32.02,163.4,165.91,156.5,41.01,159.24,41.56,34.39,153.54,163.83,169.87,158.29,167.18,41.4,54.32,34.35,49.44,156.78,163.21,,30,965,36,29.94,
15.11.23 16:34:17,38.55,56.24,156.18,32.43,156.4,156.87,31.86,163.4,165.91,156.5,40.68,159.46,41.56,34.39,153.32,164.06,169.87,158.51,167.41,41.06,54.32,34.51,49.08,157,163.44,,30,965,36,29.94,
15.11.23 16:34:32,38.8,55.36,155.96,32.27,155.52,156.65,31.69,162.95,165.68,156.28,40.01,159.02,41.22,33.89,153.11,163.61,169.87,158.07,166.94,40.72,53.77,34.51,48.55,156.56,162.76,,30,965,36,29.92,
15.11.23 16:34:47,39.05,55.18,156.4,32.43,155.96,156.65,32.35,163.4,165.91,156.28,40.18,159.24,41.22,33.89,153.54,163.83,169.64,158.29,167.18,40.55,53.77,34.51,48.55,157,163.21,,30,965,36,29.92,
15.11.23 16:35:02,39.3,54.48,155.74,32.1,155.74,156.65,31.86,163.17,165.45,156.06,39.84,159.24,40.88,33.39,153.32,163.61,169.17,157.85,166.94,40.04,52.86,34.18,47.84,156.56,162.76,,30,965,36,29.91,
15.11.23 16:35:17,39.55,53.96,155.96,32.1,155.96,156.87,31.86,162.95,165.91,156.28,39.84,159.24,40.88,33.39,153.11,163.61,169.87,158.07,167.18,40.04,51.94,34.02,47.49,156.56,162.76,,30,965,36,29.89,
15.11.23 16:35:32,39.8,53.43,156.18,31.94,155.74,156.43,31.69,163.4,165.68,156.06,39.51,159.24,40.71,33.22,153.11,163.61,169.64,157.85,166.94,39.7,51.76,34.02,46.96,156.34,162.53,,30,965,36,29.89,
15.11.23 16:35:47,40.05,52.73,155.74,31.94,155.52,156.43,31.69,162.95,165.45,156.28,39.51,159.02,40.36,33.06,152.89,163.38,169.64,157.85,166.94,39.36,51.22,33.53,46.6,156.78,162.53,,30,965,36,29.89,
15.11.23 16:36:02,40.3,52.21,155.74,31.94,155.52,156.65,31.69,163.4,165.68,156.06,39.34,159.24,40.02,32.72,153.11,163.38,169.87,157.85,166.94,39.19,50.85,33.69,46.25,156.56,162.53,,30,965,36,29.88,
15.11.23 16:36:17,40.55,51.69,155.96,32.1,155.74,156.65,31.53,163.62,165.68,156.06,39.17,159.46,40.02,32.72,152.89,163.61,169.87,157.85,166.71,38.85,50.31,33.53,45.72,156.78,162.76,,30,965,36,29.88,
15.11.23 16:36:32,40.8,51.17,155.52,31.94,155.52,156.43,31.53,163.17,165.45,155.84,39.17,159.02,39.68,32.56,152.68,163.61,169.41,157.85,166.94,38.68,49.58,33.37,45.37,156.56,162.53,,30,965,36,29.88,
15.11.23 16:36:47,41.05,50.47,155.96,31.94,155.52,156.65,31.53,163.4,165.68,156.28,39.17,159.24,39.68,32.56,153.11,163.61,169.87,158.07,166.94,38.85,49.58,33.2,45.02,156.78,162.99,,30,965,36,29.88,
15.11.23 16:37:02,41.3,49.6,155.74,31.61,155.08,156.21,31.53,162.73,165.22,155.84,38.84,159.02,39.34,32.23,152.68,163.38,169.41,157.63,166.71,38.51,49.22,33.2,44.31,156.34,161.85,,30,965,36,29.86,
15.11.23 16:37:17,41.55,49.26,155.52,31.78,155.3,156,31.2,163.17,164.99,155.62,38.34,158.8,39.17,32.23,152.46,163.16,169.64,157.63,166.71,38.68,48.86,32.88,43.78,156.34,162.53,,30,965,36,29.86,
