original,file,uw hyak,same?
e114fabf5fae6dfa0c378d62a53db1df,60_S971_R1_001.fastq.gz,e114fabf5fae6dfa0c378d62a53db1df,TRUE
031079c9b11034c17c74de7952763ee8,60_S971_R2_001.fastq.gz,031079c9b11034c17c74de7952763ee8,TRUE
489029e1254eb878b741f2bfb909f00c,61_S182_R1_001.fastq.gz,489029e1254eb878b741f2bfb909f00c,TRUE
b164e5ea86a03c868c539e237262b44a,61_S182_R2_001.fastq.gz,b164e5ea86a03c868c539e237262b44a,TRUE
b650a0d4ba7688b9fcfeb2af7212624d,61_S972_R1_001.fastq.gz,b650a0d4ba7688b9fcfeb2af7212624d,TRUE
5e6638ea909ac663101fa7610a99c070,61_S972_R2_001.fastq.gz,5e6638ea909ac663101fa7610a99c070,TRUE
405ec500ba29db5ae06ec80a3e3dec7d,62_S183_R1_001.fastq.gz,405ec500ba29db5ae06ec80a3e3dec7d,TRUE
a50163cb16308f4c9d011b98e5000d49,62_S183_R2_001.fastq.gz,a50163cb16308f4c9d011b98e5000d49,TRUE
1c2a6676d1acbda284f0f6495c7f6bbd,62_S973_R1_001.fastq.gz,1c2a6676d1acbda284f0f6495c7f6bbd,TRUE
2138997632f5cd55199d9f96ed73c3e1,62_S973_R2_001.fastq.gz,2138997632f5cd55199d9f96ed73c3e1,TRUE
12c964ed529e6295c82824dda2067c85,63_S184_R1_001.fastq.gz,12c964ed529e6295c82824dda2067c85,TRUE
c0838ce0e95054c0ae176405702632a6,63_S184_R2_001.fastq.gz,c0838ce0e95054c0ae176405702632a6,TRUE
41b99e50f26d1df1ee290d9276ff503b,63_S974_R1_001.fastq.gz,41b99e50f26d1df1ee290d9276ff503b,TRUE
f67908ade461f5946f199c4557ea5c0e,63_S974_R2_001.fastq.gz,f67908ade461f5946f199c4557ea5c0e,TRUE
e68ea148202e1b7522d1a8e062f4a3d3,64_S185_R1_001.fastq.gz,e68ea148202e1b7522d1a8e062f4a3d3,TRUE
13eb6afb568dc3abbacd96da5ab7168c,64_S185_R2_001.fastq.gz,13eb6afb568dc3abbacd96da5ab7168c,TRUE
82e640f2a556e8f4231b387780fba88d,64_S975_R1_001.fastq.gz,82e640f2a556e8f4231b387780fba88d,TRUE
775d4a3f3d93af755f171ce35d2d79cc,64_S975_R2_001.fastq.gz,775d4a3f3d93af755f171ce35d2d79cc,TRUE
79db9842bf1c1c9eb4443df625dfffc6,6_S127_R1_001.fastq.gz,79db9842bf1c1c9eb4443df625dfffc6,TRUE
e61e67ac2610c4693c3d7602cc5149e1,6_S127_R2_001.fastq.gz,e61e67ac2610c4693c3d7602cc5149e1,TRUE
e3a908cf7585803f875fa2f9f7f979eb,6_S917_R1_001.fastq.gz,e3a908cf7585803f875fa2f9f7f979eb,TRUE
765df282794c67becd3dc0745120fe35,6_S917_R2_001.fastq.gz,765df282794c67becd3dc0745120fe35,TRUE
996d0ebd5864c021293e5fe86ae47f4d,7_S128_R1_001.fastq.gz,996d0ebd5864c021293e5fe86ae47f4d,TRUE
f0c65c9f61c959c3bc9816df49b49e61,7_S128_R2_001.fastq.gz,f0c65c9f61c959c3bc9816df49b49e61,TRUE
a0241dbd2493cef83c09c7c31c621c00,7_S918_R1_001.fastq.gz,a0241dbd2493cef83c09c7c31c621c00,TRUE
57e6c2b504fe564aeceb754a1e317011,7_S918_R2_001.fastq.gz,57e6c2b504fe564aeceb754a1e317011,TRUE
be1db208ffbec602785db82320ada8d6,8_S129_R1_001.fastq.gz,be1db208ffbec602785db82320ada8d6,TRUE
ffc6e19679365a0cf042394e2e3144d2,8_S129_R2_001.fastq.gz,ffc6e19679365a0cf042394e2e3144d2,TRUE
1e714c2053bbbcd7d1d198ea7e54f0c8,8_S919_R1_001.fastq.gz,1e714c2053bbbcd7d1d198ea7e54f0c8,TRUE
f3a56d9fd8d8808480781a2ba38c87fb,8_S919_R2_001.fastq.gz,f3a56d9fd8d8808480781a2ba38c87fb,TRUE
4f8f078f97c6a8b5d85c723f084c82fe,9_S130_R1_001.fastq.gz,4f8f078f97c6a8b5d85c723f084c82fe,TRUE
b87386a8412ab323a30485f0604c5590,9_S130_R2_001.fastq.gz,b87386a8412ab323a30485f0604c5590,TRUE
6d9c123f08f96e20783cc8b9d19fb65c,9_S920_R1_001.fastq.gz,6d9c123f08f96e20783cc8b9d19fb65c,TRUE
bd8b22e5f42d8264fdc1c7cabd68d042,9_S920_R2_001.fastq.gz,bd8b22e5f42d8264fdc1c7cabd68d042,TRUE
